Player,Season,AGE,Pos_C,Pos_LW,Pos_RW,Pos_D,GP,G,A,PTS,PPG,PlusMinus,ATOI,TOI(EV),PIM,PS,EV_A,PP_A,SH_A,GW,S,S_Pct,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct,LENGTH,AAV
Derek Ryan,2018,31.0,1,0,1,0,51.0,9.333333333333334,13.666666666666666,23.0,0.4509803921568627,-7.333333333333333,14.227777777777776,12.238888888888887,17.333333333333332,1.9666666666666668,6.333333333333333,2.6666666666666665,0.3333333333333333,1.3333333333333333,71.0,22.066666666666663,21.33333333333333,29.0,319.0,249.66666666666663,57.03333333333333,664.6666666666666,556.3333333333334,54.46666666666667,5.033333333333334,477.0,424.6666666666667,53.0,3.733333333333333,8.166666666666666,90.26666666666668,98.46666666666664,56.333333333333336,43.66666666666666,30.33333333333333,28.666666666666668,130.66666666666666,54.66666666666666,1.0,0.0,1.0,0.0,3,3125000.0
Martin Marincin,2018,26.0,0,0,0,1,30.666666666666668,0.6666666666666666,4.0,4.666666666666667,0.1521739130434782,-0.6666666666666666,17.166666666666668,14.544444444444444,17.333333333333332,1.0333333333333334,0.6666666666666666,0.0,0.0,0.0,25.666666666666668,2.1,31.33333333333333,21.0,0.0,0.0,0.0,439.6666666666667,398.6666666666667,49.43333333333334,-1.133333333333333,309.3333333333333,313.6666666666667,47.56666666666666,-1.7333333333333332,6.066666666666667,88.16666666666667,94.23333333333332,46.26666666666667,53.73333333333333,11.0,19.33333333333333,83.33333333333333,21.133333333333333,0.0,0.0,0.0,0.0,1,800000.0
Travis Boyd,2018,24.0,1,0,1,0,8.0,0.0,1.0,1.0,0.125,2.0,8.833333333333334,8.816666666666666,2.0,0.1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,18.0,18.0,50.0,63.0,83.0,43.2,-4.7,49.0,58.0,45.8,-3.2,11.5,97.6,109.1,57.9,42.1,0.0,0.0,5.0,40.0,0.0,0.0,0.0,0.0,2,800000.0
Jack Johnson,2018,31.0,0,0,0,1,73.0,4.666666666666667,11.333333333333334,16.0,0.2191780821917808,0.3333333333333333,21.85,18.45555555555556,26.33333333333333,3.5,3.333333333333333,1.3333333333333333,0.0,1.3333333333333333,96.66666666666669,4.9,123.66666666666669,97.66666666666669,0.3333333333333333,0.3333333333333333,33.333333333333336,1217.6666666666667,1332.0,47.63333333333333,-3.5666666666666664,923.0,984.3333333333334,48.26666666666667,-3.4333333333333336,7.866666666666667,92.16666666666669,100.0,42.8,57.2,16.0,26.666666666666668,201.33333333333331,48.03333333333333,2.0,1.3333333333333333,0.6666666666666666,44.46666666666667,5,3250000.0
Michael Grabner,2018,30.0,0,1,1,0,78.66666666666667,21.0,10.333333333333334,31.33333333333333,0.3983050847457626,9.666666666666666,14.46111111111111,12.077777777777778,12.666666666666666,4.133333333333333,19.666666666666668,0.0,1.3333333333333333,2.6666666666666665,148.33333333333334,13.566666666666668,42.0,50.0,6.666666666666667,9.333333333333334,40.8,838.6666666666666,976.6666666666666,46.3,-3.4,636.3333333333334,725.6666666666666,46.8,-2.8000000000000003,9.166666666666666,93.23333333333332,102.36666666666667,42.8,57.2,53.333333333333336,25.33333333333333,235.66666666666663,62.46666666666667,0.0,0.0,0.0,0.0,3,3350000.0
Valeri Nichushkin,2018,23.0,0,1,1,0,79.0,9.0,20.0,29.0,0.3670886075949367,2.0,13.933333333333334,12.9,12.0,2.3,8.0,1.0,0.0,1.0,139.0,6.5,33.0,68.0,0.0,1.0,0.0,1027.0,935.0,52.3,-0.1,755.0,681.0,52.6,0.0,8.2,92.4,100.6,53.8,46.2,33.0,46.0,246.0,56.5,0.0,0.0,0.0,0.0,2,2950000.0
John Tavares,2018,27.0,1,0,0,0,79.0,32.666666666666664,40.66666666666666,73.33333333333333,0.9282700421940928,-0.6666666666666666,20.116666666666667,16.07777777777778,34.0,8.633333333333335,23.0,8.666666666666666,1.0,3.6666666666666665,255.66666666666663,12.8,27.666666666666668,41.0,826.0,748.6666666666666,52.53333333333333,1315.6666666666667,1251.6666666666667,51.26666666666667,4.633333333333334,959.6666666666666,941.0,50.53333333333333,3.8666666666666663,9.966666666666669,90.56666666666666,100.53333333333336,60.13333333333333,39.86666666666667,60.333333333333336,80.33333333333333,458.0,55.76666666666667,5.666666666666667,1.0,4.666666666666667,18.1,7,11000000.0
Fredrik Claesson,2018,25.0,0,0,0,1,37.66666666666666,1.3333333333333333,5.333333333333333,6.666666666666667,0.1769911504424779,-2.6666666666666665,15.922222222222222,14.755555555555556,13.666666666666666,1.133333333333333,1.3333333333333333,0.0,0.0,0.0,33.333333333333336,4.566666666666666,46.0,82.0,0.0,0.0,0.0,465.6666666666667,487.3333333333333,49.73333333333333,1.9,339.0,351.3333333333333,49.9,2.1333333333333333,6.066666666666666,91.9,97.93333333333334,51.46666666666667,48.53333333333333,9.333333333333334,20.666666666666668,77.66666666666667,41.73333333333333,0.0,0.0,0.0,0.0,1,700000.0
Tobias Rieder,2018,25.0,0,1,1,0,80.0,14.0,18.0,32.0,0.4,-13.666666666666666,16.42222222222222,13.283333333333331,7.333333333333333,2.4,11.666666666666666,2.0,0.3333333333333333,0.6666666666666666,152.66666666666666,9.4,40.66666666666666,58.0,12.0,17.333333333333332,37.7,982.6666666666666,1092.3333333333333,47.36666666666667,0.7000000000000001,723.6666666666666,823.0,46.833333333333336,1.0333333333333334,7.133333333333333,91.36666666666667,98.46666666666664,45.66666666666666,54.333333333333336,27.666666666666668,11.333333333333334,278.6666666666667,54.63333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1,2000000.0
Anton Rodin,2018,27.0,0,0,1,0,3.0,0.0,1.0,1.0,0.3333333333333333,1.0,8.916666666666666,8.416666666666666,0.0,0.1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,23.0,41.0,2.6,10.0,15.0,40.0,2.3,14.3,100.0,114.3,45.5,54.5,2.0,1.0,5.0,40.0,0.0,0.0,0.0,0.0,1,750000.0
Tomas Plekanec,2018,35.0,1,0,0,0,79.0,10.0,26.0,36.0,0.4556962025316455,5.0,16.82777777777778,13.633333333333333,35.0,3.0666666666666664,8.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,157.33333333333334,6.266666666666667,44.0,59.333333333333336,718.3333333333334,682.6666666666666,51.43333333333334,1100.6666666666667,1009.6666666666666,52.13333333333333,0.4333333333333333,798.0,738.6666666666666,51.96666666666667,0.3999999999999999,7.666666666666667,92.53333333333336,100.16666666666669,41.6,58.4,24.666666666666668,41.66666666666666,262.3333333333333,60.2,0.0,0.0,0.0,0.0,1,2250000.0
Matt Calvert,2018,28.0,0,1,1,0,69.0,10.0,11.0,21.0,0.3043478260869565,-4.333333333333333,13.955555555555556,11.95,44.0,1.5666666666666669,7.666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,104.66666666666669,9.6,38.333333333333336,71.0,8.0,16.666666666666668,32.2,699.6666666666666,796.6666666666666,46.66666666666666,-3.8666666666666663,531.0,588.0,47.333333333333336,-3.6,7.666666666666667,91.33333333333331,98.96666666666664,42.73333333333333,57.26666666666667,29.0,13.333333333333334,171.66666666666666,61.0,0.0,0.0,0.0,0.0,3,2850000.0
Brandon Manning,2018,28.0,0,0,0,1,62.0,3.6666666666666665,9.0,12.666666666666666,0.2043010752688172,-3.333333333333333,17.51111111111111,15.877777777777778,68.33333333333333,2.5,3.333333333333333,0.0,0.3333333333333333,1.3333333333333333,87.33333333333333,3.8,70.66666666666667,109.33333333333331,0.0,0.6666666666666666,0.0,957.6666666666666,918.3333333333334,51.1,1.0,693.6666666666666,685.3333333333334,50.3,-0.4666666666666667,6.433333333333334,92.86666666666667,99.26666666666668,51.0,49.0,11.0,30.33333333333333,191.33333333333331,45.6,0.0,0.0,0.0,0.0,2,2250000.0
Thomas Vanek,2018,34.0,0,1,1,0,74.0,19.666666666666668,28.666666666666668,48.333333333333336,0.6531531531531531,-6.0,14.7,12.166666666666666,26.666666666666668,5.466666666666666,14.666666666666666,5.0,0.0,2.6666666666666665,149.0,13.133333333333336,13.333333333333334,27.666666666666668,8.0,17.666666666666668,32.2,809.0,884.6666666666666,47.833333333333336,-0.8666666666666667,614.0,678.3333333333334,47.5,-1.6333333333333335,9.466666666666669,91.13333333333333,100.63333333333333,65.03333333333333,34.96666666666667,23.666666666666668,40.0,243.33333333333331,61.23333333333333,1.0,0.0,1.0,0.0,1,3000000.0
Thomas Hickey,2018,29.0,0,0,0,1,69.0,5.0,16.0,21.0,0.3043478260869565,9.333333333333334,17.66111111111111,15.21111111111111,29.666666666666668,4.233333333333333,5.0,0.0,0.0,1.3333333333333333,76.33333333333333,7.066666666666666,101.0,76.66666666666667,0.0,0.0,0.0,990.3333333333334,1081.6666666666667,47.76666666666667,-0.0666666666666667,728.3333333333334,799.6666666666666,47.7,0.0333333333333332,9.733333333333333,92.46666666666664,102.2,49.16666666666666,50.833333333333336,16.0,48.0,186.66666666666663,40.5,0.0,0.0,0.0,0.0,4,2500000.0
Chris Kunitz,2018,38.0,0,1,1,0,77.66666666666667,13.0,19.666666666666668,32.666666666666664,0.4206008583690986,12.333333333333334,14.761111111111113,12.861111111111112,37.333333333333336,3.233333333333333,12.0,0.6666666666666666,0.3333333333333333,2.0,121.66666666666669,11.333333333333334,30.33333333333333,203.66666666666663,5.0,9.333333333333334,35.13333333333333,996.3333333333334,904.3333333333334,52.1,0.9,733.3333333333334,665.0,52.06666666666666,0.3666666666666667,8.466666666666667,93.03333333333336,101.5,53.93333333333334,46.06666666666666,32.0,33.333333333333336,210.66666666666663,58.53333333333333,1.3333333333333333,0.0,1.3333333333333333,0.0,1,1000000.0
Drew Doughty,2018,29.0,0,0,0,1,82.0,12.0,39.66666666666666,51.66666666666666,0.6300813008130081,18.33333333333333,27.33333333333333,21.4,50.66666666666666,11.266666666666666,5.666666666666667,5.666666666666667,0.6666666666666666,2.6666666666666665,194.33333333333331,6.2,114.0,127.0,0.3333333333333333,0.3333333333333333,33.333333333333336,1792.0,1435.6666666666667,55.5,3.233333333333333,1334.6666666666667,1108.6666666666667,54.6,2.033333333333333,8.366666666666667,92.4,100.73333333333332,53.86666666666667,46.13333333333333,17.0,87.33333333333333,399.0,48.8,0.0,0.0,0.0,0.0,8,11000000.0
Matt Hendricks,2018,37.0,1,1,1,0,56.66666666666666,4.666666666666667,6.0,10.666666666666666,0.188235294117647,-0.6666666666666666,11.133333333333333,9.088888888888889,50.0,0.5666666666666667,4.333333333333333,0.0,0.3333333333333333,0.3333333333333333,53.333333333333336,8.833333333333334,49.66666666666666,125.66666666666669,203.0,178.0,53.86666666666667,437.6666666666667,507.0,46.5,-4.1000000000000005,319.0,355.0,47.73333333333333,-2.933333333333333,6.900000000000001,93.03333333333336,99.93333333333332,39.43333333333334,60.56666666666666,13.333333333333334,13.666666666666666,88.66666666666667,61.93333333333334,2.333333333333333,0.6666666666666666,1.6666666666666667,13.333333333333334,1,700000.0
David Perron,2018,30.0,0,1,1,0,74.33333333333333,15.333333333333334,34.0,49.333333333333336,0.6636771300448431,-0.6666666666666666,16.77777777777778,13.988888888888887,55.333333333333336,4.9,12.333333333333334,2.6666666666666665,0.3333333333333333,2.6666666666666665,141.0,10.966666666666669,23.666666666666668,115.66666666666669,43.333333333333336,61.333333333333336,36.266666666666666,981.6666666666666,947.3333333333334,50.96666666666667,0.4666666666666667,727.6666666666666,710.6666666666666,50.66666666666666,-0.4666666666666666,9.266666666666666,90.56666666666666,99.8,51.23333333333333,48.76666666666667,39.333333333333336,24.666666666666668,244.66666666666663,57.6,3.333333333333333,0.6666666666666666,2.6666666666666665,13.333333333333334,4,4000000.0
Valtteri Filppula,2018,34.0,1,1,0,0,78.66666666666667,10.333333333333334,25.0,35.333333333333336,0.4491525423728814,-4.666666666666667,17.377777777777776,13.72777777777778,30.666666666666668,2.5,8.666666666666666,1.3333333333333333,0.3333333333333333,2.333333333333333,89.33333333333333,12.0,39.66666666666666,27.0,558.3333333333334,551.0,50.36666666666667,952.3333333333334,1036.3333333333333,47.93333333333334,-3.8,721.0,767.3333333333334,48.43333333333334,-2.966666666666667,8.133333333333333,91.3,99.43333333333334,48.43333333333334,51.56666666666666,32.0,37.66666666666666,144.33333333333334,61.66666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,16.666666666666668,1,2750000.0
Luke Schenn,2018,28.0,0,0,0,1,71.33333333333333,2.0,8.333333333333334,10.333333333333334,0.1448598130841121,-7.666666666666667,17.333333333333332,15.122222222222222,67.33333333333333,2.1,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,76.33333333333333,2.7,115.0,246.33333333333331,0.3333333333333333,0.3333333333333333,16.666666666666668,977.0,1126.0,46.56666666666666,-3.6666666666666665,705.0,844.3333333333334,45.63333333333333,-3.8666666666666663,7.066666666666666,92.46666666666664,99.5,43.0,57.0,12.0,38.333333333333336,190.33333333333331,39.833333333333336,0.0,0.0,0.0,0.0,1,800000.0
John Moore,2018,27.0,0,0,0,1,72.33333333333333,7.666666666666667,12.0,19.666666666666668,0.271889400921659,-5.333333333333333,19.61111111111111,16.566666666666666,38.0,4.433333333333334,6.666666666666667,0.6666666666666666,0.3333333333333333,2.0,116.33333333333331,6.866666666666667,83.0,98.66666666666669,0.0,0.0,0.0,1014.0,1165.0,46.3,-1.2333333333333334,771.0,902.6666666666666,45.8,-2.6333333333333333,8.466666666666667,91.9,100.36666666666667,50.03333333333333,49.96666666666667,15.666666666666666,43.66666666666666,237.0,48.833333333333336,0.0,0.0,0.0,0.0,5,2750000.0
Joakim Nordstrom,2018,26.0,0,1,1,0,76.0,6.333333333333333,8.0,14.333333333333334,0.1885964912280701,-7.333333333333333,12.97222222222222,11.205555555555556,11.666666666666666,0.5333333333333333,5.666666666666667,0.0,0.6666666666666666,1.0,94.0,7.033333333333334,38.0,117.66666666666669,17.0,21.666666666666668,45.93333333333334,740.3333333333334,752.6666666666666,49.76666666666667,-3.266666666666667,542.6666666666666,561.0,49.23333333333333,-2.7,6.0,91.86666666666667,97.86666666666667,48.06666666666666,51.93333333333334,26.666666666666668,24.666666666666668,181.33333333333331,51.73333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,2,1000000.0
Chris Wagner,2018,27.0,1,0,1,0,55.0,5.666666666666667,4.0,9.666666666666666,0.1757575757575757,-3.333333333333333,10.594444444444443,9.033333333333331,23.666666666666668,0.5,4.666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,62.66666666666666,9.933333333333334,33.333333333333336,153.33333333333334,146.66666666666666,150.66666666666666,48.26666666666667,406.0,511.3333333333333,44.26666666666667,-4.866666666666667,301.0,381.3333333333333,44.13333333333333,-5.333333333333333,5.533333333333334,94.43333333333334,100.0,46.8,53.2,7.666666666666667,15.0,111.0,57.63333333333333,0.0,0.0,0.0,0.0,2,1250000.0
Riley Nash,2018,29.0,1,0,1,0,73.66666666666667,10.333333333333334,16.333333333333332,26.666666666666668,0.3619909502262443,3.333333333333333,14.055555555555555,11.894444444444446,16.666666666666668,2.5,8.666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,104.66666666666669,10.233333333333334,41.333333333333336,70.33333333333333,309.3333333333333,324.3333333333333,49.0,798.0,742.0,51.833333333333336,-2.1666666666666665,587.3333333333334,541.3333333333334,51.86666666666667,-1.9,7.3,92.0,99.3,48.73333333333333,51.26666666666667,50.0,15.0,176.33333333333334,59.16666666666666,3.0,1.0,2.0,20.0,3,2750000.0
Roman Polak,2018,32.0,0,0,0,1,69.33333333333333,2.333333333333333,10.666666666666666,13.0,0.1875,7.0,18.23888888888889,15.405555555555557,61.0,3.1666666666666665,2.333333333333333,0.0,0.0,0.3333333333333333,67.33333333333333,3.9,121.0,222.0,0.3333333333333333,0.3333333333333333,33.333333333333336,992.6666666666666,1061.6666666666667,48.3,-3.4333333333333336,734.0,796.0,47.9,-2.8000000000000003,7.899999999999999,93.66666666666669,101.5,43.96666666666667,56.03333333333333,12.666666666666666,41.333333333333336,169.33333333333334,39.1,0.0,0.0,0.0,0.0,1,1300000.0
Kyle Brodziak,2018,34.0,1,0,0,0,75.33333333333333,8.333333333333334,11.333333333333334,19.666666666666668,0.2610619469026549,4.666666666666667,11.822222222222225,9.93888888888889,32.333333333333336,1.7666666666666666,7.0,0.0,1.3333333333333333,2.6666666666666665,72.33333333333333,12.533333333333331,43.66666666666666,63.0,367.3333333333333,358.0,50.36666666666667,614.0,680.6666666666666,47.4,-5.0,453.3333333333333,479.3333333333333,48.23333333333333,-4.5,8.0,92.86666666666667,100.8,28.9,71.10000000000001,34.333333333333336,11.666666666666666,124.33333333333331,57.26666666666667,0.0,0.0,0.0,0.0,2,1150000.0
J.T. Brown,2018,27.0,0,0,1,0,63.0,4.333333333333333,7.333333333333333,11.666666666666666,0.1851851851851851,1.3333333333333333,10.933333333333332,9.966666666666669,52.0,0.6333333333333333,4.0,0.0,0.3333333333333333,0.6666666666666666,82.33333333333333,5.066666666666666,29.33333333333333,92.33333333333331,28.666666666666668,39.66666666666666,40.4,575.0,569.3333333333334,49.96666666666667,-2.433333333333333,440.3333333333333,427.3333333333333,50.6,-1.2,5.4,93.46666666666664,98.93333333333334,43.46666666666667,56.53333333333333,13.333333333333334,12.0,144.0,55.96666666666666,0.0,0.0,0.0,0.0,2,687500.0
Vladislav Namestnikov,2018,25.0,1,1,1,0,78.33333333333333,15.333333333333334,21.666666666666668,37.0,0.4723404255319149,6.333333333333333,15.327777777777778,12.894444444444444,40.333333333333336,3.8,11.0,4.333333333333333,0.0,1.3333333333333333,125.0,12.066666666666668,36.0,66.66666666666667,223.0,274.6666666666667,44.7,996.0,890.6666666666666,53.0,3.0,737.6666666666666,681.0,52.16666666666666,2.7,8.866666666666667,92.16666666666669,101.06666666666666,56.7,43.3,18.666666666666668,22.666666666666668,207.0,60.36666666666667,0.0,0.0,0.0,0.0,2,4000000.0
Tyler Bozak,2018,32.0,1,0,1,0,72.0,13.666666666666666,30.666666666666668,44.333333333333336,0.6157407407407408,-1.3333333333333333,16.47222222222222,13.888888888888888,25.33333333333333,4.2,9.333333333333334,4.333333333333333,0.0,1.3333333333333333,132.66666666666666,10.533333333333331,26.0,44.66666666666666,666.0,531.6666666666666,55.56666666666666,1075.3333333333333,972.3333333333334,52.5,3.233333333333333,794.3333333333334,765.0,50.93333333333334,2.533333333333333,8.566666666666666,91.73333333333332,100.3,55.63333333333333,44.36666666666667,40.66666666666666,36.0,224.33333333333331,58.7,6.333333333333333,3.6666666666666665,2.6666666666666665,60.29999999999999,3,5000000.0
Adam Cracknell,2018,32.0,0,0,1,0,42.0,5.0,3.6666666666666665,8.666666666666666,0.2063492063492063,2.333333333333333,10.138888888888888,9.366666666666664,10.666666666666666,0.8333333333333334,4.666666666666667,0.0,0.3333333333333333,1.0,53.66666666666666,6.3,21.0,75.66666666666667,98.0,134.0,45.1,396.0,408.6666666666667,48.2,-2.1,288.6666666666667,291.3333333333333,47.36666666666667,-3.066666666666667,4.4,94.46666666666664,98.83333333333331,44.1,55.9,15.0,10.666666666666666,99.33333333333331,60.96666666666667,0.0,0.0,0.0,0.0,1,650000.0
Daniel Carr,2018,26.0,0,1,0,0,31.33333333333333,4.666666666666667,6.666666666666667,11.333333333333334,0.3617021276595745,2.0,11.483333333333334,10.677777777777775,7.333333333333333,1.2333333333333334,3.6666666666666665,1.0,0.0,0.6666666666666666,45.0,10.466666666666669,11.0,24.666666666666668,1.6666666666666667,5.0,28.100000000000005,309.6666666666667,291.0,52.16666666666666,-1.0333333333333334,231.66666666666663,209.33333333333331,53.16666666666666,0.9666666666666668,8.033333333333333,92.13333333333333,100.16666666666669,48.46666666666667,51.53333333333333,8.666666666666666,7.333333333333333,84.33333333333333,53.86666666666667,0.0,0.0,0.0,0.0,1,750000.0
Nick Holden,2018,31.0,0,0,0,1,78.33333333333333,7.0,17.333333333333332,24.33333333333333,0.3106382978723404,2.333333333333333,20.5,17.83888888888889,24.33333333333333,4.9,6.0,1.0,0.0,0.6666666666666666,87.33333333333333,8.066666666666666,96.33333333333331,172.33333333333334,0.0,0.3333333333333333,0.0,1211.0,1397.0,46.56666666666666,-0.5666666666666668,913.3333333333334,1044.6666666666667,46.76666666666667,-1.6666666666666667,9.966666666666669,91.46666666666664,101.4,43.03333333333333,56.96666666666667,23.33333333333333,42.0,205.33333333333331,42.73333333333333,0.0,0.0,0.0,0.0,2,2200000.0
Curtis McKenzie,2018,27.0,0,1,0,0,21.0,2.0,4.0,6.0,0.2857142857142857,2.333333333333333,9.25,8.661111111111111,27.666666666666668,0.5666666666666667,2.0,0.0,0.0,1.0,26.666666666666668,3.033333333333333,11.0,38.333333333333336,1.0,1.3333333333333333,16.666666666666668,195.66666666666663,196.33333333333331,49.4,-0.9333333333333332,142.0,140.33333333333334,50.06666666666666,0.6,6.333333333333333,94.5,100.8,47.9,52.1,5.333333333333333,4.0,47.66666666666666,55.63333333333333,0.0,0.0,0.0,0.0,2,750000.0
Nic Dowd,2018,28.0,1,0,0,0,43.66666666666666,3.0,5.666666666666667,8.666666666666666,0.1984732824427481,-8.0,11.188888888888888,9.96111111111111,18.33333333333333,0.2333333333333333,2.333333333333333,0.6666666666666666,0.0,1.0,44.0,4.533333333333334,21.666666666666668,77.33333333333333,186.0,193.0,50.56666666666666,425.0,366.3333333333333,57.9,3.5666666666666664,310.6666666666667,264.0,54.76666666666667,0.4333333333333333,5.966666666666666,91.8,97.8,55.06666666666666,44.93333333333334,12.666666666666666,13.333333333333334,80.33333333333333,49.66666666666666,0.0,0.0,0.0,0.0,1,650000.0
Niklas Hjalmarsson,2018,32.0,0,0,0,1,67.33333333333333,2.6666666666666665,14.333333333333334,17.0,0.2524752475247525,7.333333333333333,21.52777777777777,18.58333333333333,23.33333333333333,4.033333333333333,2.6666666666666665,0.0,0.0,0.0,56.66666666666666,4.633333333333333,150.0,23.666666666666668,0.0,0.0,0.0,1110.0,1124.0,49.3,-1.633333333333333,809.3333333333334,812.6666666666666,49.53333333333333,-0.1,8.466666666666667,92.4,100.86666666666667,43.96666666666667,56.03333333333333,23.33333333333333,57.333333333333336,134.33333333333334,41.7,0.6666666666666666,0.0,0.6666666666666666,0.0,2,5000000.0
James van Riemsdyk,2018,29.0,0,1,0,0,67.66666666666667,26.33333333333333,22.0,48.333333333333336,0.7142857142857143,0.6666666666666666,16.183333333333334,13.6,24.33333333333333,6.233333333333333,19.0,7.333333333333333,0.0,3.333333333333333,205.0,12.533333333333331,19.666666666666668,51.333333333333336,0.6666666666666666,2.0,23.33333333333333,995.6666666666666,841.3333333333334,54.36666666666667,5.900000000000001,729.3333333333334,661.6666666666666,52.73333333333333,4.766666666666667,9.033333333333331,91.26666666666668,100.3,61.36666666666667,38.63333333333333,32.0,24.666666666666668,350.0,58.333333333333336,3.333333333333333,0.6666666666666666,2.6666666666666665,16.666666666666668,5,7000000.0
Ryan McDonagh,2018,30.0,0,0,0,1,71.0,6.333333333333333,28.666666666666668,35.0,0.4929577464788732,18.0,23.344444444444445,18.372222222222224,26.33333333333333,6.966666666666666,4.666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,121.66666666666669,5.3,153.66666666666666,83.0,0.3333333333333333,0.0,33.333333333333336,1174.0,1307.3333333333333,47.366666666666674,-0.4333333333333333,892.3333333333334,928.6666666666666,49.03333333333333,0.9666666666666668,10.733333333333334,92.1,102.8,44.1,55.9,40.0,62.333333333333336,261.3333333333333,46.8,0.0,0.0,0.0,0.0,7,6750000.0
Logan Couture,2018,30.0,1,1,0,0,67.66666666666667,24.666666666666668,25.0,49.66666666666666,0.7339901477832511,3.6666666666666665,17.844444444444445,13.52222222222222,16.666666666666668,6.166666666666667,15.333333333333334,8.666666666666666,0.6666666666666666,3.6666666666666665,171.66666666666666,14.0,58.333333333333336,39.66666666666666,239.0,311.3333333333333,44.13333333333333,931.6666666666666,903.6666666666666,50.96666666666667,-0.8000000000000002,675.3333333333334,613.3333333333334,52.56666666666666,-0.1666666666666666,9.933333333333334,90.53333333333336,100.5,51.5,48.5,44.0,54.66666666666666,321.0,53.333333333333336,5.0,2.6666666666666665,2.333333333333333,55.56666666666666,8,8000000.0
Oliver Ekman-Larsson,2018,27.0,0,0,0,1,78.66666666666667,15.666666666666666,29.666666666666668,45.333333333333336,0.576271186440678,-19.666666666666668,24.355555555555554,18.98333333333333,62.66666666666666,7.066666666666666,7.0,8.666666666666666,0.0,4.0,191.66666666666663,8.133333333333333,77.0,142.0,0.0,0.3333333333333333,0.0,1401.0,1444.6666666666667,49.26666666666667,3.766666666666667,1032.3333333333333,1120.3333333333333,48.0,3.4,8.633333333333333,89.73333333333333,98.36666666666667,46.46666666666667,53.53333333333333,29.0,46.333333333333336,397.6666666666667,47.8,1.3333333333333333,0.0,1.3333333333333333,0.0,8,8250000.0
Scott Wilson,2018,26.0,0,1,0,0,57.0,6.333333333333333,9.0,15.333333333333334,0.2690058479532163,-6.666666666666667,11.277777777777777,10.45,17.333333333333332,0.9666666666666668,6.333333333333333,0.0,0.0,0.6666666666666666,88.0,8.4,23.33333333333333,111.0,4.333333333333333,3.0,50.86666666666667,553.3333333333334,582.3333333333334,50.16666666666666,-0.3999999999999999,424.6666666666667,427.6666666666667,51.333333333333336,0.7333333333333334,7.033333333333334,91.56666666666666,98.6,47.66666666666666,52.333333333333336,13.0,10.0,143.66666666666666,62.46666666666666,0.0,0.0,0.0,0.0,2,1050000.0
Austin Czarnik,2018,25.0,0,1,1,0,29.5,2.5,6.0,8.5,0.288135593220339,-5.5,11.966666666666669,10.008333333333333,6.0,0.4499999999999999,2.5,0.0,0.0,0.5,36.5,3.8,12.5,11.5,35.5,45.0,46.45,286.5,232.5,56.2,0.5999999999999999,217.0,167.5,57.95,4.0,5.35,89.55000000000001,94.85,61.400000000000006,38.6,10.5,6.5,65.5,56.9,0.0,0.0,0.0,0.0,2,1250000.0
Ian Cole,2018,29.0,0,0,0,1,72.66666666666667,3.333333333333333,16.0,19.33333333333333,0.2660550458715596,12.333333333333334,18.27777777777778,15.744444444444444,69.0,4.0,3.333333333333333,0.0,0.0,0.3333333333333333,81.66666666666667,3.8666666666666663,144.0,127.0,0.0,0.0,0.0,1080.6666666666667,1078.0,50.16666666666666,-1.7333333333333334,817.6666666666666,772.3333333333334,51.46666666666667,-0.8999999999999999,8.966666666666667,91.96666666666664,100.93333333333334,49.16666666666666,50.833333333333336,20.33333333333333,36.333333333333336,182.66666666666663,45.36666666666667,0.0,0.0,0.0,0.0,3,4250000.0
Blake Comeau,2018,32.0,0,1,1,0,79.0,11.0,19.0,30.0,0.379746835443038,-7.666666666666667,16.16111111111111,13.161111111111111,55.333333333333336,2.1333333333333333,7.666666666666667,1.3333333333333333,2.0,2.333333333333333,122.66666666666669,8.966666666666667,31.666666666666668,149.0,164.66666666666666,196.33333333333331,44.5,916.0,999.0,48.0,1.4333333333333336,665.0,730.6666666666666,47.7,1.1,7.666666666666667,91.06666666666666,98.7,38.5,61.5,37.66666666666666,24.0,222.33333333333331,55.03333333333333,0.3333333333333333,0.3333333333333333,0.0,33.333333333333336,3,2400000.0
