Player,Season,AGE,Pos_C,Pos_LW,Pos_RW,Pos_D,GP,G,A,PTS,PPG,PlusMinus,ATOI,TOI(EV),PIM,PS,EV_A,PP_A,SH_A,GW,S,S_Pct,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct,LENGTH,AAV
Francois Beauchemin,2012,31.0,0,0,0,1,81.66666666666667,6.0,15.666666666666666,21.666666666666668,0.2653061224489796,-11.666666666666666,24.694444444444443,19.07777777777778,37.66666666666666,4.0,3.333333333333333,2.6666666666666665,0.0,0.6666666666666666,138.33333333333334,4.466666666666667,176.66666666666666,120.33333333333331,1.3333333333333333,1.0,41.66666666666666,1481.6666666666667,1445.3333333333333,50.46666666666667,-0.6,1095.0,1064.0,50.56666666666666,-0.3666666666666667,7.599999999999999,90.6,98.23333333333332,50.53333333333333,49.46666666666667,35.666666666666664,69.33333333333333,302.6666666666667,45.63333333333333,0.0,0.0,0.0,0.0,3,3500000.0
Brett Lebda,2012,30.0,0,1,0,0,44.66666666666666,1.0,4.333333333333333,5.333333333333333,0.1194029850746268,-5.666666666666667,14.933333333333332,13.55,17.333333333333332,0.9666666666666668,1.0,0.0,0.0,0.0,43.66666666666666,2.433333333333333,30.33333333333333,31.0,0.0,0.6666666666666666,0.0,552.6666666666666,555.3333333333334,49.23333333333333,-0.6,413.0,428.0,48.13333333333333,-1.3333333333333333,8.266666666666667,90.53333333333336,98.8,52.23333333333333,47.76666666666667,5.0,14.333333333333334,104.33333333333331,42.43333333333333,0.0,0.0,0.0,0.0,1,700000.0
Tom Pyatt,2012,24.0,1,0,0,0,58.333333333333336,5.333333333333333,5.0,10.333333333333334,0.1771428571428571,-8.333333333333334,12.166666666666666,10.155555555555557,9.0,0.0666666666666666,5.0,0.3333333333333333,0.0,0.3333333333333333,69.33333333333333,6.633333333333333,36.333333333333336,35.333333333333336,68.0,79.0,45.86666666666667,469.0,573.6666666666666,45.43333333333334,-5.1000000000000005,352.3333333333333,399.6666666666667,47.16666666666666,-4.333333333333333,6.1000000000000005,92.03333333333336,98.13333333333333,45.3,54.7,15.0,9.0,110.66666666666669,63.03333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,2,600000.0
Corey Potter,2012,28.0,0,0,0,1,22.0,1.3333333333333333,5.666666666666667,7.0,0.3181818181818182,-5.333333333333333,16.26111111111111,14.927777777777775,8.666666666666666,0.9,1.0,0.3333333333333333,0.0,0.0,33.666666666666664,1.3666666666666665,27.0,31.0,0.0,0.0,0.0,315.6666666666667,331.0,51.56666666666666,4.866666666666666,230.66666666666663,251.0,49.5,2.766666666666666,2.466666666666667,96.73333333333332,99.2,58.8,41.2,10.666666666666666,14.0,73.66666666666667,65.13333333333334,0.0,0.0,0.0,0.0,2,775000.0
Ryan Reaves,2012,24.0,0,0,1,0,44.0,2.5,1.5,4.0,0.0909090909090909,-0.5,6.666666666666666,6.575,101.0,0.25,2.5,0.0,0.0,1.0,24.0,10.95,8.0,128.5,0.5,1.5,25.0,225.0,222.5,48.5,-6.85,168.0,164.0,49.4,-7.1000000000000005,6.050000000000001,93.55,99.55,60.65,39.35,6.5,3.0,39.0,63.9,0.0,0.0,0.0,0.0,2,600000.0
Mike Weaver,2011,33.0,0,0,0,1,72.33333333333333,1.0,9.0,10.0,0.1382488479262673,2.6666666666666665,18.344444444444445,14.838888888888889,25.0,3.1333333333333333,1.0,0.0,0.0,0.3333333333333333,40.66666666666666,2.2666666666666666,113.33333333333331,63.0,0.3333333333333333,0.3333333333333333,16.666666666666668,941.3333333333334,968.3333333333334,49.13333333333333,-2.533333333333333,728.0,721.6666666666666,50.3,-1.1,6.533333333333334,93.0,99.53333333333336,42.23333333333333,57.76666666666667,32.0,24.0,100.33333333333331,42.46666666666667,0.0,0.0,0.0,0.0,2,1100000.0
Victor Hedman,2011,20.0,0,0,0,1,76.5,3.5,19.5,23.0,0.3006535947712418,0.0,20.933333333333334,16.924999999999997,74.5,4.45,3.5,0.0,0.0,0.0,95.5,3.7,90.0,55.5,0.0,0.0,0.0,1237.5,1175.0,51.2,2.6,929.5,867.0,51.6,2.2,9.3,90.1,99.4,49.2,50.8,31.0,55.0,229.5,41.650000000000006,3.0,1.0,2.0,16.65,5,4000000.0
David Krejci,2011,25.0,1,0,0,0,78.66666666666667,17.333333333333332,45.0,62.333333333333336,0.7923728813559322,22.666666666666668,17.98888888888889,13.838888888888889,26.666666666666668,6.966666666666666,12.666666666666666,4.0,0.6666666666666666,3.6666666666666665,153.0,11.433333333333332,41.0,70.33333333333333,544.3333333333334,548.0,49.833333333333336,1075.6666666666667,971.6666666666666,52.53333333333333,-0.3,794.6666666666666,730.3333333333334,52.1,-0.6,9.966666666666669,93.63333333333333,103.56666666666666,50.8,49.2,33.666666666666664,26.33333333333333,242.33333333333331,62.46666666666666,5.0,1.6666666666666667,3.333333333333333,24.433333333333334,3,5250000.0
Dana Tyrell,2011,22.0,1,0,0,0,78.0,6.0,9.0,15.0,0.1923076923076923,-5.0,12.05,10.266666666666667,12.0,0.5,6.0,0.0,0.0,1.0,73.0,8.2,33.0,47.0,5.0,6.0,45.5,629.0,674.0,48.3,-5.9,502.0,469.0,51.7,-2.9,5.6,91.8,97.4,45.3,54.7,21.0,14.0,118.0,61.9,0.0,0.0,0.0,0.0,2,600000.0
Kyle Turris,2011,21.0,1,0,0,0,64.0,9.5,13.0,22.5,0.3515625,-7.5,12.091666666666669,9.858333333333334,18.5,1.75,8.0,1.5,0.0,2.0,103.5,9.15,14.0,31.5,253.0,291.5,46.5,587.0,619.0,48.5,0.1,431.0,479.5,47.150000000000006,-1.2000000000000002,7.800000000000001,90.7,98.55,63.650000000000006,36.35,15.5,18.0,163.5,62.75,4.0,1.0,3.0,25.0,2,1400000.0
Braydon Coburn,2011,26.0,0,0,0,1,81.0,4.666666666666667,16.333333333333332,21.0,0.2592592592592592,5.333333333333333,22.272222222222226,17.599999999999998,68.0,4.466666666666666,3.333333333333333,1.3333333333333333,0.0,0.0,122.0,3.766666666666667,123.66666666666669,147.0,0.0,0.0,0.0,1398.0,1322.3333333333333,51.46666666666667,1.4333333333333331,1063.0,984.0,51.96666666666667,1.1333333333333333,8.166666666666666,91.4,99.53333333333336,48.2,51.8,31.0,51.66666666666666,269.3333333333333,45.43333333333334,0.0,0.0,0.0,0.0,4,4500000.0
Anton Stralman,2011,25.0,0,0,0,1,54.0,2.6666666666666665,19.0,21.666666666666668,0.4012345679012346,-10.0,18.594444444444445,14.722222222222223,26.33333333333333,2.6666666666666665,1.0,1.6666666666666667,0.0,0.6666666666666666,81.33333333333333,2.8666666666666667,45.66666666666666,45.333333333333336,0.3333333333333333,0.0,33.333333333333336,734.0,674.6666666666666,52.26666666666667,2.1333333333333333,558.0,527.6666666666666,51.66666666666666,1.5,7.3,90.26666666666668,97.63333333333333,56.03333333333333,43.96666666666667,13.666666666666666,16.0,168.33333333333334,46.833333333333336,0.6666666666666666,0.0,0.6666666666666666,0.0,1,900000.0
Niklas Kronwall,2011,31.0,0,0,0,1,68.33333333333333,8.0,28.666666666666668,36.66666666666666,0.5365853658536586,4.0,22.561111111111117,17.322222222222223,39.333333333333336,6.2,4.0,4.0,0.0,1.3333333333333333,106.66666666666669,7.900000000000001,99.0,97.66666666666669,0.3333333333333333,0.0,33.333333333333336,1197.6666666666667,942.0,55.8,0.6666666666666666,933.0,740.3333333333334,55.43333333333334,1.2333333333333334,7.533333333333334,91.3,98.86666666666667,52.86666666666667,47.13333333333333,21.666666666666668,42.0,217.33333333333331,48.26666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,16.666666666666668,7,4750000.0
Chris Kunitz,2011,32.0,0,1,1,0,66.0,19.666666666666668,24.666666666666668,44.333333333333336,0.6717171717171717,11.0,17.05,13.53888888888889,52.333333333333336,5.3,14.0,5.0,0.6666666666666666,1.6666666666666667,147.33333333333334,13.366666666666667,18.0,156.0,7.666666666666667,9.0,46.03333333333333,950.0,754.6666666666666,55.833333333333336,3.5666666666666664,728.0,580.0,55.86666666666667,2.6666666666666665,8.633333333333333,92.4,101.03333333333336,53.73333333333333,46.26666666666667,17.333333333333332,28.0,260.6666666666667,56.4,3.0,1.0,2.0,30.0,2,3725000.0
Martin Hanzal,2011,25.0,1,0,0,0,72.0,12.666666666666666,17.333333333333332,30.0,0.4166666666666667,0.0,18.11111111111111,13.666666666666666,66.0,2.3000000000000003,9.0,3.0,0.6666666666666666,2.333333333333333,131.0,9.833333333333334,40.333333333333336,149.33333333333334,528.6666666666666,532.3333333333334,49.8,887.6666666666666,862.0,50.53333333333333,1.0333333333333334,674.0,665.3333333333334,50.13333333333333,1.1666666666666667,7.466666666666666,92.56666666666666,100.06666666666668,43.3,56.7,27.666666666666668,19.666666666666668,233.66666666666663,55.93333333333334,0.0,0.0,0.0,0.0,5,3100000.0
Paul Bissonnette,2011,26.0,0,1,0,0,34.666666666666664,1.3333333333333333,1.0,2.333333333333333,0.0673076923076923,1.0,4.877777777777777,4.75,70.0,0.1333333333333333,1.3333333333333333,0.0,0.0,0.3333333333333333,15.666666666666666,5.866666666666667,2.6666666666666665,70.0,0.6666666666666666,0.3333333333333333,22.23333333333333,136.66666666666666,140.0,45.53333333333333,-4.666666666666667,103.66666666666669,109.66666666666669,46.43333333333334,-3.3000000000000003,7.033333333333334,92.8,99.76666666666668,55.26666666666667,44.73333333333333,2.0,3.333333333333333,29.33333333333333,61.0,0.0,0.0,0.0,0.0,2,737500.0
Brad Winchester,2011,30.0,0,1,0,0,68.0,8.666666666666666,6.333333333333333,15.0,0.2205882352941176,-5.333333333333333,10.57222222222222,9.427777777777775,103.66666666666669,1.1333333333333333,5.666666666666667,3.0,0.0,1.3333333333333333,80.33333333333333,10.433333333333334,16.666666666666668,147.0,4.666666666666667,8.666666666666666,31.666666666666668,498.3333333333333,572.6666666666666,46.833333333333336,-5.433333333333334,385.3333333333333,432.3333333333333,47.333333333333336,-5.533333333333334,7.0,92.23333333333336,99.2,51.86666666666667,48.13333333333333,13.333333333333334,10.666666666666666,137.66666666666666,59.0,0.3333333333333333,0.3333333333333333,0.0,33.333333333333336,1,725000.0
Drew Doughty,2011,21.0,0,0,0,1,79.66666666666667,11.0,31.0,42.0,0.5271966527196652,5.333333333333333,24.822222222222223,18.25,59.333333333333336,8.933333333333334,5.333333333333333,5.666666666666667,0.0,3.0,135.66666666666666,8.0,96.66666666666669,127.33333333333331,0.0,0.0,0.0,1345.3333333333333,1226.3333333333333,52.26666666666667,0.5,1015.3333333333334,944.3333333333334,51.76666666666667,-0.3666666666666666,8.799999999999999,91.53333333333336,100.36666666666667,54.03333333333333,45.96666666666667,25.666666666666668,73.66666666666667,316.3333333333333,42.73333333333333,2.0,0.6666666666666666,1.3333333333333333,27.766666666666666,8,7000000.0
Trent Hunter,2011,30.0,0,0,1,0,44.333333333333336,8.666666666666666,12.333333333333334,21.0,0.4736842105263157,-2.6666666666666665,14.744444444444444,11.533333333333331,27.33333333333333,1.8333333333333333,6.0,2.6666666666666665,0.0,1.0,114.33333333333331,6.433333333333334,16.0,99.0,2.333333333333333,8.0,15.733333333333334,557.3333333333334,524.0,51.06666666666666,2.533333333333333,399.6666666666667,391.3333333333333,49.9,1.1333333333333335,6.533333333333334,92.56666666666666,99.03333333333336,49.76666666666667,50.23333333333333,26.666666666666668,20.0,210.33333333333331,51.9,1.6666666666666667,0.3333333333333333,1.3333333333333333,16.666666666666668,1,600000.0
Jason Chimera,2011,32.0,0,1,1,0,69.33333333333333,11.0,16.333333333333332,27.33333333333333,0.3942307692307692,-1.0,14.4,12.02222222222222,67.66666666666667,2.3000000000000003,9.666666666666666,1.3333333333333333,0.0,1.0,145.66666666666666,7.533333333333334,14.333333333333334,78.66666666666667,20.0,20.33333333333333,49.73333333333333,731.3333333333334,744.0,49.833333333333336,-2.733333333333333,548.3333333333334,560.0,49.76666666666667,-2.6,9.533333333333331,91.5,101.06666666666666,49.73333333333333,50.26666666666667,19.0,23.0,225.66666666666663,63.76666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,2,1750000.0
Chris Campoli,2011,27.0,0,0,0,1,73.33333333333333,6.333333333333333,16.666666666666668,23.0,0.3136363636363636,-6.333333333333333,18.83888888888889,15.694444444444445,35.666666666666664,4.333333333333333,4.666666666666667,1.3333333333333333,0.3333333333333333,2.0,82.0,7.5,85.0,92.66666666666669,0.0,0.3333333333333333,0.0,1023.6666666666666,1013.3333333333334,50.46666666666667,-0.7000000000000001,762.0,752.0,50.6,-1.0333333333333332,7.533333333333334,90.66666666666669,98.23333333333332,53.6,46.4,26.33333333333333,29.0,171.66666666666666,47.6,0.0,0.0,0.0,0.0,1,1750000.0
Mike Modano,2011,41.0,1,0,0,0,59.66666666666666,11.0,19.33333333333333,30.33333333333333,0.5083798882681564,-7.666666666666667,15.016666666666666,11.1,25.33333333333333,2.333333333333333,8.333333333333334,2.6666666666666665,0.0,2.0,130.33333333333334,8.299999999999999,15.0,21.33333333333333,392.3333333333333,373.3333333333333,50.46666666666667,631.0,610.3333333333334,51.06666666666666,-1.9333333333333331,489.3333333333333,469.6666666666667,51.20000000000001,-1.7333333333333334,7.2,91.43333333333334,98.63333333333333,52.0,48.0,36.333333333333336,45.0,230.66666666666663,57.06666666666666,0.0,0.0,0.0,0.0,1,999999.0
R.J. Umberger,2011,30.0,1,0,0,0,82.0,24.666666666666668,28.0,52.66666666666666,0.6422764227642276,-7.666666666666667,19.05,13.744444444444444,43.66666666666666,5.166666666666667,15.0,8.333333333333334,1.3333333333333333,3.0,225.0,10.966666666666669,60.66666666666666,104.33333333333331,295.6666666666667,292.6666666666667,50.43333333333334,985.6666666666666,1020.0,49.13333333333333,-2.6333333333333333,746.6666666666666,762.3333333333334,49.53333333333333,-2.2,9.0,90.36666666666667,99.36666666666667,50.03333333333333,49.96666666666667,41.0,19.666666666666668,347.6666666666667,64.63333333333334,1.3333333333333333,0.0,1.3333333333333333,0.0,5,4600000.0
Kevin Westgarth,2011,27.0,0,0,1,0,32.5,0.0,1.5,1.5,0.0461538461538461,-2.5,5.233333333333333,5.225,57.0,-0.2,0.0,0.0,0.0,0.0,10.5,0.0,3.0,33.0,1.0,1.5,25.0,120.0,136.5,41.1,-9.55,93.5,102.0,41.05,-9.2,8.0,94.25,102.25,59.900000000000006,40.1,2.5,6.5,18.5,46.05,0.0,0.0,0.0,0.0,2,725000.0
Josh Bailey,2011,21.0,0,1,1,0,70.33333333333333,11.333333333333334,18.0,29.33333333333333,0.4170616113744076,-7.333333333333333,16.155555555555555,12.466666666666669,23.666666666666668,2.1,7.333333333333333,3.6666666666666665,0.3333333333333333,1.3333333333333333,96.0,11.533333333333331,40.0,53.66666666666666,258.6666666666667,357.3333333333333,41.86666666666667,782.3333333333334,909.0,46.23333333333333,-3.233333333333333,559.6666666666666,655.3333333333334,46.03333333333333,-3.8333333333333335,8.5,91.1,99.63333333333333,48.833333333333336,51.16666666666666,50.66666666666666,40.0,165.33333333333334,58.23333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,11.1,2,1050000.0
Tyler Myers,2011,22.0,0,0,0,1,81.0,10.5,32.0,42.5,0.5246913580246914,6.5,23.09166666666667,17.15833333333333,36.0,8.15,7.5,3.0,0.0,3.0,113.0,9.4,115.5,98.0,0.0,0.0,0.0,1312.5,1245.5,51.35,1.1,1009.0,967.0,51.1,0.4499999999999999,9.35,90.95,100.35,51.8,48.2,35.0,80.0,262.5,42.6,2.0,0.5,1.5,16.65,7,5500000.0
Luke Schenn,2011,21.0,0,0,0,1,77.0,4.0,13.666666666666666,17.666666666666668,0.2294372294372294,-5.666666666666667,20.26111111111111,17.005555555555556,51.66666666666666,3.0666666666666664,3.6666666666666665,0.3333333333333333,0.0,0.3333333333333333,110.33333333333331,3.633333333333333,133.0,209.33333333333331,0.0,0.0,0.0,1291.0,1345.6666666666667,49.1,-3.4333333333333336,944.0,983.0,49.13333333333333,-3.3666666666666667,8.533333333333333,90.83333333333331,99.36666666666667,49.9,50.1,30.33333333333333,69.66666666666667,260.6666666666667,42.23333333333333,0.0,0.0,0.0,0.0,5,3600000.0
Teemu Selanne,2011,40.0,0,0,1,0,64.0,28.33333333333333,32.333333333333336,60.66666666666666,0.9479166666666666,2.0,17.244444444444444,13.555555555555555,33.666666666666664,7.633333333333333,13.0,15.333333333333334,0.0,5.0,190.66666666666663,14.9,12.666666666666666,15.666666666666666,89.66666666666667,101.33333333333331,46.96666666666667,764.0,797.6666666666666,49.23333333333333,0.1,592.0,632.3333333333334,48.56666666666666,-0.6999999999999998,9.2,92.23333333333332,101.43333333333334,53.03333333333333,46.96666666666667,25.666666666666668,43.66666666666666,300.0,63.333333333333336,0.0,0.0,0.0,0.0,1,4000000.0
Brad Marchand,2011,23.0,0,1,0,0,48.5,10.5,10.5,21.0,0.4329896907216495,11.0,12.975,11.283333333333331,35.5,2.7,7.0,1.0,2.5,1.0,90.5,7.05,17.0,54.5,5.5,12.5,29.65,570.0,541.5,51.75,-4.0,433.5,411.0,51.85,-2.8000000000000003,5.85,94.2,100.0,50.25,49.75,22.0,22.5,137.5,65.4,0.0,0.0,0.0,0.0,2,2500000.0
Zach Bogosian,2011,21.0,0,0,0,1,66.33333333333333,8.0,11.666666666666666,19.666666666666668,0.2964824120603015,-11.333333333333334,20.63888888888889,17.072222222222223,45.66666666666666,2.966666666666667,5.666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,133.33333333333334,6.566666666666666,87.66666666666667,124.66666666666669,0.0,0.0,0.0,1029.3333333333333,1123.3333333333333,47.9,-2.8666666666666667,780.0,852.6666666666666,47.833333333333336,-4.066666666666666,8.366666666666667,91.06666666666666,99.46666666666664,45.53333333333333,54.46666666666667,34.666666666666664,42.0,274.3333333333333,48.43333333333334,0.0,0.0,0.0,0.0,2,2500000.0
Kyle Wellwood,2011,28.0,1,0,0,0,61.333333333333336,12.333333333333334,9.333333333333334,21.666666666666668,0.3532608695652174,6.0,13.783333333333331,11.838888888888889,5.333333333333333,2.2666666666666666,8.0,4.333333333333333,0.0,1.6666666666666667,80.66666666666667,14.466666666666669,14.666666666666666,17.333333333333332,268.3333333333333,222.0,53.333333333333336,631.3333333333334,594.0,52.53333333333333,1.2000000000000002,475.3333333333333,445.6666666666667,52.833333333333336,1.2666666666666666,7.1000000000000005,95.4,102.5,50.6,49.4,26.33333333333333,27.0,129.66666666666666,61.26666666666667,5.666666666666667,2.0,3.6666666666666665,27.766666666666666,1,700000.0
Fedor Tyutin,2011,28.0,0,0,0,1,80.66666666666667,7.333333333333333,23.666666666666668,31.0,0.384297520661157,-6.0,23.244444444444444,17.005555555555556,54.0,5.333333333333333,4.0,3.0,0.3333333333333333,0.6666666666666666,148.0,4.966666666666667,105.0,102.33333333333331,1.0,1.0,61.1,1177.0,1102.3333333333333,51.6,1.1333333333333333,891.0,841.3333333333334,51.4,0.8666666666666666,8.433333333333334,90.4,98.93333333333334,49.06666666666666,50.93333333333334,21.0,25.666666666666668,299.6666666666667,49.366666666666674,3.333333333333333,1.3333333333333333,2.0,55.53333333333333,6,4500000.0
James van Riemsdyk,2011,23.0,0,1,0,0,76.5,18.0,19.5,37.5,0.4901960784313725,7.0,13.75,12.275,32.5,4.5,14.5,3.5,0.0,5.0,173.0,10.4,23.0,72.0,0.0,2.5,0.0,965.5,911.5,51.55,-0.6000000000000001,729.0,670.5,52.150000000000006,-0.35,8.7,92.25,100.95,55.6,44.4,28.0,15.0,292.5,59.2,0.0,0.0,0.0,0.0,6,4250000.0
Logan Couture,2011,22.0,1,1,0,0,52.0,18.5,14.0,32.5,0.625,11.0,14.041666666666668,12.225,23.5,4.5,13.0,5.5,0.0,4.5,147.5,12.25,38.5,37.0,274.5,241.0,52.9,745.0,598.5,54.05,2.2,562.5,435.5,55.05,4.4,7.6,94.55,102.1,53.2,46.8,32.0,16.0,250.0,59.8,4.5,1.5,3.0,62.5,2,2875000.0
Mikkel Boedker,2011,21.0,0,1,1,0,42.0,5.333333333333333,9.666666666666666,15.0,0.3571428571428571,2.333333333333333,11.716666666666669,10.122222222222222,8.666666666666666,1.2666666666666666,4.666666666666667,0.6666666666666666,0.0,1.0,54.0,11.366666666666667,5.333333333333333,45.0,1.3333333333333333,3.0,24.166666666666668,399.3333333333333,429.0,51.833333333333336,3.1,293.6666666666667,329.3333333333333,50.9,2.0333333333333337,9.133333333333333,94.83333333333331,103.96666666666664,62.16666666666666,37.833333333333336,17.0,3.6666666666666665,98.33333333333331,48.63333333333333,1.0,0.0,1.0,0.0,2,1100000.0
Scott Hannan,2011,32.0,0,0,0,1,80.0,1.3333333333333333,11.0,12.333333333333334,0.1541666666666666,-5.0,21.361111111111114,17.811111111111114,33.333333333333336,2.8666666666666667,1.3333333333333333,0.0,0.0,0.0,59.66666666666666,2.333333333333333,142.66666666666666,69.0,0.6666666666666666,0.3333333333333333,33.333333333333336,1152.0,1388.6666666666667,45.43333333333334,-3.766666666666667,871.6666666666666,1025.0,46.13333333333333,-4.066666666666667,7.866666666666666,92.03333333333336,99.86666666666667,43.43333333333334,56.56666666666666,25.33333333333333,38.0,125.0,47.833333333333336,0.0,0.0,0.0,0.0,1,1000000.0
Shea Weber,2011,25.0,0,0,0,1,80.33333333333333,18.33333333333333,29.666666666666668,48.0,0.5975103734439834,2.6666666666666665,24.15,18.53333333333333,57.333333333333336,9.6,10.0,7.666666666666667,0.6666666666666666,3.333333333333333,242.33333333333331,7.566666666666666,104.66666666666669,189.33333333333331,0.0,0.0,0.0,1393.0,1268.0,52.36666666666667,3.366666666666667,1064.3333333333333,992.0,51.8,2.766666666666667,8.466666666666667,91.46666666666664,99.93333333333334,46.8,53.2,38.333333333333336,45.333333333333336,488.6666666666667,49.6,0.3333333333333333,0.0,0.3333333333333333,0.0,1,7500000.0
Colin White,2011,33.0,0,0,0,1,73.66666666666667,1.0,11.0,12.0,0.1628959276018099,8.0,19.311111111111117,16.377777777777776,46.66666666666666,3.9,1.0,0.0,0.0,0.0,55.0,1.9333333333333331,111.66666666666669,126.0,0.0,0.3333333333333333,0.0,1004.0,970.0,50.9,-2.433333333333333,774.3333333333334,729.0,51.5,-2.533333333333333,8.4,91.9,100.33333333333331,45.03333333333333,54.96666666666667,17.666666666666668,35.666666666666664,114.66666666666669,48.06666666666666,0.0,0.0,0.0,0.0,1,1000000.0
Blake Comeau,2011,25.0,0,1,1,0,63.66666666666666,16.0,19.33333333333333,35.333333333333336,0.5549738219895288,-12.0,16.794444444444444,13.077777777777778,38.333333333333336,3.2,13.0,2.333333333333333,0.6666666666666666,1.6666666666666667,131.0,11.666666666666666,27.0,106.33333333333331,19.33333333333333,39.66666666666666,36.43333333333334,746.6666666666666,837.0,47.1,-1.5,539.0,599.0,47.3,-1.6000000000000003,8.533333333333333,89.06666666666666,97.7,45.86666666666667,54.13333333333333,42.0,35.0,243.33333333333331,53.6,0.3333333333333333,0.0,0.3333333333333333,0.0,1,2500000.0
Brent Burns,2011,27.0,0,0,0,1,62.0,9.333333333333334,21.666666666666668,31.0,0.5,-10.666666666666666,23.277777777777786,17.727777777777778,58.333333333333336,5.533333333333334,4.666666666666667,4.666666666666667,0.0,1.6666666666666667,140.33333333333334,6.1000000000000005,70.66666666666667,96.0,1.3333333333333333,1.0,36.66666666666666,971.6666666666666,1027.3333333333333,48.7,1.5,726.3333333333334,774.6666666666666,48.46666666666667,1.6666666666666667,8.166666666666666,90.93333333333334,99.1,47.43333333333334,52.56666666666666,30.666666666666668,54.0,301.6666666666667,46.86666666666667,3.0,0.6666666666666666,2.333333333333333,22.2,5,5760000.0
Zach Parise,2011,27.0,0,1,0,0,58.66666666666666,28.666666666666668,32.0,60.66666666666666,1.0340909090909092,17.666666666666668,19.45555555555556,15.394444444444444,20.666666666666668,8.3,20.666666666666668,7.666666666666667,0.3333333333333333,4.666666666666667,253.33333333333331,9.833333333333334,19.0,62.0,25.33333333333333,34.333333333333336,39.63333333333333,942.0,750.6666666666666,54.96666666666667,4.666666666666667,745.0,566.0,55.8,5.233333333333333,8.366666666666667,92.0,100.36666666666667,54.5,45.5,29.666666666666668,17.0,374.3333333333333,69.93333333333334,6.333333333333333,3.0,3.333333333333333,31.83333333333333,1,6000000.0
Jannik Hansen,2011,25.0,0,0,1,0,61.333333333333336,8.0,13.666666666666666,21.666666666666668,0.3532608695652174,4.333333333333333,13.18888888888889,10.927777777777775,29.0,1.8,7.666666666666667,0.0,0.3333333333333333,2.0,81.33333333333333,10.266666666666667,19.0,74.0,5.333333333333333,9.666666666666666,33.9,619.0,605.3333333333334,50.76666666666667,-0.4333333333333333,467.3333333333333,454.6666666666667,50.833333333333336,-0.0333333333333333,9.433333333333332,90.86666666666667,100.33333333333331,42.06666666666667,57.93333333333334,26.666666666666668,10.333333333333334,140.33333333333334,57.56666666666666,0.0,0.0,0.0,0.0,3,1350000.0
Ryan Callahan,2011,26.0,0,0,1,0,72.66666666666667,21.33333333333333,20.33333333333333,41.66666666666666,0.5733944954128439,-4.0,18.788888888888888,13.705555555555556,46.333333333333336,4.5,14.0,7.0,0.3333333333333333,3.0,206.66666666666663,10.466666666666669,63.333333333333336,258.0,8.666666666666666,12.0,43.46666666666667,964.0,941.6666666666666,50.333333333333336,-1.5666666666666669,723.0,692.6666666666666,50.86666666666667,-1.2333333333333334,7.533333333333332,91.36666666666667,98.93333333333334,50.53333333333333,49.46666666666667,49.0,11.666666666666666,351.3333333333333,58.63333333333333,2.6666666666666665,0.3333333333333333,2.333333333333333,11.1,3,4275000.0
Mark Fraser,2011,24.0,0,0,0,1,43.5,1.5,2.5,4.0,0.0919540229885057,2.5,13.183333333333334,12.333333333333334,32.5,1.7,1.5,0.0,0.0,0.0,20.0,6.25,32.5,88.0,0.0,0.0,0.0,429.5,420.5,51.05,0.7999999999999998,339.5,329.0,51.05,0.0999999999999998,7.3,93.5,100.8,59.4,40.6,2.5,13.5,52.5,39.25,0.0,0.0,0.0,0.0,1,550000.0
Steve Eminger,2011,27.0,0,0,0,1,66.33333333333333,3.6666666666666665,12.333333333333334,16.0,0.2412060301507538,-2.333333333333333,18.98333333333333,15.694444444444445,34.0,2.966666666666667,3.0,0.6666666666666666,0.0,1.0,51.0,7.833333333333333,107.0,107.33333333333331,0.0,0.3333333333333333,0.0,858.3333333333334,999.3333333333334,46.13333333333333,-3.5666666666666664,661.3333333333334,759.3333333333334,46.56666666666666,-3.3000000000000003,8.9,91.73333333333332,100.63333333333333,50.0,50.0,13.0,19.666666666666668,115.66666666666669,42.333333333333336,0.0,0.0,0.0,0.0,1,800000.0
Vaclav Prospal,2011,36.0,0,1,0,0,62.0,16.0,26.0,42.0,0.6774193548387096,-2.6666666666666665,17.705555555555556,14.03888888888889,30.666666666666668,4.2,10.666666666666666,5.0,0.3333333333333333,2.0,145.0,11.9,24.0,88.33333333333333,167.66666666666666,155.33333333333334,52.7,842.0,821.6666666666666,49.833333333333336,-0.6999999999999998,625.6666666666666,624.0,49.53333333333333,-2.066666666666667,8.833333333333334,91.86666666666667,100.7,61.16666666666666,38.833333333333336,31.666666666666668,16.333333333333332,232.66666666666663,63.6,2.0,0.3333333333333333,1.6666666666666667,33.333333333333336,1,2500000.0
