,Player,Season,AGE,GP,PTS,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct,GS,W,L,TplusOTL,GA,SA,SV,SV_Pct,GAA,SUT,GPS,MIN,QS,RBS,LENGTH,AAV
259,Joonas Korpisalo,2020,26.0,27.33333333333333,0.3333333333333333,3.6666666666666665,1.3333333333333333,2.333333333333333,46.66666666666666,24.33333333333333,12.333333333333334,9.0,3.0,72.33333333333333,748.3333333333334,676.0,0.9016666666666668,2.956666666666667,0.6666666666666666,3.6,1512.0,12.0,4.0,2,2800000.0
275,Pavel Francouz,2020,30.0,34.0,0.0,3.0,0.0,3.0,100.0,30.0,21.0,7.0,4.0,77.0,996.0,919.0,0.923,2.41,1.0,7.0,1914.0,17.0,5.0,2,2000000.0
302,Darcy Kuemper,2019,30.0,42.0,1.5,10.5,3.5,7.0,81.6,40.0,19.5,13.5,6.5,96.5,1254.5,1158.0,0.9225,2.425,4.5,8.65,2423.5,24.0,4.5,2,4500000.0
326,Jack Campbell,2019,28.0,18.0,0.5,4.5,2.5,2.0,42.5,14.5,6.0,7.0,1.5,36.0,495.0,459.0,0.926,2.39,1.0,3.65,930.0,9.0,1.5,2,1650000.0
346,Anton Forsberg,2019,26.0,35.0,1.0,13.0,6.0,7.0,53.8,30.0,10.0,16.0,4.0,85.0,921.0,836.0,0.908,2.97,0.0,4.7,1715.0,14.0,7.0,1,775000.0
349,Linus Ullmark,2019,25.0,37.0,1.0,10.0,1.0,9.0,90.0,34.0,15.0,14.0,5.0,109.0,1146.0,1037.0,0.905,3.11,2.0,5.8,2102.0,18.0,6.0,1,1325000.0
354,Andrei Vasilevskiy,2019,25.0,56.0,2.333333333333333,15.0,2.333333333333333,12.666666666666666,84.13333333333333,54.66666666666666,35.333333333333336,14.666666666666666,4.666666666666667,139.33333333333334,1756.0,1616.6666666666667,0.9206666666666666,2.543333333333333,5.333333333333333,11.633333333333333,3286.6666666666665,31.666666666666668,6.666666666666667,8,9500000.0
355,David Rittich,2019,26.0,45.0,0.0,10.0,3.0,7.0,70.0,42.0,27.0,9.0,5.0,109.0,1228.0,1119.0,0.911,2.61,1.0,7.0,2503.0,26.0,8.0,2,2750000.0
382,Jordan Binnington,2019,25.0,32.0,0.0,11.0,1.0,10.0,90.9,30.0,24.0,5.0,1.0,59.0,807.0,748.0,0.927,1.89,5.0,6.0,1876.0,20.0,1.0,2,4400000.0
394,Malcolm Subban,2019,25.0,21.5,0.0,8.0,0.0,8.0,100.0,19.5,10.5,7.0,2.0,57.5,613.0,555.5,0.906,2.805,0.5,3.1,1228.5,8.0,2.5,1,850000.0
406,Anthony Stolarz,2019,25.0,12.5,0.0,4.5,2.5,2.0,41.65,8.0,3.0,3.0,2.0,31.5,342.0,310.5,0.9145,2.76,1.0,1.85,622.5,3.5,1.5,2,750000.0
418,Cam Talbot,2019,31.0,58.333333333333336,0.6666666666666666,15.0,5.666666666666667,9.333333333333334,66.93333333333334,57.333333333333336,28.0,23.33333333333333,4.666666666666667,155.66666666666666,1716.6666666666667,1561.0,0.9063333333333334,2.936666666666667,3.0,9.3,3310.0,28.0,10.333333333333334,1,2750000.0
424,Mike Smith,2019,37.0,50.66666666666666,1.6666666666666667,12.666666666666666,5.666666666666667,7.0,53.333333333333336,50.0,22.33333333333333,21.33333333333333,5.666666666666667,135.33333333333334,1524.6666666666667,1389.3333333333333,0.9093333333333334,2.763333333333333,2.6666666666666665,8.566666666666666,2931.0,26.33333333333333,8.333333333333334,1,2000000.0
434,Petr Mrazek,2019,27.0,43.0,0.3333333333333333,17.333333333333332,3.333333333333333,14.0,83.06666666666666,39.0,18.33333333333333,16.0,6.0,115.33333333333331,1215.3333333333333,1100.0,0.9056666666666668,2.8200000000000003,3.0,5.966666666666666,2447.333333333333,17.666666666666668,7.0,2,3125000.0
448,Curtis McElhinney,2019,36.0,19.5,0.5,3.5,0.5,3.0,90.0,15.0,9.5,6.5,1.5,43.0,572.0,529.0,0.9255,2.42,2.0,4.05,1057.0,8.5,0.5,2,1300000.0
452,Robin Lehner,2019,27.0,52.66666666666666,0.6666666666666666,9.666666666666666,5.666666666666667,4.0,38.16666666666666,50.333333333333336,20.666666666666668,21.666666666666668,7.333333333333333,129.33333333333334,1597.6666666666667,1468.3333333333333,0.9193333333333332,2.606666666666667,3.6666666666666665,10.366666666666667,2957.6666666666665,27.33333333333333,6.0,1,5000000.0
463,Keith Kinkaid,2019,29.0,36.0,1.0,10.0,3.0,7.0,73.23333333333333,33.0,16.333333333333332,13.666666666666666,4.0,100.0,1060.0,960.0,0.9066666666666668,2.9233333333333333,1.6666666666666667,5.333333333333333,2025.3333333333333,15.333333333333334,6.333333333333333,1,1750000.0
469,Sergei Bobrovsky,2019,30.0,63.333333333333336,1.0,15.0,4.0,11.0,77.13333333333334,63.0,38.333333333333336,21.0,4.0,146.0,1867.6666666666667,1721.6666666666667,0.9216666666666667,2.353333333333333,7.0,12.733333333333334,3725.3333333333335,36.66666666666666,9.333333333333334,7,10000000.0
472,Semyon Varlamov,2019,31.0,50.0,0.0,7.5,2.0,5.5,75.0,48.0,22.0,17.5,7.5,132.0,1545.5,1413.5,0.9145,2.7750000000000004,2.0,9.2,2850.0,26.5,7.0,4,5000000.0
474,Calvin Pickard,2019,27.0,33.5,1.0,3.0,1.0,2.0,62.5,30.0,9.5,18.5,2.0,94.0,922.5,828.5,0.8895,3.42,1.5,3.9,1783.5,12.5,7.5,2,750000.0
475,Joonas Korpisalo,2019,25.0,22.5,0.0,5.0,1.5,3.5,70.0,19.0,9.0,7.5,2.0,62.5,607.5,545.0,0.897,3.135,0.0,2.45,1205.0,7.5,3.5,1,1150000.0
484,Brian Elliott,2019,34.0,46.0,0.5,10.5,3.5,7.0,63.85,43.5,24.5,14.5,5.0,116.5,1283.0,1166.5,0.9095,2.605,1.5,6.85,2683.0,23.0,5.0,1,2000000.0
489,Ryan Miller,2019,38.0,34.0,0.3333333333333333,12.0,3.6666666666666665,8.333333333333334,70.63333333333334,30.666666666666668,12.666666666666666,14.0,4.666666666666667,84.66666666666667,1018.0,933.3333333333334,0.918,2.6366666666666667,2.6666666666666665,6.333333333333333,1891.3333333333333,16.333333333333332,4.0,1,1125000.0
506,Anders Nilsson,2019,29.0,26.5,0.5,11.0,4.5,6.5,45.85,23.5,8.5,12.0,4.0,75.0,853.5,778.5,0.912,3.055,1.5,4.85,1474.0,9.5,3.5,2,2600000.0
507,Laurent Brossoit,2019,26.0,21.0,0.0,7.0,3.0,4.0,57.1,19.0,13.0,6.0,2.0,49.0,652.0,603.0,0.925,2.52,1.0,4.7,1165.0,12.0,2.0,1,1225000.0
525,Jimmy Howard,2019,35.0,47.0,0.6666666666666666,16.0,3.0,13.0,81.73333333333333,44.333333333333336,18.33333333333333,20.0,5.0,121.66666666666669,1384.6666666666667,1263.0,0.9153333333333332,2.6733333333333333,0.6666666666666666,7.933333333333334,2606.0,24.666666666666668,5.333333333333333,1,4000000.0
538,Pheonix Copley,2019,27.0,27.0,1.0,12.0,5.0,7.0,58.3,24.0,16.0,7.0,3.0,74.0,776.0,702.0,0.905,2.9,1.0,3.9,1529.0,14.0,4.0,3,1100000.0
539,Alex Stalock,2019,31.0,24.5,1.0,8.5,2.0,6.5,75.7,19.5,8.0,9.0,3.5,62.0,656.0,594.0,0.9045,2.92,0.5,3.25,1280.0,11.0,2.0,3,785000.0
541,Mikko Koskinen,2019,30.0,55.0,2.0,18.0,6.0,12.0,66.7,51.0,25.0,21.0,6.0,146.0,1551.0,1405.0,0.906,2.93,4.0,8.0,2992.0,24.0,8.0,3,4500000.0
545,Casey DeSmith,2019,27.0,36.0,0.0,7.0,3.0,4.0,57.1,30.0,15.0,11.0,5.0,89.0,1060.0,971.0,0.916,2.75,3.0,6.6,1944.0,18.0,2.0,3,1250000.0
552,Pekka Rinne,2018,36.0,60.0,0.5,24.5,5.5,19.0,76.35,60.0,36.5,16.0,6.5,139.0,1798.5,1659.5,0.9225,2.365,5.5,12.25,3521.5,37.0,6.0,2,5000000.0
583,John Gibson,2018,25.0,56.0,1.0,14.0,4.5,9.5,70.5,54.5,28.0,17.0,8.0,124.0,1654.5,1530.5,0.925,2.325,5.0,11.75,3189.0,33.5,5.5,8,6400000.0
622,Juuse Saros,2018,23.0,23.5,2.0,8.0,4.5,3.5,25.0,21.0,10.5,6.5,5.0,54.0,712.0,658.0,0.924,2.4000000000000004,2.0,5.0,1348.5,13.5,1.5,3,1500000.0
629,Marc-Andre Fleury,2018,34.0,42.0,0.5,14.0,5.5,8.5,61.25,40.0,23.5,11.5,5.5,103.5,1278.5,1175.0,0.918,2.63,2.5,8.15,2399.0,23.5,4.5,3,7000000.0
632,Connor Hellebuyck,2018,25.0,61.5,1.0,19.0,5.0,14.0,73.85,58.5,35.0,15.0,6.5,151.0,1810.0,1659.0,0.9155,2.625,5.0,11.05,3500.0,32.0,7.5,6,6166666.0
661,Robin Lehner,2018,26.0,56.0,0.5,9.0,6.0,3.0,30.0,54.0,18.5,26.0,8.5,147.5,1735.0,1587.5,0.914,2.845,2.5,10.45,3128.5,28.0,7.0,1,1500000.0
671,Petr Mrazek,2018,26.0,44.5,0.0,23.0,5.0,18.0,74.6,38.5,16.0,17.0,7.5,125.5,1271.0,1145.5,0.9015,3.035,2.5,5.65,2477.5,15.0,8.5,1,1500000.0
686,Cam Ward,2018,34.0,52.0,0.5,14.5,6.5,8.0,65.0,51.5,24.5,18.0,8.0,137.0,1449.0,1312.0,0.9055,2.71,2.0,7.15,3038.5,25.5,9.5,1,3000000.0
