Season,Player,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2012,Filip Kuba,36,FLA,D,44,1,9,10,-18,24,1,1,0,0,0,5,4,0,50,2,934,21:13:00,69,37,0,0,,616,756,44.9,-7.9,474,566,45.6,-6.2,6.4,89.8,96.2,49.8,50.2,21:13:00,17:04:00,14,17,82,61,0,0,0,0.0
2012,Nikolai Kulemin,26,TOR,LW,48,7,16,23,-5,22,1.7,7,0,0,0,16,0,0,72,9.7,803,16:44:00,47,122,10,10,50,537,776,40.9,-5.8,403,557,42,-3.7,12.9,89.8,102.7,35.6,64.4,16:44:00,14:08:00,30,13,131,55,2,0,2,0.0
2012,Dmitry Kulikov,22,FLA,D,34,3,7,10,-5,22,2,1,2,0,2,3,4,0,52,5.8,713,20:59:00,49,84,0,0,,531,528,50.1,0.6,391,399,49.5,0.3,8.4,90.7,99.1,58,42,20:59:00,17:21:00,9,23,112,46.4,0,0,0,0.0
2012,Tomas Kundratek,23,WSH,D,25,1,6,7,-5,8,0.7,1,0,0,0,3,3,0,23,4.3,404,16:09:00,23,21,0,0,,293,332,46.9,-3.2,207,242,46.1,-4.5,6,91.5,97.5,52.2,47.8,16:09:00,13:54:00,5,10,63,36.5,0,0,0,0.0
2012,Chris Kunitz,33,PIT,LW,48,22,30,52,30,39,7.8,13,9,0,5,23,7,0,113,19.5,865,18:01:00,13,104,4,5,44.4,742,600,55.3,8.3,558,453,55.2,7,13.1,94.4,107.5,48.3,51.7,18:01:00,14:03:00,13,17,196,57.7,0,0,0,0.0
2012,Pierre-Cedric Labrie,26,TBL,LW,19,2,1,3,2,30,0.3,2,0,0,0,1,0,0,16,12.5,163,08:33:00,6,40,2,2,50,128,137,48.3,0.9,101,103,49.5,3.7,6.3,97.2,103.5,41.7,58.3,08:33:00,08:31:00,3,5,35,45.7,0,0,0,0.0
2012,Andrew Ladd,27,WPG,LW,48,18,28,46,10,22,5.9,15,3,0,4,25,3,0,121,14.9,945,19:41:00,26,98,29,25,53.7,802,751,51.6,0.4,596,561,51.5,0.3,11.7,90.4,102.1,50,50,19:41:00,15:37:00,25,16,227,53.3,4,2,2,50.0
2012,Brooks Laich,29,WSH,C,9,1,3,4,2,6,0.4,1,0,0,0,2,1,0,10,10,149,16:32:00,6,14,41,40,50.6,104,106,49.5,-5.9,65,82,44.2,-9.2,10.9,95.2,106.1,48.6,51.4,16:32:00,13:29:00,2,5,29,34.5,0,0,0,0.0
2012,Shawn Lalonde,22,CHI,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,15,14:47:00,0,3,0,0,,13,7,65,,9,4,69.2,,16.7,100,116.7,53.3,46.7,14:47:00,14:19:00,1,0,1,0,0,0,0,0.0
2012,Anton Lander,21,EDM,C,11,0,1,1,-4,2,-0.3,0,0,0,0,0,0,1,11,0,121,11:02:00,2,7,27,28,49.1,82,91,47.4,0.6,56,64,46.7,0.9,0,90.7,90.7,54.3,45.7,11:02:00,09:16:00,5,7,16,68.8,0,0,0,0.0
2012,Gabriel Landeskog,20,COL,LW,36,9,8,17,-4,22,1.5,6,0,3,1,6,2,0,109,8.3,696,19:20:00,32,86,6,12,33.3,539,495,52.1,4.1,400,368,52.1,2.9,5.7,91.6,97.3,48.3,51.7,19:20:00,14:59:00,21,15,179,60.9,1,0,1,0.0
2012,Jamie Langenbrunner,37,STL,RW,4,0,1,1,1,0,0.1,0,0,0,0,1,0,0,5,0,39,09:47:00,0,4,0,4,0,21,19,52.5,-8.7,15,13,53.6,-6.2,7.7,100,107.7,52.6,47.4,09:47:00,08:12:00,0,1,5,100,0,0,0,0.0
2012,Maxim Lapierre,27,VAN,C,48,4,6,10,-6,45,0.3,4,0,0,1,6,0,0,54,7.4,605,12:36:00,18,116,274,268,50.6,351,491,41.7,-15,260,373,41.1,-14.8,6.9,92.2,99.2,25.1,74.9,12:36:00,10:52:00,14,13,92,58.7,3,2,1,66.7
2012,Chad Larose,30,CAR,RW,35,2,2,4,-8,29,-0.5,2,0,0,0,2,0,0,65,3.1,450,12:51:00,6,59,9,13,40.9,412,380,52,1.8,306,279,52.3,2.9,4.2,91,95.2,53.9,46.1,12:51:00,11:26:00,8,6,119,54.6,0,0,0,0.0
2012,Philip Larsen,23,DAL,D,32,2,3,5,-10,18,0.3,1,1,0,0,3,0,0,30,6.7,476,14:53:00,18,50,0,0,,346,418,45.3,-1.2,249,335,42.6,-3.8,5.7,91.7,97.4,46,54,14:53:00,13:47:00,3,11,64,46.9,0,0,0,0.0
2012,Adam Larsson,20,NJD,D,37,0,6,6,4,12,1.9,0,0,0,0,6,0,0,30,0,670,18:06:00,49,37,0,0,,462,431,51.7,-6.9,341,322,51.4,-6.7,9.5,90.5,100,49.4,50.6,18:06:00,16:48:00,17,22,68,44.1,0,0,0,0.0
2012,Johan Larsson,20,MIN,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,14:02:00,1,2,0,0,,11,18,37.9,-8.6,10,14,41.7,-5.1,0,100,100,28.6,71.4,14:02:00,13:54:00,0,0,2,100,0,0,0,0.0
2012,Brian Lashoff,22,DET,D,31,1,4,5,-10,15,0.5,1,0,0,0,4,0,0,26,3.8,551,17:47:00,43,44,0,0,,369,423,46.6,-7.2,279,332,45.7,-9.1,5.5,91.3,96.8,55,45,17:47:00,15:16:00,3,11,49,53.1,0,0,0,0.0
2012,Guillaume Latendresse,25,OTT,RW,27,6,4,10,-2,8,1.1,5,1,0,0,4,0,0,53,11.3,400,14:48:00,8,42,0,4,0,328,299,52.3,0,246,223,52.5,-0.1,7.9,90.4,98.3,56.9,43.1,14:48:00,12:36:00,14,7,97,53.6,0,0,0,0.0
2012,Scott Laughton,18,PHI,C,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,10,0,58,11:31:00,1,10,19,24,44.2,36,51,41.4,-10.9,24,40,37.5,-17,0,100,100,29.6,70.4,11:31:00,0.4583333333333333,0,0,15,66.7,0,0,0,0.0
2012,Oliver Lauridsen,23,PHI,D,15,2,1,3,0,34,0.8,2,0,0,2,1,0,0,14,14.3,227,15:08:00,24,36,0,0,,174,215,44.7,-0.3,132,145,47.7,3,12.1,88.1,100.2,42,58,15:08:00,14:11:00,0,12,29,51.7,0,0,0,0.0
2012,Drew LeBlanc,23,CHI,C,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0,27,13:20:00,0,0,9,9,50,27,25,51.9,,21,19,52.5,,0,81.3,81.3,64.3,35.7,13:20:00,12:25:00,1,0,4,75,0,0,0,0.0
2012,Vincent Lecavalier,32,TBL,C,39,10,22,32,-5,29,3,5,5,0,0,18,4,0,86,11.6,697,17:53:00,13,74,404,338,54.4,496,561,46.9,0,381,441,46.4,-1,11.3,89.1,100.3,51.7,48.3,17:53:00,14:38:00,12,7,136,63.2,0,0,0,0.0
2012,Nick Leddy,21,CHI,D,48,6,12,18,15,10,4.5,4,2,0,2,6,6,0,65,9.2,836,17:25:00,39,38,0,0,,666,529,55.7,1.4,500,388,56.3,0.3,9,93.7,102.7,58.4,41.6,17:25:00,14:40:00,12,18,115,56.5,1,0,1,0.0
2012,Anders Lee,22,NYI,C,2,1,1,2,-3,0,0.2,1,0,0,0,1,0,0,2,50,16,08:12:00,2,0,0,2,0,13,13,50,-5.6,6,8,42.9,-18.2,33.3,50,83.3,50,50,08:12:00,08:12:00,0,1,4,50,0,0,0,0.0
2012,Brian Lee,25,TBL,D,22,0,0,0,-13,16,-1,0,0,0,0,0,0,0,13,0,306,13:55:00,28,49,0,0,,247,296,45.5,-1.4,190,228,45.5,-2.2,6.3,86.7,93.1,43.8,56.3,13:55:00,13:36:00,1,8,34,38.2,0,0,0,0.0
2012,David Legwand,32,NSH,C,48,12,13,25,-6,20,2.4,10,2,0,2,11,2,0,78,15.4,884,18:26:00,20,20,362,359,50.2,605,679,47.1,-1.7,465,498,48.3,-0.8,8.9,90.9,99.8,40,60,18:26:00,15:17:00,31,32,127,61.4,7,2,5,28.6
2012,Ville Leino,29,BUF,LW,8,2,4,6,0,6,0.7,1,1,0,0,3,1,0,11,18.2,126,15:48:00,2,5,4,6,40,85,119,41.7,-2.1,63,88,41.7,-3.7,8.7,93,101.7,43.1,56.9,15:48:00,14:02:00,1,2,16,68.8,1,0,1,0.0
2012,Jordan Leopold,32,TOT,D,39,2,8,10,-8,14,1.4,2,0,0,0,4,4,0,60,3.3,783,20:04:00,57,39,0,0,,548,587,48.3,-1.8,403,446,47.5,-2.1,7.6,91.1,98.7,52.8,47.2,20:03:00,16:17:00,7,14,121,49.6,0,0,0,0.0
2012,Jordan Leopold,32,BUF,D,24,2,6,8,-6,14,0.9,2,0,0,0,4,2,0,38,5.3,507,21:08:00,49,28,0,0,,548,587,48.3,-1.8,403,446,47.5,-2.1,7.6,91.1,98.7,52.8,47.2,20:03:00,16:17:00,7,14,121,49.6,0,0,0,0.0
2012,Jordan Leopold,32,STL,D,15,0,2,2,-2,0,0.4,0,0,0,0,0,2,0,22,0,276,18:22:00,8,11,0,0,,548,587,48.3,-1.8,403,446,47.5,-2.1,7.6,91.1,98.7,52.8,47.2,20:03:00,16:17:00,7,14,121,49.6,0,0,0,0.0
2012,Kris Letang,25,PIT,D,35,5,33,38,16,8,6.3,4,1,0,1,21,12,0,95,5.3,897,1900-01-01 01:38:00,59,45,0,0,,679,566,54.5,8.5,510,411,55.4,8,11.6,91.7,103.3,48.7,51.3,1900-01-01 01:38:00,18:48:00,12,34,184,51.6,0,0,0,0.0
2012,Mark Letestu,27,CBJ,C,46,13,14,27,7,10,3.5,8,3,2,2,12,2,0,92,14.1,760,16:31:00,12,36,244,243,50.1,470,537,46.7,-0.1,340,417,44.9,-1.6,9.4,93.7,103.2,46.4,53.6,16:31:00,13:06:00,27,7,143,64.3,4,3,1,75.0
2012,Trevor Lewis,26,LAK,C,48,5,9,14,5,19,1.1,4,0,1,2,8,0,1,92,5.4,730,15:12:00,31,83,31,33,48.4,507,422,54.6,-1.4,399,320,55.5,0.5,6.6,93.3,99.9,49.7,50.3,15:12:00,12:34:00,11,9,146,63,0,0,0,0.0
2012,John-Michael Liles,32,TOR,D,32,2,9,11,-1,4,1.8,2,0,0,0,8,1,0,47,4.3,601,18:46:00,52,45,0,1,0,432,513,45.7,-1.7,304,377,44.6,-2.2,9.1,93,102.1,48.6,51.4,18:46:00,15:57:00,8,22,95,49.5,0,0,0,0.0
2012,Andreas Lilja,37,PHI,D,4,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,0,67,16:47:00,7,12,0,0,,52,68,43.3,-1.1,37,52,41.6,-7.9,3.8,94.7,98.6,35.9,64.1,16:47:00,15:05:00,1,3,7,28.6,0,0,0,0.0
2012,Bryan Little,25,WPG,C,48,7,25,32,8,4,3,5,2,0,2,21,3,1,84,8.3,950,19:48:00,19,32,431,411,51.2,771,786,49.5,-2.2,571,574,49.9,-1.6,10.8,91,101.8,44.7,55.3,19:48:00,15:42:00,29,11,142,59.2,2,0,2,0.0
2012,Andrei Loktionov,22,NJD,C,28,8,4,12,-2,4,1.7,7,1,0,0,2,2,0,47,17,399,14:15:00,8,6,80,126,38.8,338,229,59.6,2.8,248,164,60.2,4,7.7,88.7,96.4,58.7,41.3,14:15:00,12:45:00,19,10,76,61.8,1,0,1,0.0
2012,Matthew Lombardi,30,TOT,C,28,4,4,8,-2,8,0.5,3,1,0,1,3,1,0,44,9.1,391,13:58:00,14,24,105,131,44.5,297,344,46.3,-7.5,219,255,46.2,-6.4,7.5,92.5,100,60.9,39.1,13:58:00,12:10:00,7,8,77,57.1,0,0,0,0.0
2012,Matthew Lombardi,30,PHX,C,21,4,4,8,0,4,0.8,3,1,0,1,3,1,0,39,10.3,297,14:08:00,10,20,79,101,43.9,297,344,46.3,-7.5,219,255,46.2,-6.4,7.5,92.5,100,60.9,39.1,13:58:00,12:10:00,7,8,77,57.1,0,0,0,0.0
2012,Matthew Lombardi,30,ANA,C,7,0,0,0,-2,4,-0.3,0,0,0,0,0,0,0,5,0,94,13:26:00,4,4,26,30,46.4,297,344,46.3,-7.5,219,255,46.2,-6.4,7.5,92.5,100,60.9,39.1,13:58:00,12:10:00,7,8,77,57.1,0,0,0,0.0
2012,Ben Lovejoy,28,TOT,D,35,0,10,10,4,29,1.9,0,0,0,0,6,3,1,58,0,624,17:50:00,42,76,0,0,,534,511,51.1,2.4,412,368,52.8,3.3,7.7,91.7,99.4,49.2,50.8,17:50:00,16:23:00,8,8,105,55.2,0,0,0,0.0
2012,Ben Lovejoy,28,ANA,D,32,0,10,10,6,29,2,0,0,0,0,6,3,1,51,0,583,18:13:00,39,74,0,0,,534,511,51.1,2.4,412,368,52.8,3.3,7.7,91.7,99.4,49.2,50.8,17:50:00,16:23:00,8,8,105,55.2,0,0,0,0.0
2012,Ben Lovejoy,28,PIT,D,3,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,7,0,41,13:36:00,3,2,0,0,,534,511,51.1,2.4,412,368,52.8,3.3,7.7,91.7,99.4,49.2,50.8,17:50:00,16:23:00,8,8,105,55.2,0,0,0,0.0
2012,Milan Lucic,24,BOS,LW,46,7,20,27,8,75,2.8,7,0,0,0,18,2,0,79,8.9,778,16:55:00,16,139,17,18,48.6,789,584,57.5,3.1,575,438,56.8,2.8,9.3,91.2,100.5,57.3,42.7,16:54:00,14:54:00,20,37,172,45.9,0,0,0,0.0
2012,Mike Lundin,28,OTT,D,11,0,1,1,-2,0,0.2,0,0,0,0,1,0,0,13,0,171,15:30:00,7,2,0,0,,139,140,49.8,-2.4,93,111,45.6,-5,4.2,94.2,98.4,44.7,55.3,15:30:00,14:06:00,2,5,23,56.5,0,0,0,0.0
2012,Joffrey Lupul,29,TOR,C,16,11,7,18,8,12,3.1,8,3,0,3,7,0,0,42,26.2,258,16:07:00,7,31,3,5,37.5,192,243,44.1,-5.3,151,185,44.9,-2.6,17.1,92.4,109.5,48.8,51.2,16:07:00,13:28:00,9,5,67,62.7,1,0,1,0.0
2012,Toni Lydman,35,ANA,D,35,0,6,6,-1,12,1.1,0,0,0,0,5,0,1,28,0,679,19:23:00,76,83,0,0,,481,517,48.2,1.2,364,351,50.9,2.6,6.9,91.1,98,47.1,52.9,19:23:00,16:53:00,6,19,61,45.9,0,0,0,0.0
2012,Clarke MacArthur,27,TOR,LW,40,8,12,20,3,26,2.2,6,2,0,1,10,2,0,62,12.9,596,14:55:00,15,44,5,1,83.3,499,522,48.9,7.2,357,376,48.7,6.7,10,92.4,102.4,46.1,53.9,14:55:00,13:12:00,15,29,123,50.4,2,0,2,0.0
2012,Lane MacDermid,23,TOT,D,9,2,0,2,1,19,0.6,2,0,0,0,0,0,0,4,50,41,04:35:00,0,13,0,0,,35,42,45.5,-9.6,26,35,42.6,-6.2,9.5,95.7,105.2,47.4,52.6,04:35:00,04:35:00,0,1,6,66.7,0,0,0,0.0
2012,Lane MacDermid,23,DAL,D,6,2,0,2,1,9,0.6,2,0,0,0,0,0,0,3,66.7,31,05:06:00,0,10,0,0,,35,42,45.5,-9.6,26,35,42.6,-6.2,9.5,95.7,105.2,47.4,52.6,04:35:00,04:35:00,0,1,6,66.7,0,0,0,0.0
2012,Lane MacDermid,23,BOS,D,3,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,11,03:34:00,0,3,0,0,,35,42,45.5,-9.6,26,35,42.6,-6.2,9.5,95.7,105.2,47.4,52.6,04:35:00,04:35:00,0,1,6,66.7,0,0,0,0.0
2012,Andrew MacDonald,26,NYI,D,48,3,9,12,-2,20,2.4,2,1,0,1,7,2,0,45,6.7,1129,23:31:00,123,26,0,0,,834,938,47.1,-5.4,618,647,48.9,-3.5,8.2,90.8,99,45.9,54.1,23:31:00,19:13:00,24,36,112,40.2,0,0,0,0.0
2012,Steve MacIntyre,32,PIT,LW,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,,5,04:31:00,0,2,0,0,,1,2,33.3,,1,1,50,,0,100,100,0,100,04:31:00,04:31:00,0,0,0,,0,0,0,0.0
2012,Derek MacKenzie,31,CBJ,C,43,3,5,8,1,36,0.6,3,0,0,0,5,0,0,33,9.1,445,10:20:00,19,122,192,131,59.4,234,336,41.1,-8.5,169,259,39.5,-9.3,9.2,93.8,103,42.5,57.5,10:20:00,08:50:00,12,5,60,55,0,0,0,0.0
2012,Manny Malhotra,32,VAN,C,9,0,0,0,-3,0,-0.3,0,0,0,0,0,0,0,2,0,100,11:08:00,4,8,64,34,65.3,48,65,42.5,-12.6,37,49,43,-9.2,4.5,87.1,91.6,24.6,75.4,11:08:00,08:09:00,3,0,6,33.3,0,0,0,0.0
2012,Evgeni Malkin,26,PIT,C,31,9,24,33,5,36,3.7,5,4,0,3,10,14,0,99,9.1,611,19:42:00,11,12,195,218,47.2,517,389,57.1,9.2,394,291,57.5,7,8.2,91.9,100.2,63.4,36.6,19:40:00,15:10:00,23,21,193,51.3,2,1,1,50.0
2012,Brad Malone,23,COL,C,13,1,1,2,-7,16,-0.2,1,0,0,0,1,0,0,10,10,114,08:47:00,3,39,22,24,47.8,91,94,49.2,-7,63,66,48.8,-7.2,7.3,80,87.3,52.5,47.5,08:47:00,08:29:00,6,1,23,43.5,0,0,0,0.0
2012,Ryan Malone,33,TBL,LW,24,6,2,8,-3,22,0.6,4,2,0,1,2,0,0,37,16.2,378,15:44:00,9,49,9,14,39.1,232,291,44.4,-2.4,177,221,44.5,-2.6,9.5,91.9,101.4,50.3,49.7,15:44:00,12:21:00,14,7,55,67.3,0,0,0,0.0
2012,Brandon Manning,22,PHI,D,6,0,2,2,4,0,0.7,0,0,0,0,2,0,0,5,0,89,14:48:00,4,15,0,0,,77,100,43.5,-2.4,65,79,45.1,-1.6,17,93.1,110.1,40,60,14:48:00,14:44:00,2,3,9,55.6,0,0,0,0.0
2012,Brad Marchand,24,BOS,C,45,18,18,36,23,27,5.7,12,4,2,5,18,0,0,91,19.8,763,16:58:00,20,38,6,6,50,761,509,59.9,6.1,569,388,59.5,5.9,9.3,94.4,103.8,52.1,47.9,16:57:00,13:56:00,28,32,156,57.7,6,2,4,33.3
2012,Jonathan Marchessault,22,CBJ,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,22,10:57:00,0,1,0,0,,15,21,41.7,-6.8,11,18,37.9,-8.3,0,91.7,91.7,25,75,10:57:00,09:42:00,1,0,2,0,0,0,0,0.0
2012,Andrei Markov,34,MTL,D,48,10,20,30,-9,14,4.5,2,8,0,4,5,15,0,79,12.7,1158,1900-01-01 00:08:00,60,22,0,0,,820,750,52.2,-1.2,580,570,50.4,-4.1,7.5,90.9,98.4,51,49,1900-01-01 00:08:00,17:03:00,18,50,175,45.1,0,0,0,0.0
2012,Patrick Marleau,33,SJS,C,48,17,14,31,-2,24,4.1,10,6,1,3,6,8,0,150,11.3,917,19:07:00,13,38,71,79,47.3,720,619,53.8,3.3,534,434,55.2,3,6.7,90.7,97.4,49.9,50.1,19:07:00,14:24:00,25,26,245,61.2,3,2,1,66.7
2012,Pat Maroon,24,ANA,LW,13,2,1,3,-1,10,0.3,2,0,0,0,1,0,0,21,9.5,127,09:47:00,7,22,4,10,28.6,102,118,46.4,-1.8,77,79,49.4,-3.3,6.9,92.3,99.2,63.3,36.7,09:47:00,09:11:00,5,0,31,67.7,0,0,0,0.0
2012,Matt Martin,23,NYI,LW,48,4,7,11,-2,63,0.6,3,1,0,1,7,0,0,67,6,572,11:54:00,22,234,6,12,33.3,388,431,47.4,-4.7,289,303,48.8,-3.9,8.5,90.7,99.2,44,56,11:54:00,10:05:00,10,12,106,63.2,0,0,0,0.0
2012,Paul Martin,31,PIT,D,34,6,17,23,14,16,4.6,4,2,0,1,10,7,0,38,15.8,861,1900-01-01 01:20:00,50,17,0,0,,588,593,49.8,-2.1,436,433,50.2,-4.2,11.4,93,104.4,46.8,53.2,1900-01-01 01:20:00,0.7916666666666666,14,12,101,37.6,0,0,0,0.0
2012,Radek Martinek,36,NYI,D,13,3,0,3,-2,4,0.7,3,0,0,1,0,0,0,12,25,210,16:09:00,19,15,0,0,,162,202,44.5,-3.2,121,134,47.5,-1.3,6.3,91,97.3,52.7,47.3,16:09:00,15:33:00,2,6,25,48,0,0,0,0.0
2012,Alec Martinez,25,LAK,D,27,1,4,5,-2,10,1,1,0,0,0,3,1,0,30,3.3,433,16:01:00,31,31,0,0,,380,257,59.7,4.6,285,190,60,5.3,4.7,91.5,96.1,63.5,36.5,16:01:00,14:02:00,2,13,68,44.1,0,0,0,0.0
2012,Brandon Mashinter,24,NYR,LW,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0,24,05:55:00,1,7,1,0,100,21,18,53.8,-1.4,11,12,47.8,-9.6,0,66.7,66.7,61.5,38.5,05:55:00,05:55:00,0,1,4,50,0,0,0,0.0
2012,Stefan Matteau,18,NJD,C,17,1,2,3,-1,6,0.2,1,0,0,0,2,0,0,22,4.5,156,09:11:00,1,25,0,4,0,127,121,51.2,-5.1,94,83,53.1,-2.4,5.6,92.6,98.3,55.3,44.7,09:11:00,09:08:00,5,4,28,78.6,0,0,0,0.0
2012,Shawn Matthias,24,FLA,C,48,14,7,21,-8,16,2.6,11,2,1,1,6,1,0,106,13.2,729,15:11:00,21,66,153,194,44.1,558,601,48.1,-2.6,421,456,48,-1.5,9.3,89.5,98.8,49.7,50.3,15:11:00,13:14:00,16,4,169,62.7,1,0,1,0.0
2012,Jamal Mayers,38,CHI,RW,19,0,2,2,2,16,0.1,0,0,0,0,2,0,0,10,0,132,06:58:00,4,26,42,36,53.8,100,96,51,-3.3,77,64,54.6,-0.7,8.2,93,101.2,54.9,45.1,06:58:00,06:30:00,3,2,17,58.8,0,0,0,0.0
2012,Jamie McBain,24,CAR,D,40,1,7,8,0,12,1.4,1,0,0,0,7,0,0,46,2.2,737,18:25:00,63,22,0,0,,690,637,52,2.9,503,483,51,3,8.1,91.9,100,54.4,45.6,18:25:00,16:08:00,8,18,101,45.5,0,0,0,0.0
2012,Jay McClement,29,TOR,C,48,8,9,17,0,11,1.4,8,0,0,0,9,0,0,48,16.7,732,15:15:00,39,76,203,190,51.7,355,650,35.3,-12.7,259,458,36.1,-10.8,11.6,93.1,104.7,27.1,72.9,15:15:00,11:31:00,30,17,79,60.8,0,0,0,0.0
2012,Cody McCormick,29,BUF,C,8,0,0,0,-2,10,-0.2,0,0,0,0,0,0,0,6,0,52,06:27:00,5,17,12,13,48,38,49,43.7,-3.4,29,32,47.5,2.5,0,89.5,89.5,46.2,53.8,06:27:00,06:20:00,0,1,12,50,0,0,0,0.0
2012,Ryan McDonagh,23,NYR,D,47,4,15,19,13,22,4.7,4,0,0,1,13,1,1,83,4.8,1145,1900-01-01 00:21:00,78,69,0,1,0,977,872,52.8,1.9,738,617,54.5,2.1,7.9,92.7,100.6,47,53,1900-01-01 00:21:00,0.875,27,26,181,45.9,0,0,0,0.0
2012,Andy McDonald,35,STL,C,37,7,14,21,-2,16,2.1,6,1,0,2,8,6,0,86,8.1,638,17:15:00,13,10,95,103,48,476,454,51.2,-1.4,363,338,51.8,-1.5,8.6,90.7,99.3,61.2,38.8,17:15:00,13:50:00,13,18,138,62.3,4,4,0,100.0
2012,Colin McDonald,28,NYI,C,45,7,10,17,-1,32,1.7,6,1,0,0,10,0,0,82,8.5,512,11:22:00,9,120,4,4,50,473,473,50,-0.5,354,343,50.8,-0.8,7.9,90.6,98.6,45.5,54.5,11:22:00,11:07:00,6,13,128,64.1,0,0,0,0.0
2012,Jamie McGinn,24,COL,LW,47,11,11,22,-13,26,1.7,8,3,0,2,7,4,0,128,8.6,812,17:17:00,16,82,3,3,50,610,661,48,-3,454,477,48.8,-2.3,8.5,88.6,97.1,56.1,43.9,17:17:00,14:13:00,20,14,213,60.1,0,0,0,0.0
2012,Tye McGinn,22,PHI,LW,18,3,2,5,0,19,0.5,3,0,0,1,2,0,0,33,9.1,229,12:43:00,1,19,0,0,,206,159,56.4,6.4,137,110,55.5,3.5,6.8,90.8,97.6,50.4,49.6,12:43:00,11:02:00,6,2,51,64.7,0,0,0,0.0
2012,Brian McGrattan,31,TOT,RW,21,3,0,3,-4,49,0.3,3,0,0,1,0,0,0,18,16.7,149,07:06:00,6,32,0,1,0,113,163,40.9,-5.5,80,117,40.6,-6,5.4,91,96.4,57.1,42.9,07:06:00,07:06:00,3,2,31,58.1,0,0,0,0.0
2012,Brian McGrattan,31,CGY,RW,19,3,0,3,-4,49,0.3,3,0,0,1,0,0,0,18,16.7,137,07:11:00,6,31,0,1,0,113,163,40.9,-5.5,80,117,40.6,-6,5.4,91,96.4,57.1,42.9,07:06:00,07:06:00,3,2,31,58.1,0,0,0,0.0
2012,Brian McGrattan,31,NSH,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,06:17:00,0,1,0,0,,113,163,40.9,-5.5,80,117,40.6,-6,5.4,91,96.4,57.1,42.9,07:06:00,07:06:00,3,2,31,58.1,0,0,0,0.0
2012,Frazer McLaren,25,TOT,LW,36,3,2,5,0,102,0.6,3,0,0,2,2,0,0,20,15,187,05:12:00,9,53,4,7,36.4,111,194,36.4,-8,81,132,38,-5.7,10.5,93.5,104.1,55.4,44.6,05:12:00,05:07:00,1,5,26,76.9,0,0,0,0.0
2012,Frazer McLaren,25,TOR,LW,35,3,2,5,0,102,0.6,3,0,0,2,2,0,0,20,15,180,05:09:00,9,53,4,7,36.4,111,194,36.4,-8,81,132,38,-5.7,10.5,93.5,104.1,55.4,44.6,05:12:00,05:07:00,1,5,26,76.9,0,0,0,0.0
2012,Frazer McLaren,25,SJS,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,06:54:00,0,0,0,0,,111,194,36.4,-8,81,132,38,-5.7,10.5,93.5,104.1,55.4,44.6,05:12:00,05:07:00,1,5,26,76.9,0,0,0,0.0
2012,Cody McLeod,28,COL,LW,48,8,4,12,4,83,1.3,8,0,0,0,3,1,0,79,10.1,628,13:05:00,17,106,7,10,41.2,465,491,48.6,-1.1,336,362,48.1,-2.3,6.7,95.1,101.7,55,45,13:05:00,11:06:00,9,2,128,61.7,0,0,0,0.0
2012,Brandon McMillan,22,ANA,LW,6,0,1,1,-1,2,0,0,0,0,0,1,0,0,2,0,52,08:45:00,1,4,12,14,46.2,35,47,42.7,1.1,23,32,41.8,3.1,7.1,91.3,98.4,50,50,08:45:00,07:54:00,0,0,6,33.3,0,0,0,0.0
2012,Adam McQuaid,26,BOS,D,32,1,3,4,0,60,1,1,0,0,0,2,0,1,26,3.8,457,14:18:00,43,62,0,0,,396,359,52.5,-5.6,284,255,52.7,-4.5,6.6,91.8,98.5,54.3,45.7,14:18:00,13:40:00,3,8,63,41.3,0,0,0,0.0
2012,Derek Meech,28,WPG,D,16,0,1,1,0,2,0.3,0,0,0,0,1,0,0,5,0,235,14:42:00,12,24,0,0,,183,217,45.8,-7.7,117,167,41.2,-13.7,7.1,95.1,102.1,53.8,46.2,14:42:00,14:11:00,1,7,23,21.7,0,0,0,0.0
2012,Andrej Meszaros,27,PHI,D,11,0,2,2,-9,2,-0.3,0,0,0,0,1,1,0,18,0,203,18:28:00,24,18,0,0,,120,187,39.1,-16.7,78,130,37.5,-19.6,3.1,89.5,92.6,42.9,57.1,18:23:00,15:02:00,2,6,42,42.9,0,0,0,0.0
