,Player,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV_A,PP_A,SH_A,GW,EV_A,PP_A,SH_A,S,S_Pct,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TOI/60,TOI(EV),TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
222,Ryan Ellis,2014,24,NSH,D,58,9,18,27,8,27,5.6,7,2,0,0,14,4,0,118,7.6,1101,18:59:00,74,41,0,0,0.0,938,747,55.7,4.5,684,543,55.7,3.6,9.2,90.8,100.0,55.8,44.2,18:58:00,16:04:00,21,27,212,55.7,5,1,4,20.0
223,Alexei Emelin,2014,28,MTL,D,68,3,11,14,5,59,3.7,3,0,0,0,11,0,0,43,7.0,1348,19:49:00,116,204,0,0,0.0,948,1143,45.3,-4.9,662,814,44.9,-5.9,9.2,93.4,102.6,44.4,55.6,19:48:00,17:22:00,16,56,120,35.8,0,0,0,0.0
224,Deryk Engelland,2014,32,CGY,D,76,2,9,11,-16,53,1.0,2,0,0,0,8,0,1,51,3.9,1093,14:23:00,142,135,0,0,0.0,752,1120,40.2,-6.4,559,768,42.1,-5.5,6.9,91.0,97.9,39.1,60.9,14:23:00,13:21:00,21,39,118,44.1,0,0,0,0.0
225,Tyler Ennis,2014,25,BUF,C,78,20,26,46,-19,37,4.4,13,6,1,2,15,11,0,185,10.8,1491,19:07:00,35,87,67,115,36.8,886,1442,38.1,1.1,698,1046,40.0,2.0,7.1,92.3,99.4,45.5,54.5,19:06:00,15:41:00,30,21,298,62.1,12,5,7,41.7
226,Toby Enstrom,2014,30,WPG,D,60,4,19,23,13,36,5.2,3,1,0,0,13,6,0,58,6.9,1414,23:34:00,93,28,0,0,0.0,982,921,51.6,-0.6,735,690,51.6,0.2,10.9,91.7,102.7,53.7,46.3,23:34:00,18:39:00,12,37,133,43.6,0,0,0,0.0
227,Martin Erat,2014,33,ARI,RW,79,9,23,32,-16,48,2.1,6,3,0,1,20,3,0,91,9.9,1253,15:52:00,25,96,0,6,0.0,1078,960,52.9,5.7,772,714,52.0,5.2,7.6,89.6,97.2,50.1,49.9,15:52:00,13:38:00,27,26,179,50.3,1,0,1,0.0
228,Jonathan Ericsson,2014,30,DET,D,82,3,12,15,-5,70,2.9,3,0,0,0,11,0,1,82,3.7,1606,19:35:00,55,114,0,0,0.0,1138,1142,49.9,-5.4,851,897,48.7,-5.5,7.7,91.7,99.3,48.1,51.9,19:35:00,16:45:00,13,58,179,45.8,0,0,0,0.0
229,Loui Eriksson,2014,29,BOS,RW,81,22,25,47,1,14,5.3,16,6,0,4,19,5,1,169,13.0,1497,18:29:00,23,29,4,8,33.3,1128,978,53.6,2.2,825,739,52.7,2.6,8.3,91.0,99.4,50.1,49.9,18:27:00,14:21:00,45,24,265,63.8,4,0,4,0.0
230,Tim Erixon,2014,23,TOT,D,42,2,5,7,-7,14,0.9,1,1,0,0,1,4,0,36,5.6,639,15:13:00,32,34,0,0,0.0,493,508,49.3,0.3,375,396,48.6,-0.1,5.3,92.7,98.0,61.6,38.4,15:13:00,12:16:00,8,10,89,40.4,0,0,0,0.0
231,Emerson Etem,2014,22,ANA,LW,45,5,5,10,-6,4,0.4,5,0,0,0,5,0,0,77,6.5,551,12:15:00,20,63,2,2,50.0,522,451,53.6,2.8,399,338,54.1,2.8,4.7,92.1,96.8,53.8,46.3,12:15:00,11:15:00,12,11,135,57.0,0,0,0,0.0
232,Dennis Everberg,2014,23,COL,RW,55,3,9,12,-7,10,0.3,3,0,0,0,9,0,0,62,4.8,649,11:48:00,41,73,0,3,0.0,456,652,41.2,-3.2,318,442,41.8,-3.4,8.1,91.2,99.3,44.7,55.3,11:48:00,10:55:00,20,11,109,56.9,0,0,0,0.0
233,Justin Falk,2014,26,TOT,D,18,1,1,2,-9,14,-0.3,1,0,0,0,1,0,0,18,5.6,195,10:49:00,19,12,0,0,0.0,148,186,44.3,-10.0,113,134,45.7,-9.0,7.9,83.5,91.4,56.4,43.6,10:48:00,09:43:00,1,7,32,56.3,0,0,0,0.0
234,Bobby Farnham,2014,26,PIT,RW,11,0,0,0,0,24,-0.1,0,0,0,0,0,0,0,6,0.0,79,07:11:00,2,26,0,0,0.0,59,69,46.1,-5.5,43,43,50.0,-1.0,3.2,97.1,100.4,55.8,44.2,07:11:00,07:05:00,0,1,14,42.9,0,0,0,0.0
235,Jesper Fast,2014,23,NYR,RW,58,6,8,14,-1,8,1.0,6,0,0,0,7,1,0,52,11.5,685,11:48:00,28,101,6,14,30.0,539,549,49.5,0.9,416,409,50.4,1.4,6.7,92.7,99.3,41.8,58.2,11:48:00,10:40:00,13,5,88,58.0,0,0,0,0.0
236,Justin Faulk,2014,22,CAR,D,82,15,34,49,-19,30,9.1,6,7,2,4,21,13,0,238,6.3,2003,1900-01-01 00:26:00,114,157,0,0,0.0,1761,1478,54.4,3.8,1285,1128,53.3,2.7,6.5,89.9,96.4,51.2,48.8,1900-01-01 00:26:00,19:27:00,70,50,452,52.7,0,0,0,0.0
237,Mark Fayne,2014,27,EDM,D,74,2,6,8,-21,14,0.8,2,0,0,0,4,0,2,78,2.6,1327,17:56:00,125,81,0,0,0.0,899,1076,45.5,-4.2,627,767,45.0,-4.0,6.5,89.6,96.2,42.1,57.9,17:56:00,15:14:00,21,49,185,42.2,0,0,0,0.0
238,Taylor Fedun,2014,26,SJS,D,7,0,4,4,0,4,0.6,0,0,0,0,2,2,0,12,0.0,119,16:59:00,8,0,0,0,0.0,107,94,53.2,-4.6,75,70,51.7,-6.7,5.9,94.1,100.0,47.2,52.8,16:59:00,14:55:00,3,2,26,46.2,0,0,0,0.0
239,Eric Fehr,2014,29,WSH,RW,75,19,14,33,8,20,4.3,17,1,1,4,14,0,0,142,13.4,1114,14:51:00,47,84,449,414,52.0,915,909,50.2,-1.7,659,652,50.3,-1.7,9.5,92.2,101.7,43.7,56.3,14:51:00,13:09:00,48,21,245,58.0,4,1,3,25.0
240,Andrew Ference,2014,35,EDM,D,70,3,11,14,-17,39,1.9,3,0,0,0,10,0,1,58,5.2,1321,18:53:00,86,156,0,2,0.0,992,1192,45.4,-4.2,722,925,43.8,-5.6,8.5,91.3,99.8,42.1,57.9,18:53:00,16:55:00,12,38,165,35.2,0,0,0,0.0
241,Micheal Ferland,2014,22,CGY,LW,26,2,3,5,1,16,0.3,2,0,0,1,2,1,0,34,5.9,274,10:31:00,11,71,0,0,0.0,216,258,45.6,1.1,162,173,48.4,1.8,6.1,95.1,101.3,44.9,55.1,10:31:00,10:05:00,19,11,67,53.7,0,0,0,0.0
242,Brian Ferlin,2014,22,BOS,RW,7,0,1,1,0,0,0.0,0,0,0,0,1,0,0,6,0.0,62,08:48:00,0,20,0,1,0.0,38,45,45.8,-11.0,28,35,44.4,-9.7,4.3,95.2,99.6,39.3,60.7,08:48:00,08:08:00,1,0,15,40.0,0,0,0,0.0
243,Landon Ferraro,2014,23,DET,C,3,1,0,1,1,0,0.2,1,0,0,1,0,0,0,4,25.0,36,11:59:00,3,3,0,0,0.0,22,32,40.7,-7.8,15,20,42.9,-2.0,8.3,100.0,108.3,40.9,59.1,11:59:00,11:58:00,3,0,6,66.7,0,0,0,0.0
244,Kevin Fiala,2014,18,NSH,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,11,11:25:00,1,0,0,0,0.0,13,13,50.0,3.4,9,10,47.4,-3.7,0.0,85.7,85.7,63.6,36.4,11:25:00,11:25:00,2,0,3,100.0,0,0,0,0.0
245,Vernon Fiddler,2014,34,DAL,C,80,13,16,29,-5,34,2.5,9,3,1,2,15,0,1,132,9.8,1050,13:08:00,61,43,569,528,51.9,783,805,49.3,-3.5,588,576,50.5,-2.2,8.6,89.1,97.7,45.0,55.0,13:08:00,10:29:00,32,21,227,58.1,3,1,2,33.3
246,Valtteri Filppula,2014,30,TBL,C,82,12,36,48,-14,24,3.2,10,2,0,0,21,15,0,91,13.2,1559,19:01:00,27,23,573,567,50.3,1063,1056,50.2,-3.5,781,790,49.7,-4.4,8.1,90.3,98.4,52.4,47.6,19:01:00,14:19:00,46,27,151,57.6,1,0,1,0.0
247,Mike Fisher,2014,34,NSH,C,59,19,20,39,4,39,4.8,11,7,1,1,17,3,0,111,17.1,1088,18:26:00,60,125,601,548,52.3,851,792,51.8,-0.6,633,567,52.8,0.4,8.7,90.8,99.5,52.8,47.2,18:25:00,13:55:00,27,16,191,58.1,0,0,0,0.0
248,Mark Fistric,2014,28,ANA,D,9,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,1,0.0,133,14:47:00,21,28,0,0,0.0,108,124,46.6,-5.4,78,89,46.7,-6.0,8.9,86.7,95.6,47.4,52.6,14:47:00,13:45:00,4,2,10,10.0,0,0,0,0.0
249,Tomas Fleischmann,2014,30,TOT,LW,66,8,19,27,12,12,2.8,8,0,0,1,18,1,0,131,6.1,970,14:42:00,15,64,4,10,28.6,758,709,51.7,-0.5,583,557,51.1,-1.1,9.3,93.0,102.3,51.3,48.7,14:42:00,12:36:00,30,15,233,56.2,0,0,0,0.0
250,Brian Flynn,2014,26,TOT,C,63,5,12,17,-5,8,0.8,5,0,0,0,9,1,2,82,6.1,939,14:55:00,46,44,172,179,49.0,510,863,37.1,-1.7,395,599,39.7,0.1,8.8,92.8,101.7,36.3,63.7,14:54:00,12:10:00,12,17,132,62.1,0,0,0,0.0
251,Marcus Foligno,2014,23,BUF,LW,57,8,12,20,-5,50,1.6,8,0,0,0,10,1,1,66,12.1,925,16:14:00,48,193,57,75,43.2,548,895,38.0,-0.6,418,640,39.5,-0.7,8.2,93.1,101.3,43.0,57.0,16:13:00,13:51:00,28,25,108,61.1,1,0,1,0.0
252,Nick Foligno,2014,27,CBJ,LW,79,31,42,73,16,50,9.7,20,11,0,3,27,15,0,182,17.0,1488,18:50:00,52,193,125,138,47.5,1098,1036,51.5,5.3,839,793,51.4,5.9,11.2,91.4,102.6,49.9,50.1,18:50:00,14:55:00,51,23,273,66.7,4,0,4,0.0
253,Christian Folin,2014,23,MIN,D,40,2,8,10,3,13,2.2,2,0,0,0,7,1,0,39,5.1,608,15:12:00,42,46,0,0,0.0,508,507,50.0,-2.1,383,363,51.3,-1.8,9.5,91.4,101.0,49.5,50.5,15:12:00,14:28:00,9,16,86,45.3,0,0,0,0.0
254,Justin Fontaine,2014,27,MIN,RW,71,9,22,31,13,12,3.7,9,0,0,2,20,2,0,104,8.7,849,11:57:00,27,9,1,1,50.0,674,650,50.9,0.0,509,463,52.4,0.4,10.7,92.3,103.0,46.3,53.7,11:57:00,10:59:00,22,13,183,57.4,1,0,1,0.0
255,Filip Forsberg,2014,20,NSH,C,82,26,37,63,15,24,8.3,20,6,0,6,24,13,0,237,11.0,1421,17:20:00,28,108,3,4,42.9,1350,1012,57.2,6.6,994,748,57.1,6.0,9.0,91.1,100.1,69.9,30.1,17:18:00,14:22:00,50,57,471,50.3,8,3,5,37.5
256,Cam Fowler,2014,23,ANA,D,80,7,27,34,4,14,5.8,5,1,1,2,18,8,1,87,8.0,1692,21:09:00,107,47,0,0,0.0,1242,1233,50.2,-1.0,943,901,51.1,-0.3,9.3,90.5,99.8,48.0,52.0,21:08:00,16:48:00,23,52,188,46.3,0,0,0,0.0
257,Cody Franson,2014,27,TOT,D,78,7,29,36,-7,28,5.7,2,5,0,0,17,12,0,127,5.5,1531,19:38:00,132,177,0,0,0.0,1150,1153,49.9,2.4,885,863,50.6,3.3,9.0,89.9,98.8,46.0,54.0,19:38:00,15:27:00,46,69,252,50.4,0,0,0,0.0
258,Johan Franzen,2014,35,DET,C,33,7,15,22,-12,30,1.9,3,4,0,3,8,7,0,74,9.5,530,16:04:00,13,45,5,10,33.3,388,335,53.7,-0.5,292,270,52.0,-1.7,5.9,89.4,95.4,63.3,36.7,16:04:00,12:48:00,4,17,126,58.7,1,0,1,0.0
259,Colin Fraser,2014,30,STL,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,5,04:42:00,1,1,0,0,0.0,2,8,20.0,-34.8,2,6,25.0,-32.9,0.0,80.0,80.0,0.0,100.0,04:42:00,04:42:00,0,0,1,100.0,0,0,0,0.0
260,Mark Fraser,2014,28,NJD,D,34,0,4,4,2,55,1.4,0,0,0,0,3,0,1,19,0.0,553,16:17:00,51,88,0,0,0.0,319,455,41.2,-4.5,240,338,41.5,-4.0,7.8,93.9,101.7,41.1,58.9,16:16:00,14:20:00,1,13,52,36.5,0,0,0,0.0
261,Matt Fraser,2014,24,TOT,RW,60,8,4,12,-16,17,0.5,7,1,0,1,4,0,0,92,8.7,673,11:13:00,20,111,3,4,42.9,511,597,46.1,-3.2,377,444,45.9,-2.6,6.5,89.9,96.4,49.9,50.1,11:13:00,10:45:00,13,16,141,65.2,0,0,0,0.0
262,Matt Frattin,2014,27,TOR,RW,9,0,0,0,0,4,-0.1,0,0,0,0,0,0,0,6,0.0,64,07:03:00,4,4,1,0,100.0,54,59,47.8,-4.8,36,45,44.4,-8.2,0.0,100.0,100.0,38.9,61.1,07:03:00,07:01:00,0,1,11,54.5,0,0,0,0.0
263,Max Friberg,2014,22,ANA,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9,08:47:00,0,2,0,0,0.0,7,14,33.3,-30.9,5,12,29.4,-37.3,0.0,100.0,100.0,71.4,28.6,08:47:00,08:47:00,0,0,1,0.0,0,0,0,0.0
264,Michael Frolik,2014,26,WPG,RW,82,19,23,42,4,18,4.7,13,3,3,4,19,4,0,206,9.2,1435,17:30:00,42,63,14,27,34.1,1131,946,54.5,2.8,792,690,53.4,2.2,8.0,91.0,98.9,53.6,46.4,17:29:00,14:07:00,58,35,375,55.2,0,0,0,0.0
265,Marian Gaborik,2014,32,LAK,RW,69,27,20,47,7,16,6.7,16,11,0,2,13,7,0,174,15.5,1167,16:55:00,6,39,1,0,100.0,1024,735,58.2,4.8,759,555,57.8,4.9,9.3,89.6,98.9,55.3,44.7,16:55:00,14:02:00,18,43,288,60.4,6,2,4,33.3
266,Simon Gagne,2014,34,BOS,LW,23,3,1,4,0,4,0.3,3,0,0,1,1,0,0,27,11.1,260,11:18:00,7,20,1,8,11.1,205,226,47.6,-6.9,144,177,44.9,-8.4,8.0,94.2,102.2,60.4,39.6,11:18:00,10:52:00,3,7,46,58.7,0,0,0,0.0
267,Sam Gagner,2014,25,ARI,C,81,15,26,41,-28,28,3.1,9,6,0,1,20,6,0,183,8.2,1397,17:15:00,19,63,361,405,47.1,1237,1121,52.5,5.7,895,874,50.6,3.9,7.1,89.8,96.8,65.8,34.2,17:15:00,14:52:00,36,34,323,56.7,8,2,6,25.0
268,Alex Galchenyuk,2014,20,MTL,C,80,20,26,46,8,39,5.6,17,3,0,1,17,9,0,163,12.3,1314,16:26:00,44,91,82,85,49.1,1143,1105,50.8,3.5,806,793,50.4,2.4,8.7,92.7,101.4,57.3,42.7,16:26:00,14:08:00,24,28,300,54.3,11,4,7,36.4
269,T.J. Galiardi,2014,26,WPG,LW,38,1,0,1,-8,2,-0.8,1,0,0,0,0,0,0,35,2.9,398,10:28:00,14,39,2,9,18.2,250,290,46.3,-7.4,183,212,46.3,-6.7,4.2,90.9,95.1,48.3,51.7,10:28:00,08:12:00,11,7,57,63.2,0,0,0,0.0
270,Stanislav Galiev,2014,23,WSH,RW,2,1,0,1,1,0,0.2,1,0,0,0,0,0,0,2,50.0,19,09:23:00,0,3,0,0,0.0,25,12,67.6,20.3,21,9,70.0,24.2,8.3,100.0,108.3,63.6,36.4,09:23:00,09:14:00,2,1,4,50.0,0,0,0,0.0
271,Brendan Gallagher,2014,22,MTL,RW,82,24,23,47,18,31,6.6,21,3,0,6,18,5,0,254,9.4,1360,16:35:00,49,48,43,52,45.3,1277,1089,54.0,7.9,913,796,53.4,6.7,8.6,93.4,102.1,55.2,44.8,16:35:00,14:07:00,43,18,460,55.2,4,1,3,25.0
272,Ryan Garbutt,2014,29,DAL,LW,67,8,17,25,-9,55,1.6,7,0,1,2,17,0,0,143,5.6,909,13:34:00,48,82,16,9,64.0,794,811,49.5,-2.9,598,566,51.4,-1.1,9.0,88.8,97.8,41.3,58.7,13:34:00,11:54:00,27,21,264,54.2,0,0,0,0.0
273,Jake Gardiner,2014,24,TOR,D,79,4,20,24,-23,24,2.8,4,0,0,0,12,8,0,100,4.0,1657,20:58:00,83,109,0,0,0.0,1293,1295,50.0,5.7,949,1006,48.5,3.9,6.1,91.9,97.9,48.8,51.2,20:58:00,18:15:00,39,66,253,39.5,0,0,0,0.0
274,Jason Garrison,2014,30,TBL,D,70,4,26,30,27,19,6.7,3,1,0,3,16,10,0,111,3.6,1401,20:01:00,94,46,0,0,0.0,1037,966,51.8,-1.5,772,710,52.1,-1.0,10.7,93.2,103.9,52.2,47.8,20:01:00,15:59:00,21,29,236,47.0,0,0,0,0.0
275,Tyler Gaudet,2014,21,ARI,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,19,09:35:00,1,2,9,8,52.9,8,28,22.2,-25.9,7,18,28.0,-15.7,0.0,90.0,90.0,28.6,71.4,09:35:00,09:24:00,1,0,1,100.0,0,0,0,0.0
276,Johnny Gaudreau,2014,21,CGY,LW,80,24,40,64,11,14,7.8,16,8,0,4,27,13,0,167,14.4,1417,17:43:00,27,14,3,5,37.5,1095,1220,47.3,3.7,783,847,48.0,2.9,12.2,90.8,102.9,56.0,44.0,17:43:00,14:44:00,67,78,282,59.2,6,2,4,33.3
277,Paul Gaustad,2014,32,NSH,C,73,4,10,14,7,60,0.7,4,0,0,1,10,0,0,54,7.4,908,12:26:00,58,143,619,478,56.4,488,695,41.3,-13.5,362,493,42.3,-12.6,8.8,95.1,103.8,11.7,88.3,12:26:00,10:03:00,19,10,102,52.9,0,0,0,0.0
278,Luke Gazdic,2014,25,EDM,LW,40,2,1,3,-4,43,-0.1,2,0,0,0,1,0,0,26,7.7,296,07:23:00,15,76,0,0,0.0,210,286,42.3,-5.6,149,197,43.1,-4.2,5.8,92.0,97.8,55.1,44.9,07:23:00,07:23:00,1,7,46,56.5,0,0,0,0.0
279,Eric Gelinas,2014,23,NJD,D,61,6,13,19,-2,42,4.0,3,3,0,2,7,6,0,112,5.4,1004,16:28:00,50,82,0,0,0.0,717,738,49.3,2.4,534,578,48.0,1.2,7.8,93.2,101.1,61.4,38.6,16:28:00,14:09:00,13,28,244,45.9,0,0,0,0.0
280,Nathan Gerbe,2014,27,CAR,LW,78,10,18,28,-14,34,2.0,8,2,0,2,12,6,0,235,4.3,1283,16:27:00,23,73,9,6,60.0,1082,936,53.6,2.0,810,688,54.1,3.0,5.5,90.7,96.2,52.4,47.6,16:26:00,13:41:00,51,38,382,61.5,4,1,3,25.0
281,Ryan Getzlaf,2014,29,ANA,C,77,25,45,70,15,62,8.6,22,3,0,6,33,10,2,191,13.1,1548,20:06:00,95,100,632,612,50.8,1140,1054,52.0,0.7,875,743,54.1,3.0,11.6,90.3,101.8,50.7,49.3,20:05:00,15:08:00,55,71,357,53.5,2,0,2,0.0
282,Brian Gibbons,2014,26,CBJ,C,25,0,5,5,2,8,0.0,0,0,0,0,4,1,0,21,0.0,346,13:49:00,17,14,4,5,44.4,216,255,45.9,0.9,168,182,48.0,3.4,5.1,97.7,102.8,49.4,50.6,13:49:00,11:16:00,7,5,38,55.3,0,0,0,0.0
283,Tom Gilbert,2014,32,MTL,D,72,4,8,12,10,30,4.0,4,0,0,0,8,0,0,70,5.7,1392,19:20:00,164,55,0,0,0.0,1007,1208,45.5,-3.4,730,822,47.0,-1.5,8.5,93.5,102.0,41.6,58.4,19:20:00,16:37:00,11,53,154,45.5,0,0,0,0.0
284,Brian Gionta,2014,36,BUF,RW,69,13,22,35,-13,18,3.0,9,3,1,2,16,6,0,153,8.5,1246,18:03:00,31,61,69,100,40.8,790,1139,41.0,4.5,592,821,41.9,4.0,7.8,92.4,100.2,43.4,56.6,18:03:00,14:36:00,31,20,253,60.5,7,2,5,28.6
285,Stephen Gionta,2014,31,NJD,RW,61,5,8,13,4,12,1.0,5,0,0,1,6,0,2,84,6.0,804,13:11:00,41,94,155,239,39.3,473,538,46.8,-1.6,356,404,46.8,-0.6,7.7,94.1,101.8,38.2,61.8,13:11:00,10:53:00,19,11,129,65.1,0,0,0,0.0
286,Mark Giordano,2014,31,CGY,D,61,11,37,48,13,37,9.0,8,2,1,2,25,12,0,157,7.0,1536,1900-01-01 01:10:00,128,59,0,0,0.0,1108,1119,49.8,6.9,782,778,50.1,5.9,10.7,91.6,102.3,43.6,56.4,1900-01-01 01:11:00,19:42:00,35,51,357,44.0,0,0,0,0.0
287,Dan Girardi,2014,30,NYR,D,82,4,16,20,12,22,4.5,3,1,0,1,13,2,1,111,3.6,1861,22:42:00,184,224,0,0,0.0,1306,1517,46.3,-5.5,962,1105,46.5,-5.0,9.6,92.3,101.8,42.4,57.6,22:41:00,18:25:00,33,60,225,49.3,0,0,0,0.0
288,Zemgus Girgensons,2014,21,BUF,C,61,15,15,30,-16,25,2.6,11,1,3,1,12,3,0,115,13.0,1164,19:05:00,62,127,440,556,44.2,598,1036,36.6,-0.6,451,738,37.9,-0.3,8.1,91.3,99.3,40.4,59.6,19:03:00,14:50:00,19,12,183,62.8,8,2,6,25.0
289,Claude Giroux,2014,27,PHI,C,81,25,48,73,-3,36,7.9,11,14,0,4,25,23,0,279,9.0,1666,20:34:00,28,110,1063,807,56.8,1418,1223,53.7,6.5,1004,891,53.0,5.9,7.3,91.3,98.6,54.0,46.0,20:34:00,16:30:00,40,36,487,57.3,12,1,11,8.3
290,Tanner Glass,2014,31,NYR,LW,66,1,5,6,-12,98,-1.0,1,0,0,0,5,0,0,53,1.9,676,10:15:00,32,211,10,11,47.6,453,598,43.1,-8.7,338,462,42.3,-9.2,5.8,91.5,97.3,32.9,67.1,10:15:00,09:10:00,8,15,90,58.9,0,0,0,0.0
291,Tim Gleason,2014,32,TOT,D,72,1,8,9,-13,55,1.9,1,0,0,0,8,0,0,54,1.9,1176,16:20:00,108,167,0,0,0.0,919,945,49.3,-3.0,675,693,49.3,-2.8,6.8,90.4,97.3,54.1,45.9,16:20:00,14:22:00,11,22,110,49.1,0,0,0,0.0
292,Curtis Glencross,2014,32,TOT,LW,71,13,22,35,2,45,3.5,9,4,0,1,15,7,0,108,12.0,1111,15:39:00,50,124,8,10,44.4,805,923,46.6,-0.1,568,650,46.6,-1.1,9.3,92.6,101.9,42.5,57.5,15:39:00,13:30:00,34,52,194,55.7,0,0,0,0.0
293,Luke Glendening,2014,25,DET,C,82,12,6,18,5,34,1.6,11,1,0,2,6,0,0,104,11.5,1207,14:43:00,73,147,499,463,51.9,644,835,43.5,-12.8,489,624,43.9,-10.8,8.0,94.3,102.3,34.6,65.4,14:43:00,11:12:00,26,14,151,68.9,0,0,0,0.0
294,Marcel Goc,2014,31,TOT,C,74,3,6,9,-3,8,-0.2,3,0,0,0,5,0,1,77,3.9,864,11:41:00,35,87,372,309,54.6,523,523,50.0,-2.9,390,389,50.1,-3.2,4.6,94.6,99.2,45.2,54.8,11:41:00,09:07:00,18,13,130,59.2,0,0,0,0.0
295,Alex Goligoski,2014,29,DAL,D,81,4,32,36,0,24,5.2,4,0,0,0,22,8,2,122,3.3,1929,23:49:00,157,100,0,0,0.0,1637,1447,53.1,1.6,1199,1046,53.4,1.9,9.4,89.7,99.1,49.1,50.9,23:49:00,18:46:00,30,83,282,43.3,0,0,0,0.0
296,Cody Goloubef,2014,25,CBJ,D,36,0,9,9,12,19,2.4,0,0,0,0,8,0,1,23,0.0,560,15:34:00,32,44,0,0,0.0,448,444,50.2,1.4,343,344,49.9,1.3,9.4,95.5,104.9,48.9,51.1,15:34:00,14:39:00,3,14,67,34.3,0,0,0,0.0
297,Scott Gomez,2014,35,NJD,C,58,7,27,34,-10,23,2.8,7,0,0,1,13,14,0,70,10.0,958,16:31:00,15,24,357,418,46.1,709,770,47.9,3.1,537,565,48.7,4.2,7.7,91.8,99.5,56.5,43.5,16:31:00,14:31:00,22,37,109,64.2,6,2,4,33.3
298,Sergei Gonchar,2014,40,TOT,D,48,1,13,14,6,18,3.0,1,0,0,0,9,4,0,46,2.2,849,17:41:00,71,45,1,0,100.0,639,732,46.6,-3.0,464,527,46.8,-3.4,7.1,95.1,102.3,48.6,51.4,17:41:00,15:15:00,5,29,123,37.4,0,0,0,0.0
299,Barclay Goodrow,2014,21,SJS,RW,60,4,8,12,-1,35,0.6,4,0,0,2,7,0,1,68,5.9,664,11:04:00,24,76,12,11,52.2,528,591,47.2,-5.2,381,422,47.4,-4.9,7.1,93.2,100.3,46.3,53.7,11:04:00,10:17:00,27,24,131,51.9,2,0,2,0.0
300,Boyd Gordon,2014,31,EDM,C,68,6,7,13,-5,17,0.5,4,1,1,1,6,0,1,65,9.2,906,13:20:00,80,31,681,526,56.4,529,671,44.1,-5.4,391,453,46.3,-2.0,6.2,92.1,98.3,21.7,78.3,13:20:00,10:25:00,21,19,114,57.0,1,0,1,0.0
301,Josh Gorges,2014,30,BUF,D,46,0,6,6,-28,16,-0.3,0,0,0,0,5,0,1,28,0.0,1029,22:22:00,148,75,0,0,0.0,505,957,34.5,-3.6,382,674,36.2,-2.3,6.1,91.0,97.1,34.6,65.4,22:22:00,18:26:00,7,20,63,44.4,0,0,0,0.0
302,Brandon Gormley,2014,22,ARI,D,27,2,2,4,-7,10,0.7,1,1,0,0,2,0,0,39,5.1,414,15:19:00,32,26,0,0,0.0,336,358,48.4,0.8,247,264,48.3,1.7,5.5,90.4,95.9,56.9,43.1,15:19:00,13:01:00,6,7,74,52.7,0,0,0,0.0
303,Shayne Gostisbehere,2014,21,PHI,D,2,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,2,0.0,25,12:34:00,1,0,0,0,0.0,16,28,36.4,-3.8,11,22,33.3,-11.4,0.0,87.5,87.5,63.6,36.4,12:34:00,10:24:00,1,3,6,33.3,0,0,0,0.0
304,Michael Grabner,2014,27,NYI,RW,34,8,5,13,4,4,1.7,8,0,0,0,5,0,0,63,12.7,440,12:56:00,21,62,0,2,0.0,404,400,50.2,-2.5,296,265,52.8,-0.5,8.0,93.2,101.2,38.2,61.8,12:56:00,11:31:00,25,17,120,52.5,0,0,0,0.0
305,Mikhail Grabovski,2014,31,NYI,C,51,9,10,19,3,8,2.0,9,0,0,2,9,1,0,81,11.1,728,14:16:00,19,11,38,45,45.8,713,560,56.0,3.6,508,387,56.8,2.8,7.5,92.4,99.9,45.2,54.8,14:16:00,12:38:00,26,31,168,48.2,1,0,1,0.0
306,Petter Granberg,2014,22,TOR,D,7,0,0,0,1,6,0.2,0,0,0,0,0,0,0,1,0.0,80,11:27:00,7,16,0,0,0.0,41,56,42.3,-10.7,28,36,43.8,-7.7,5.3,96.2,101.4,53.3,46.7,11:27:00,09:06:00,2,3,2,50.0,0,0,0,0.0
307,Markus Granlund,2014,21,CGY,C,48,8,10,18,-4,16,1.6,7,1,0,1,9,1,0,65,12.3,642,13:22:00,25,44,198,331,37.4,449,635,41.4,-4.7,328,416,44.1,-2.7,10.1,89.8,99.9,52.2,47.8,13:22:00,11:59:00,27,16,121,53.7,0,0,0,0.0
308,Mikael Granlund,2014,22,MIN,C,68,8,31,39,17,20,4.1,8,0,0,2,23,8,0,99,8.1,1217,17:54:00,45,47,476,508,48.4,1068,992,51.8,1.3,788,708,52.7,0.8,9.9,91.6,101.6,59.6,40.4,17:52:00,15:14:00,34,24,194,51.5,1,0,1,0.0
