,Player,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV_A,PP_A,SH_A,GW,EV_A,PP_A,SH_A,S,S_Pct,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TOI/60,TOI(EV),TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
669,Anthony Richard,2019,23,NSH,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,2,0.0,4,04:10:00,0,0,0,0,0.0,4,5,44.4,-5.0,4,4,50.0,-3.0,0.0,75.0,75.0,100.0,0.0,04:10:00,04:10:00,0,0,2,100.0,0.0,0.0,0.0,0.0
670,Brad Richardson,2019,34,ARI,C,59,6,5,11,1,20,0.6,5,0,1,3,4,0,1,76,7.9,805,13:39:00,44,77,355,303,54.0,535,724,42.5,-7.4,407,536,43.2,-6.5,7.6,92.8,100.4,29.5,70.5,13:39:00,10:54:00,12,18,133,57.1,0.0,0.0,0.0,0.0
671,Tobias Rieder,2019,27,CGY,C,55,4,6,10,-12,6,0.0,3,0,1,0,5,0,1,77,5.2,610,11:05:00,26,30,11,42,20.8,508,541,48.4,-2.8,384,403,48.8,-1.6,4.2,91.8,96.0,45.7,54.3,11:05:00,09:20:00,17,8,129,59.7,0.0,0.0,0.0,0.0
672,Morgan Rielly,2019,25,TOR,D,47,3,24,27,6,24,3.9,3,0,0,2,17,7,0,123,2.4,1137,1900-01-01 00:12:00,67,38,0,1,0.0,1008,950,51.5,-2.0,756,750,50.2,-2.8,9.9,90.8,100.7,50.0,50.0,1900-01-01 00:10:00,19:29:00,17,42,261,47.1,1.0,0.0,1.0,0.0
673,Juuso Riikola,2019,26,PIT,D,36,1,6,7,3,6,1.5,1,0,0,0,4,2,0,38,2.6,500,13:53:00,24,74,0,0,0.0,414,372,52.7,3.3,306,267,53.4,4.1,6.0,93.9,99.9,56.4,43.6,13:53:00,12:39:00,8,16,83,45.8,0.0,0.0,0.0,0.0
674,Zac Rinaldo,2019,29,CGY,C,19,3,2,5,-1,34,0.5,3,0,0,2,2,0,0,19,15.8,157,08:16:00,8,69,0,0,0.0,135,185,42.2,-7.0,107,146,42.3,-6.7,7.8,92.5,100.2,47.0,53.0,08:16:00,08:14:00,5,5,28,67.9,0.0,0.0,0.0,0.0
675,Rasmus Ristolainen,2019,25,BUF,D,69,6,27,33,-2,46,5.4,4,2,0,0,19,7,1,128,4.7,1573,22:48:00,82,203,0,0,0.0,1020,1165,46.7,-4.2,788,922,46.1,-4.3,11.1,90.5,101.6,47.6,52.4,22:48:00,18:10:00,17,24,214,59.8,0.0,0.0,0.0,0.0
676,Brett Ritchie,2019,26,BOS,RW,27,2,4,6,-3,21,0.3,2,0,0,1,3,1,0,34,5.9,281,10:24:00,3,89,2,3,40.0,224,208,51.9,1.3,171,168,50.4,0.3,9.0,90.6,99.6,55.6,44.4,10:24:00,09:52:00,3,4,57,59.6,0.0,0.0,0.0,0.0
677,Nick Ritchie,2019,24,TOT,LW,48,9,12,21,1,97,2.1,7,2,0,2,11,1,0,78,11.5,680,14:10:00,17,102,1,7,12.5,583,546,51.6,5.0,459,408,52.9,6.6,7.9,92.0,99.9,52.2,47.8,14:10:00,12:10:00,11,20,138,56.5,0.0,0.0,0.0,0.0
678,Jason Robertson,2019,20,DAL,LW,3,0,1,1,0,0,0.0,0,0,0,0,0,1,0,4,0.0,37,12:19:00,0,1,0,0,0.0,25,26,49.0,8.6,16,20,44.4,2.7,16.7,84.6,101.3,58.3,41.7,12:19:00,11:06:00,1,0,6,66.7,0.0,0.0,0.0,0.0
679,Buddy Robinson,2019,28,CGY,RW,5,1,0,1,0,7,0.1,1,0,0,0,0,0,0,6,16.7,61,12:14:00,5,14,0,0,0.0,49,57,46.2,-2.8,38,39,49.4,3.2,3.8,96.2,100.0,45.9,54.1,12:03:00,09:46:00,2,1,14,42.9,0.0,0.0,0.0,0.0
680,Eric Robinson,2019,24,CBJ,LW,50,7,5,12,10,12,1.6,7,0,0,3,5,0,0,69,10.1,548,10:57:00,15,79,4,7,36.4,463,438,51.4,4.1,356,317,52.9,4.1,8.6,94.3,102.9,50.5,49.5,10:57:00,10:37:00,13,11,117,59.0,0.0,0.0,0.0,0.0
681,Evan Rodrigues,2019,26,TOT,C,45,6,4,10,-8,14,0.5,5,1,0,1,4,0,0,75,8.0,508,11:17:00,15,24,121,136,47.1,380,372,50.5,-0.8,282,278,50.4,-1.0,6.6,90.1,96.7,47.0,53.0,11:17:00,10:03:00,14,13,112,67.0,0.0,0.0,0.0,0.0
682,Kevin Rooney,2019,26,NJD,C,49,4,5,9,8,20,0.8,2,0,2,0,4,0,1,59,6.8,575,11:44:00,32,64,175,197,47.0,359,472,43.2,-3.2,264,349,43.1,-4.2,8.5,95.9,104.4,32.3,67.7,11:44:00,09:23:00,17,13,97,60.8,0.0,0.0,0.0,0.0
683,Calle Rosen,2019,25,TOT,D,12,0,3,3,0,4,0.4,0,0,0,0,3,0,0,14,0.0,163,13:35:00,7,3,0,0,0.0,152,156,49.4,-0.1,114,123,48.1,-1.5,6.0,93.2,99.1,57.0,43.0,13:35:00,12:57:00,2,8,36,38.9,0.0,0.0,0.0,0.0
684,Jack Roslovic,2019,23,WPG,C,71,12,17,29,4,12,2.5,11,1,0,0,16,1,0,117,10.3,1058,14:54:00,21,58,70,78,47.3,937,880,51.6,3.4,689,697,49.7,2.4,8.3,93.2,101.5,56.4,43.6,14:54:00,13:33:00,24,38,206,56.8,0.0,0.0,0.0,0.0
685,Antoine Roussel,2019,30,VAN,LW,41,7,6,13,0,43,1.2,6,1,0,1,5,1,0,55,12.7,485,11:50:00,14,44,6,6,50.0,404,459,46.8,0.1,322,339,48.7,1.3,10.6,91.2,101.8,52.2,47.8,11:50:00,10:30:00,7,13,92,59.8,0.0,0.0,0.0,0.0
686,Carter Rowney,2019,30,ANA,RW,71,8,11,19,5,14,1.6,6,0,2,1,9,0,2,63,12.7,910,12:49:00,42,189,47,56,45.6,582,801,42.1,-7.6,453,608,42.7,-6.9,9.1,93.6,102.7,36.2,63.8,12:49:00,10:11:00,24,26,114,55.3,0.0,0.0,0.0,0.0
687,Matt Roy,2019,24,LAK,D,70,4,14,18,16,10,5.2,4,0,0,0,13,1,0,112,3.6,1268,18:07:00,100,132,0,0,0.0,1229,961,56.1,4.3,936,717,56.6,5.7,8.8,92.1,100.9,54.2,45.8,18:07:00,16:39:00,7,43,242,46.3,0.0,0.0,0.0,0.0
688,Nicolas Roy,2019,22,VEG,C,28,5,5,10,3,8,1.1,4,1,0,1,5,0,0,42,11.9,320,11:26:00,7,39,93,100,48.2,296,186,61.4,5.2,223,140,61.4,4.7,7.9,89.2,97.1,57.7,42.3,11:26:00,10:45:00,10,6,65,64.6,0.0,0.0,0.0,0.0
689,German Rubtsov,2019,21,PHI,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,27,06:48:00,4,4,6,8,42.9,8,21,27.6,-25.1,5,13,27.8,-25.9,0.0,90.9,90.9,54.5,45.5,06:48:00,06:48:00,1,1,1,100.0,0.0,0.0,0.0,0.0
690,Chad Ruhwedel,2019,29,PIT,D,41,2,4,6,4,12,1.7,2,0,0,0,4,0,0,44,4.5,606,14:46:00,25,74,0,0,0.0,452,469,49.1,-1.1,346,350,49.7,-1.1,8.8,92.7,101.5,52.5,47.5,14:46:00,13:27:00,7,17,84,52.4,0.0,0.0,0.0,0.0
691,Kris Russell,2019,32,EDM,D,55,0,9,9,0,14,1.9,0,0,0,0,8,0,1,45,0.0,923,16:47:00,101,71,0,0,0.0,565,744,43.2,-4.9,426,517,45.2,-2.9,6.6,93.7,100.3,43.5,56.5,16:47:00,14:24:00,31,38,82,54.9,0.0,0.0,0.0,0.0
692,Patrick Russell,2019,27,EDM,RW,45,0,5,5,-11,12,-0.7,0,0,0,0,5,0,0,58,0.0,511,11:22:00,25,64,2,2,50.0,381,444,46.2,-2.5,285,318,47.3,-1.3,4.6,90.0,94.6,32.1,67.9,11:22:00,10:19:00,9,13,94,61.7,0.0,0.0,0.0,0.0
693,Bryan Rust,2019,27,PIT,RW,55,27,29,56,14,30,7.1,18,8,1,4,19,9,1,151,17.9,1087,19:46:00,35,71,2,8,20.0,826,795,51.0,0.2,644,590,52.2,1.3,12.5,89.7,102.2,59.0,41.0,19:46:00,15:19:00,29,37,244,61.9,2.0,2.0,0.0,100.0
694,Jan Rutta,2019,29,TBL,D,33,1,6,7,6,14,1.5,1,0,0,0,6,0,0,43,2.3,513,15:33:00,21,19,0,0,0.0,458,398,53.5,1.3,345,318,52.0,-0.2,11.3,91.3,102.6,50.9,49.1,15:33:00,13:54:00,2,8,81,53.1,0.0,0.0,0.0,0.0
695,Bobby Ryan,2019,32,OTT,LW,24,5,3,8,3,22,0.9,5,0,0,0,3,0,0,43,11.6,324,13:31:00,13,41,3,2,60.0,282,248,53.2,4.8,200,184,52.1,2.7,9.0,93.2,102.2,57.2,42.8,13:31:00,10:48:00,12,18,95,45.3,2.0,0.0,2.0,0.0
696,Derek Ryan,2019,33,CGY,C,68,10,19,29,9,10,2.8,8,1,1,0,15,3,1,102,9.8,989,14:33:00,34,12,383,349,52.3,752,792,48.7,-1.8,561,592,48.7,-0.8,8.1,94.4,102.5,48.1,51.9,14:32:00,11:48:00,34,26,170,60.6,1.0,1.0,0.0,100.0
697,Joakim Ryan,2019,26,LAK,D,35,1,4,5,-10,10,0.8,1,0,0,0,4,0,0,54,1.9,670,19:09:00,46,24,0,0,0.0,545,496,52.4,-3.2,429,377,53.2,-1.3,4.2,91.9,96.1,53.6,46.4,19:09:00,17:24:00,6,28,99,54.5,0.0,0.0,0.0,0.0
698,Brandon Saad,2019,27,CHI,LW,58,21,12,33,2,16,3.9,18,1,2,5,12,0,0,140,15.0,971,16:45:00,19,36,23,35,39.7,833,804,50.9,3.5,622,611,50.4,3.0,8.3,91.4,99.8,53.2,46.8,16:45:00,13:40:00,40,25,214,65.4,0.0,0.0,0.0,0.0
699,Aleksi Saarela,2019,23,FLA,C,9,2,2,4,2,0,0.5,2,0,0,0,1,1,0,15,13.3,110,12:15:00,3,1,7,11,38.9,91,108,45.7,-0.1,77,77,50.0,6.6,7.7,94.8,102.5,49.0,51.0,12:15:00,11:14:00,6,3,24,62.5,0.0,0.0,0.0,0.0
700,Scott Sabourin,2019,27,OTT,F,35,2,4,6,-6,33,0.2,2,0,0,0,4,0,0,29,6.9,246,07:01:00,13,74,0,1,0.0,214,265,44.7,-5.5,158,185,46.1,-4.1,6.5,90.2,96.7,48.3,51.7,07:01:00,06:55:00,5,6,49,59.2,0.0,0.0,0.0,0.0
701,Miikka Salomaki,2019,26,NSH,RW,5,1,0,1,2,4,0.2,1,0,0,1,0,0,0,2,50.0,61,12:09:00,3,9,0,0,0.0,38,45,45.8,-8.3,27,28,49.1,-4.8,9.5,100.0,109.5,28.1,71.9,12:09:00,11:38:00,1,3,5,40.0,0.0,0.0,0.0,0.0
702,Rasmus Sandin,2019,19,TOR,D,28,1,7,8,-7,10,0.5,1,0,0,1,5,2,0,22,4.5,401,14:19:00,22,33,0,0,0.0,358,296,54.7,4.0,256,241,51.5,0.5,8.2,88.3,96.5,56.1,43.9,14:19:00,13:18:00,2,15,48,45.8,0.0,0.0,0.0,0.0
703,Zach Sanford,2019,25,STL,LW,58,16,14,30,13,28,3.9,15,1,0,3,14,0,0,90,17.8,797,13:44:00,32,109,1,8,11.1,649,605,51.8,1.8,512,483,51.5,2.0,10.3,92.0,102.3,54.0,46.0,13:44:00,12:23:00,18,19,159,56.6,0.0,0.0,0.0,0.0
704,Travis Sanheim,2019,23,PHI,D,69,8,17,25,4,32,4.7,8,0,0,0,13,4,0,110,7.3,1391,20:09:00,79,41,0,0,0.0,1151,1067,51.9,1.0,864,817,51.4,0.5,10.0,89.7,99.7,49.4,50.6,20:09:00,17:20:00,22,53,226,48.7,0.0,0.0,0.0,0.0
705,Steven Santini,2019,24,NSH,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0.0,19,09:33:00,0,3,0,0,0.0,15,11,57.7,-9.0,13,8,61.9,-6.6,28.6,85.7,114.3,60.0,40.0,09:33:00,09:16:00,0,0,2,50.0,0.0,0.0,0.0,0.0
706,Ashton Sautner,2019,25,VAN,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,3,02:49:00,0,0,0,0,0.0,2,3,40.0,-11.9,1,3,25.0,-38.3,0.0,100.0,100.0,50.0,50.0,02:49:00,02:49:00,0,0,1,100.0,0.0,0.0,0.0,0.0
707,David Savard,2019,29,CBJ,D,68,0,11,11,-3,35,2.9,0,0,0,0,9,2,0,97,0.0,1407,20:41:00,163,129,0,0,0.0,1102,1270,46.5,-3.3,867,889,49.4,-1.4,7.6,92.1,99.6,41.5,58.5,20:41:00,18:22:00,18,43,193,50.3,0.0,0.0,0.0,0.0
708,Luca Sbisa,2019,30,WPG,D,44,2,8,10,1,37,2.0,2,0,0,0,8,0,0,49,4.1,789,17:56:00,71,91,0,0,0.0,582,683,46.0,-3.1,445,536,45.4,-2.0,9.3,91.5,100.8,50.4,49.6,17:56:00,15:54:00,4,26,99,49.5,0.0,0.0,0.0,0.0
709,Marco Scandella,2019,29,TOT,D,62,4,9,13,14,20,3.8,4,0,0,0,9,0,0,77,5.2,1090,17:35:00,60,78,0,0,0.0,867,808,51.8,-0.3,659,607,52.1,0.8,10.1,92.5,102.6,50.2,49.8,17:35:00,15:30:00,18,49,171,45.0,0.0,0.0,0.0,0.0
710,Colton Sceviour,2019,30,FLA,C,69,6,10,16,2,6,0.6,6,0,0,0,10,0,0,114,5.3,914,13:15:00,72,91,65,82,44.2,638,799,44.4,-6.8,497,568,46.7,-4.2,7.6,93.2,100.8,25.2,74.8,13:13:00,10:33:00,26,35,171,66.7,0.0,0.0,0.0,0.0
711,Tim Schaller,2019,29,TOT,LW,53,5,1,6,-14,14,-0.5,4,0,1,0,1,0,0,49,10.2,613,11:34:00,28,51,7,11,38.9,343,505,40.4,-10.7,260,367,41.5,-10.1,4.9,90.7,95.7,34.5,65.5,11:34:00,08:45:00,14,9,86,57.0,0.0,0.0,0.0,0.0
712,Mark Scheifele,2019,26,WPG,C,71,29,44,73,2,45,7.6,19,10,0,6,34,10,0,170,17.1,1548,21:48:00,49,34,605,685,46.9,1256,1294,49.3,0.3,952,1041,47.8,-0.3,11.9,89.2,101.1,57.8,42.2,21:48:00,18:11:00,57,46,288,59.0,3.0,2.0,1.0,66.7
713,Brayden Schenn,2019,28,STL,C,71,25,33,58,3,44,6.4,15,10,0,4,22,11,0,138,18.1,1311,18:28:00,21,119,350,364,49.0,948,922,50.7,0.1,720,704,50.6,0.1,9.5,91.2,100.7,53.9,46.1,18:26:00,15:06:00,26,39,224,61.6,2.0,0.0,2.0,0.0
714,Luke Schenn,2019,30,TBL,D,25,1,2,3,-8,23,-0.1,1,0,0,0,2,0,0,31,3.2,311,12:27:00,21,83,0,0,0.0,247,274,47.4,-8.0,186,208,47.2,-8.2,7.5,87.7,95.2,50.0,50.0,12:27:00,10:43:00,5,10,56,55.4,0.0,0.0,0.0,0.0
715,Nick Schmaltz,2019,23,ARI,C,70,11,34,45,3,20,4.3,9,2,0,2,23,11,0,95,11.6,1087,15:32:00,35,12,160,216,42.6,894,889,50.1,2.5,679,684,49.8,2.2,8.6,92.1,100.7,59.1,40.9,15:32:00,13:02:00,52,27,188,50.5,9.0,4.0,5.0,44.4
716,Nate Schmidt,2019,28,VEG,D,59,7,24,31,11,12,5.6,6,1,0,0,18,6,0,112,6.3,1279,21:41:00,91,25,0,0,0.0,1148,1021,52.9,-3.5,862,766,52.9,-4.0,9.0,91.8,100.8,49.7,50.3,21:40:00,19:00:00,33,39,225,49.8,0.0,0.0,0.0,0.0
717,Justin Schultz,2019,29,PIT,D,46,3,9,12,-13,6,1.3,3,0,0,0,3,6,0,86,3.5,914,19:53:00,50,36,0,0,0.0,719,708,50.4,-0.9,574,530,52.0,0.8,7.3,89.1,96.4,56.4,43.6,19:53:00,16:54:00,6,18,178,48.3,0.0,0.0,0.0,0.0
718,Jaden Schwartz,2019,27,STL,C,71,22,35,57,3,18,6.0,13,9,0,4,24,11,0,162,13.6,1291,18:11:00,28,60,9,11,45.0,953,858,52.6,2.8,726,662,52.3,2.5,8.9,91.4,100.4,54.0,46.0,18:10:00,14:52:00,50,29,286,56.6,0.0,0.0,0.0,0.0
719,Brent Seabrook,2019,34,CHI,D,32,3,1,4,1,8,1.2,2,1,0,1,1,0,0,40,7.5,581,18:09:00,61,52,0,0,0.0,451,564,44.4,-6.0,328,420,43.9,-5.6,7.9,94.0,101.9,46.2,53.8,18:09:00,15:45:00,3,27,78,51.3,0.0,0.0,0.0,0.0
720,Nick Seeler,2019,26,TOT,D,12,0,1,1,-8,15,-0.4,0,0,0,0,1,0,0,5,0.0,143,11:56:00,21,19,0,0,0.0,105,167,38.6,-9.3,79,120,39.7,-8.5,4.1,89.7,93.7,56.6,43.4,11:56:00,11:14:00,1,7,17,29.4,0.0,0.0,0.0,0.0
721,Tyler Seguin,2019,28,DAL,C,69,17,33,50,-2,22,4.9,14,3,0,6,21,12,0,245,6.9,1321,19:09:00,31,90,538,387,58.2,1132,1123,50.2,1.2,830,830,50.0,1.1,7.6,92.3,99.9,51.0,49.0,19:08:00,15:44:00,34,52,395,62.0,5.0,3.0,2.0,60.0
722,Andrej Sekera,2019,33,DAL,D,57,2,6,8,9,14,3.2,1,0,1,0,6,0,0,63,3.2,1026,18:00:00,75,34,0,0,0.0,766,846,47.5,-2.7,575,616,48.3,-1.1,5.7,96.1,101.9,44.9,55.1,18:00:00,15:37:00,8,50,128,49.2,0.0,0.0,0.0,0.0
723,Brett Seney,2019,23,NJD,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,20,09:56:00,0,2,0,2,0.0,13,13,50.0,-2.5,8,10,44.4,-10.0,0.0,85.7,85.7,50.0,50.0,09:56:00,09:56:00,1,3,2,50.0,0.0,0.0,0.0,0.0
724,Zachary Senyshyn,2019,22,BOS,RW,4,0,2,2,1,0,0.2,0,0,0,0,2,0,0,1,0.0,34,08:26:00,1,2,1,0,100.0,30,22,57.7,4.7,24,17,58.5,8.3,9.5,100.0,109.5,46.2,53.8,08:26:00,08:22:00,1,1,4,25.0,0.0,0.0,0.0,0.0
725,Mikhail Sergachev,2019,21,TBL,D,70,10,24,34,15,58,6.3,4,5,1,0,16,8,0,118,8.5,1426,20:22:00,99,106,0,0,0.0,1177,1046,52.9,1.3,852,798,51.6,0.4,9.4,92.1,101.5,54.7,45.3,20:22:00,17:01:00,18,39,274,43.1,1.0,1.0,0.0,100.0
726,Damon Severson,2019,25,NJD,D,69,8,23,31,-20,52,4.4,5,3,0,2,16,7,0,114,7.0,1584,22:58:00,97,81,0,0,0.0,1112,1236,47.4,2.3,841,907,48.1,2.2,7.6,89.8,97.4,45.0,55.0,22:58:00,18:13:00,35,73,221,51.6,2.0,1.0,1.0,50.0
727,Michael Sgarbossa,2019,27,WSH,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,16,08:07:00,0,3,3,3,50.0,11,12,47.8,-6.5,9,10,47.4,-6.4,0.0,100.0,100.0,50.0,50.0,08:07:00,08:07:00,2,1,4,25.0,0.0,0.0,0.0,0.0
728,Kevin Shattenkirk,2019,31,TBL,D,70,8,26,34,22,38,6.6,7,1,0,0,20,6,0,131,6.1,1323,18:54:00,66,62,0,0,0.0,1177,1014,53.7,2.5,870,776,52.9,2.2,9.8,93.7,103.6,53.2,46.8,18:53:00,16:50:00,32,34,246,53.3,0.0,0.0,0.0,0.0
729,Andrew Shaw,2019,28,CHI,C,26,3,7,10,-4,33,0.5,2,1,0,0,6,1,0,46,6.5,376,14:27:00,9,74,42,51,45.2,328,318,50.8,3.7,229,246,48.2,1.5,8.8,91.3,100.1,49.2,50.8,14:27:00,11:47:00,12,15,69,66.7,0.0,0.0,0.0,0.0
730,Logan Shaw,2019,28,WPG,RW,35,3,2,5,0,0,0.4,3,0,0,0,1,1,0,20,15.0,239,06:49:00,13,24,11,9,55.0,133,229,36.7,-12.6,100,160,38.5,-9.6,5.8,96.2,102.0,44.7,55.3,06:49:00,06:40:00,2,5,36,55.6,0.0,0.0,0.0,0.0
731,Riley Sheahan,2019,28,EDM,C,66,8,7,15,-13,6,0.6,7,0,1,1,6,0,1,70,11.4,844,12:48:00,33,26,409,425,49.0,516,664,43.7,-5.0,399,486,45.1,-3.9,7.3,89.7,97.0,32.3,67.7,12:47:00,10:15:00,36,25,109,64.2,0.0,0.0,0.0,0.0
732,Conor Sheary,2019,27,TOT,LW,63,10,13,23,-5,10,1.9,9,1,0,1,11,2,0,102,9.8,826,13:06:00,26,28,1,3,25.0,664,654,50.4,0.3,504,515,49.5,-0.2,8.7,90.0,98.7,50.7,49.3,13:06:00,11:53:00,19,18,167,61.1,0.0,0.0,0.0,0.0
733,Kiefer Sherwood,2019,24,ANA,RW,10,0,1,1,-1,6,-0.1,0,0,0,0,1,0,0,17,0.0,133,13:20:00,4,24,3,1,75.0,83,110,43.0,-4.6,63,86,42.3,-5.7,7.5,95.4,102.9,46.9,53.1,13:20:00,12:17:00,4,7,33,51.5,0.0,0.0,0.0,0.0
734,Kole Sherwood,2019,23,CBJ,RW,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,6,0.0,20,06:38:00,1,10,0,1,0.0,23,15,60.5,10.1,19,10,65.5,10.9,0.0,100.0,100.0,46.7,53.3,06:38:00,06:38:00,2,0,6,100.0,0.0,0.0,0.0,0.0
735,Devin Shore,2019,25,TOT,C,45,5,7,12,-10,8,0.6,5,0,0,1,5,2,0,50,10.0,524,11:39:00,14,52,47,53,47.0,409,499,45.0,-2.8,324,383,45.8,-2.5,7.6,89.7,97.4,50.6,49.4,11:39:00,10:33:00,12,8,79,63.3,0.0,0.0,0.0,0.0
736,Nick Shore,2019,27,TOT,C,63,3,3,6,1,20,-0.1,3,0,0,0,3,0,0,45,6.7,578,09:11:00,20,55,211,170,55.4,358,465,43.5,-7.8,268,348,43.5,-6.5,5.8,95.9,101.7,26.0,74.0,09:11:00,07:38:00,14,16,77,58.4,0.0,0.0,0.0,0.0
737,Jonas Siegenthaler,2019,22,WSH,D,64,2,7,9,11,43,2.3,2,0,0,1,7,0,0,49,4.1,1007,15:44:00,105,51,0,0,0.0,755,737,50.6,-2.6,574,540,51.5,-1.2,8.1,93.3,101.4,46.6,53.4,15:44:00,12:22:00,13,32,110,44.5,0.0,0.0,0.0,0.0
738,Dylan Sikura,2019,24,CHI,C,9,1,2,3,1,0,0.3,1,0,0,0,2,0,0,10,10.0,89,09:54:00,2,0,0,3,0.0,84,93,47.5,-2.2,67,74,47.5,-1.0,7.7,94.8,102.5,54.2,45.8,09:54:00,09:53:00,2,0,12,83.3,0.0,0.0,0.0,0.0
739,Jakob Silfverberg,2019,29,ANA,LW,66,21,18,39,0,14,4.4,15,4,2,1,15,3,0,155,13.5,1167,17:41:00,41,28,8,33,19.5,841,852,49.7,2.0,629,650,49.2,1.1,10.6,89.3,99.9,51.7,48.3,17:41:00,13:30:00,40,32,270,57.4,4.0,2.0,2.0,50.0
740,Radim Simek,2019,27,SJS,D,48,2,7,9,-13,14,1.4,2,0,0,0,7,0,0,40,5.0,825,17:11:00,60,91,0,0,0.0,652,755,46.3,-6.2,471,566,45.4,-7.5,7.2,90.9,98.1,46.5,53.5,17:09:00,15:07:00,20,36,87,46.0,0.0,0.0,0.0,0.0
741,Wayne Simmonds,2019,31,TOT,RW,68,8,17,25,-21,66,1.0,3,5,0,1,13,4,0,119,6.7,1015,14:55:00,29,145,29,45,39.2,758,847,47.2,0.9,567,613,48.1,1.3,6.6,91.1,97.7,48.1,51.9,14:55:00,12:05:00,27,18,194,61.3,1.0,0.0,1.0,0.0
742,Dominik Simon,2019,25,PIT,C,64,7,15,22,-9,12,1.1,7,0,0,0,14,1,0,102,6.9,922,14:24:00,20,57,15,27,35.7,865,763,53.1,3.1,666,581,53.4,2.7,7.2,90.0,97.2,58.5,41.5,14:24:00,13:40:00,41,31,180,56.7,1.0,0.0,1.0,0.0
743,Colton Sissons,2019,26,NSH,C,57,9,6,15,-2,20,0.9,8,0,1,2,6,0,0,52,17.3,817,14:20:00,41,84,283,269,51.3,545,656,45.4,-6.7,422,458,48.0,-4.4,9.4,90.6,100.0,30.6,69.4,14:20:00,11:35:00,14,25,92,56.5,0.0,0.0,0.0,0.0
744,Jeff Skinner,2019,27,BUF,LW,59,14,9,23,-22,18,1.4,14,0,0,1,6,3,0,183,7.7,973,16:29:00,11,29,32,54,37.2,742,748,49.8,-0.2,558,582,48.9,-0.6,7.1,90.0,97.1,52.1,47.9,16:29:00,13:57:00,28,24,291,62.9,0.0,0.0,0.0,0.0
745,Brady Skjei,2019,25,TOT,D,67,8,16,24,-10,45,3.2,8,0,0,1,14,0,2,139,5.8,1386,20:41:00,96,103,0,0,0.0,1104,1266,46.6,-1.6,845,976,46.4,-2.8,8.9,89.8,98.6,47.2,52.8,20:41:00,17:58:00,36,55,239,58.2,0.0,0.0,0.0,0.0
746,Jaccob Slavin,2019,25,CAR,D,68,6,30,36,30,10,7.9,6,0,0,3,26,3,1,145,4.1,1592,23:24:00,107,43,0,0,0.0,1355,1100,55.2,1.7,1063,855,55.4,3.2,10.4,91.0,101.4,52.8,47.2,23:24:00,19:17:00,81,49,293,49.5,1.0,0.0,1.0,0.0
747,Brendan Smith,2019,30,NYR,D,62,3,5,8,-12,71,0.5,2,0,1,0,4,0,1,45,6.7,688,11:06:00,41,90,1,0,100.0,433,561,43.6,-4.0,331,407,44.9,-2.9,4.7,90.8,95.5,47.1,52.9,11:06:00,08:58:00,18,24,87,51.7,0.0,0.0,0.0,0.0
748,Craig Smith,2019,30,NSH,C,69,18,13,31,18,34,4.0,14,4,0,2,10,3,0,184,9.8,926,13:25:00,19,60,14,15,48.3,850,701,54.8,5.2,667,525,56.0,5.8,9.6,93.6,103.1,51.3,48.7,13:25:00,11:02:00,26,26,280,65.7,1.0,0.0,1.0,0.0
749,Dalton Smith,2019,27,BUF,LW,1,0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0.0,1,01:26:00,0,0,0,0,0.0,1,0,100.0,47.8,1,0,100.0,48.2,100.0,0.0,0.0,50.0,50.0,01:26:00,01:26:00,0,0,0,0.0,0.0,0.0,0.0,0.0
750,Gemel Smith,2019,25,TBL,C,3,1,0,1,0,4,0.1,1,0,0,0,0,0,0,1,100.0,28,09:10:00,2,1,13,7,65.0,15,25,37.5,-6.3,13,19,40.6,2.0,9.1,93.3,102.4,30.8,69.2,09:10:00,07:30:00,1,0,1,100.0,0.0,0.0,0.0,0.0
751,Givani Smith,2019,21,DET,RW,21,2,1,3,-2,9,0.2,2,0,0,0,1,0,0,22,9.1,203,09:41:00,3,42,0,0,0.0,113,132,46.1,0.2,93,102,47.7,2.2,4.5,93.8,98.2,47.2,52.8,09:41:00,08:21:00,2,6,28,78.6,0.0,0.0,0.0,0.0
752,Reilly Smith,2019,28,VEG,RW,71,27,27,54,17,20,6.8,22,3,2,6,23,2,2,169,16.0,1272,17:55:00,30,55,3,9,25.0,1031,899,53.4,-1.5,769,693,52.6,-3.0,10.2,91.0,101.2,56.8,43.2,17:55:00,14:05:00,58,41,266,63.5,2.0,0.0,2.0,0.0
