Season,Player,Age_x,Tm_x,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,Age_y,Tm_y,Pos_y,GP_y,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2010,Luke Schenn,21,TOR,D,82,5,17,22,-7,34,4.2,5,0,0,0,16,0,1,128,3.9,1834,22:22:00,168,251,0,0,,21,TOR,D,82,1459,1577,48.1,-1.6,1046,1141,47.8,-0.9,8.2,91.3,99.5,49.4,50.6,22:22:00,18:38:00,38,95,311,41.2,0,0,0,0.0
2010,David Schlemko,23,PHX,D,43,4,10,14,8,24,3,4,0,0,0,5,5,0,47,8.5,690,16:02:00,57,56,0,0,,23,PHX,D,43,591,538,52.3,1.5,456,408,52.8,3.1,8.2,94.5,102.7,48.3,51.7,16:02:00,0.5833333333333334,3,21,92,51.1,0,0,0,0.0
2010,Rob Schremp,24,TOT,C,63,13,13,26,-20,16,1.9,9,4,0,3,10,3,0,83,15.7,885,14:02:00,21,34,220,255,46.3,24,TOT,C,63,631,718,46.8,-2.7,467,514,47.6,-2.2,6.5,88.7,95.1,43.8,56.2,13:48:00,12:04:00,41,39,147,55.1,7,4,3,57.1
2010,Rob Schremp,24,NYI,C,45,10,12,22,-19,12,1.6,8,2,0,1,9,3,0,64,15.6,677,15:03:00,16,28,177,191,48.1,24,TOT,C,63,631,718,46.8,-2.7,467,514,47.6,-2.2,6.5,88.7,95.1,43.8,56.2,13:48:00,12:04:00,41,39,147,55.1,7,4,3,57.1
2010,Rob Schremp,24,ATL,C,18,3,1,4,-1,4,0.4,1,2,0,2,1,0,0,19,15.8,208,11:32:00,5,6,43,64,40.2,24,TOT,C,63,631,718,46.8,-2.7,467,514,47.6,-2.2,6.5,88.7,95.1,43.8,56.2,13:48:00,12:04:00,41,39,147,55.1,7,4,3,57.1
2010,Jeff Schultz,24,WSH,D,72,1,9,10,6,12,3.4,1,0,0,1,7,0,2,34,2.9,1424,19:47:00,135,52,0,0,,24,WSH,D,72,1135,1185,48.9,-4.2,806,845,48.8,-4.9,8.6,92.3,100.8,49.2,50.8,19:27:00,0.7083333333333334,16,42,93,35.5,0,0,0,0.0
2010,Nick Schultz,28,MIN,D,74,3,14,17,-4,38,3.8,3,0,0,0,12,1,1,46,6.5,1496,20:13:00,132,78,1,0,100,28,MIN,D,74,1070,1218,46.8,2.1,809,934,46.4,2.1,8.9,91.8,100.8,42.2,57.8,20:13:00,17:13:00,9,25,116,39.7,0,0,0,0.0
2010,John Scott,28,CHI,D,40,0,1,1,0,72,0.3,0,0,0,0,1,0,0,15,0,250,06:15:00,10,60,0,3,0,28,CHI,D,40,206,203,50.4,-3.3,154,151,50.5,-3.5,6,94.1,100.1,58.8,41.2,06:15:00,06:04:00,3,3,33,45.5,0,0,0,0.0
2010,Rob Scuderi,32,LAK,D,82,2,13,15,1,16,4.4,2,0,0,1,13,0,0,46,4.3,1664,20:17:00,122,64,0,0,,32,LAK,D,82,1261,1317,48.9,-5.2,963,998,49.1,-3.9,8.1,92.9,101,49.6,50.4,20:17:00,17:27:00,22,59,118,39,0,0,0,0.0
2010,Brent Seabrook,25,CHI,D,82,9,39,48,0,47,7.7,4,5,0,1,22,15,2,135,6.7,2000,1900-01-01 00:23:00,154,227,0,0,,25,CHI,D,82,1503,1308,53.5,-1.2,1120,979,53.4,-2.1,7.7,91,98.8,51.6,48.4,1900-01-01 00:23:00,18:57:00,27,69,289,46.7,0,0,0,0.0
2010,Daniel Sedin,30,VAN,LW,82,41,63,104,30,32,14.3,23,18,0,10,39,24,0,266,15.4,1521,18:33:00,12,13,4,13,23.5,30,VAN,LW,82,1278,984,56.5,4.8,951,778,55,2.9,10.7,92.8,103.5,74.1,25.9,18:33:00,14:47:00,36,48,451,58.8,5,1,4,20.0
2010,Henrik Sedin,30,VAN,C,82,19,75,94,26,40,10.5,11,8,0,4,48,27,0,157,12.1,1579,19:16:00,21,15,721,666,52,30,VAN,C,82,1323,1061,55.5,3.6,991,833,54.3,2.3,10.4,92,102.4,71.1,28.9,19:16:00,15:27:00,43,38,256,60.9,1,0,1,0.0
2010,Brandon Segal,27,DAL,RW,46,5,5,10,0,41,1,5,0,0,1,5,0,0,40,12.5,381,08:17:00,8,91,2,2,50,27,DAL,RW,46,277,318,46.6,-3.3,207,238,46.5,-3.4,10,92.5,102.5,52,48,08:17:00,07:57:00,8,11,78,51.3,1,0,1,0.0
2010,Tyler Seguin,19,BOS,C,74,11,11,22,-4,18,1.7,10,1,0,0,9,2,0,131,8.4,904,12:13:00,21,20,150,153,49.5,19,BOS,C,74,761,802,48.7,-4.5,560,614,47.7,-5.1,6.1,93.9,100,51.2,48.8,12:13:00,10:49:00,22,24,207,63.3,8,4,4,50.0
2010,Dennis Seidenberg,29,BOS,D,81,7,25,32,3,41,5.3,6,1,0,2,15,10,0,166,4.2,1907,23:33:00,174,161,0,0,,29,BOS,D,81,1499,1589,48.5,-5.3,1117,1164,49,-4.3,7.8,92.6,100.4,46.5,53.5,23:33:00,19:07:00,12,27,321,51.7,0,0,0,0.0
2010,Andrej Sekera,24,BUF,D,76,3,26,29,11,34,5.6,3,0,0,0,20,6,0,88,3.4,1603,21:06:00,85,61,0,0,,24,BUF,D,76,1255,1146,52.3,2.7,924,885,51.1,0.1,9.1,91.8,100.9,54,46,21:05:00,17:09:00,38,51,228,38.6,0,0,0,0.0
2010,Teemu Selanne*,40,ANA,RW,73,31,49,80,6,49,10,15,16,0,5,31,18,0,213,14.6,1310,17:56:00,20,15,97,121,44.5,40,ANA,RW,73,849,1016,45.5,-0.8,634,780,44.8,-2.3,11,91.8,102.8,46.2,53.8,17:56:00,14:26:00,37,45,320,65.9,0,0,0,0.0
2010,Alexander Semin,26,WSH,LW,65,28,26,54,22,71,8,21,6,1,4,14,12,0,196,14.3,1175,18:04:00,6,27,4,8,33.3,26,WSH,LW,65,948,779,54.9,3.8,673,566,54.3,3.2,10.7,93.8,104.5,55.7,44.3,17:48:00,13:40:00,61,42,431,45.2,6,2,4,33.3
2010,Tim Sestito,26,NJD,LW,36,0,2,2,-5,9,-0.5,0,0,0,0,2,0,0,22,0,390,10:49:00,14,79,116,137,45.8,26,NJD,LW,36,253,293,46.3,-8.1,198,211,48.4,-5.4,2.7,94.2,96.9,50.7,49.3,10:49:00,09:54:00,8,11,44,50,0,0,0,0.0
2010,Tom Sestito,23,CBJ,LW,9,2,2,4,-4,40,0.3,1,1,0,0,1,1,0,7,28.6,86,09:32:00,3,31,1,0,100,23,CBJ,LW,9,59,69,46.1,-5.2,42,50,45.7,-6.5,6.9,82.9,89.8,61,39,09:32:00,08:11:00,1,2,18,38.9,0,0,0,0.0
2010,Devin Setoguchi,24,SJS,RW,72,22,19,41,-2,37,4.8,18,4,0,5,13,6,0,199,11.1,1095,15:12:00,25,138,5,6,45.5,24,SJS,RW,72,947,855,52.6,-2.5,704,619,53.2,-1.8,8.6,90.5,99.1,55.7,44.3,15:12:00,13:13:00,29,45,346,57.5,0,0,0,0.0
2010,Dan Sexton,23,ANA,RW,47,4,9,13,-6,4,0.6,3,1,0,0,9,0,0,78,5.1,545,11:35:00,20,29,1,3,25,23,ANA,RW,47,386,506,43.3,-4,318,376,45.8,-1.3,6,92.1,98.1,54.6,45.4,11:35:00,11:11:00,8,12,118,66.1,0,0,0,0.0
2010,Ryan Shannon,27,OTT,RW,79,11,16,27,3,24,2.8,5,5,1,1,12,4,0,118,9.3,1021,12:56:00,35,34,87,120,42,27,OTT,RW,79,781,658,54.3,4.6,593,489,54.8,5.8,5.9,93.3,99.1,61.7,38.3,12:56:00,10:30:00,41,21,187,63.1,2,0,2,0.0
2010,Patrick Sharp,29,CHI,C,74,34,37,71,-1,38,8.8,20,12,2,6,22,14,1,268,12.7,1437,19:25:00,26,76,244,264,48,29,CHI,C,74,1081,913,54.2,1.4,832,700,54.3,1,8.5,89.8,98.3,67.5,32.5,19:25:00,14:44:00,64,23,476,56.3,7,1,6,14.3
2010,Kevin Shattenkirk,22,TOT,D,72,9,34,43,-4,36,6.5,6,3,0,2,22,12,0,108,8.3,1429,19:50:00,96,66,0,0,,22,TOT,D,72,1088,1035,51.2,0.6,830,776,51.7,1.2,9.3,89.7,99.1,60.7,39.3,19:50:00,16:29:00,41,23,244,44.3,0,0,0,0.0
2010,Kevin Shattenkirk,22,COL,D,46,7,19,26,-11,20,3.3,5,2,0,1,11,8,0,67,10.4,913,19:50:00,64,51,0,0,,22,TOT,D,72,1088,1035,51.2,0.6,830,776,51.7,1.2,9.3,89.7,99.1,60.7,39.3,19:50:00,16:29:00,41,23,244,44.3,0,0,0,0.0
2010,Kevin Shattenkirk,22,STL,D,26,2,15,17,7,16,3.1,1,1,0,1,11,4,0,41,4.9,516,19:51:00,32,15,0,0,,22,TOT,D,72,1088,1035,51.2,0.6,830,776,51.7,1.2,9.3,89.7,99.1,60.7,39.3,19:50:00,16:29:00,41,23,244,44.3,0,0,0,0.0
2010,Jody Shelley,34,PHI,LW,58,2,2,4,0,127,-0.1,2,0,0,0,2,0,0,31,6.5,359,06:11:00,15,96,2,2,50,34,PHI,LW,58,256,354,42,-11,187,238,44,-9.5,8.5,93,101.5,38.6,61.4,06:11:00,06:08:00,5,10,52,59.6,0,0,0,0.0
2010,Sergei Shirokov,24,VAN,LW,2,1,0,1,1,0,0.2,1,0,0,0,0,0,0,6,16.7,21,10:18:00,0,1,0,0,,24,VAN,LW,2,26,13,66.7,27.3,20,10,66.7,25.8,5.9,100,105.9,58.8,41.2,10:18:00,09:56:00,0,0,9,66.7,0,0,0,0.0
2010,Jon Sim,33,NYI,LW,34,1,3,4,-10,22,-0.5,1,0,0,0,2,1,0,38,2.6,388,11:24:00,12,53,4,5,44.4,33,NYI,LW,34,237,370,39,-8.2,180,262,40.7,-6.9,6.1,89.3,95.4,36.9,63.1,11:02:00,09:39:00,13,2,59,64.4,0,0,0,0.0
2010,Wayne Simmonds,22,LAK,RW,80,14,16,30,-2,75,3.1,13,1,0,3,16,0,0,117,12,1076,13:27:00,23,125,7,12,36.8,22,LAK,RW,80,874,937,48.3,-5.9,630,702,47.3,-6.1,7.5,93.2,100.7,49.7,50.3,13:27:00,12:32:00,30,44,226,51.8,0,0,0,0.0
2010,Shane Sims,22,NYI,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,06:34:00,0,1,0,0,,22,NYI,D,1,8,6,57.1,,4,6,40,,0,100,100,100,0,06:34:00,06:34:00,1,0,1,0,0,0,0,0.0
2010,Fredrik Sjostrom,27,TOR,RW,66,2,3,5,-5,14,-0.8,2,0,0,0,3,0,0,62,3.2,740,11:13:00,33,108,5,10,33.3,27,TOR,RW,66,514,656,43.9,-7.2,368,476,43.6,-6.9,5.6,94.2,99.8,44.7,55.3,11:13:00,09:29:00,15,15,106,58.5,0,0,0,0.0
2010,Jack Skille,23,TOT,RW,62,8,11,19,-9,29,1.3,7,1,0,1,11,0,0,154,5.2,739,11:55:00,20,134,3,7,30,23,TOT,RW,62,672,571,54.1,2.4,507,405,55.6,4,6.5,89.1,95.6,58.2,41.8,11:55:00,11:13:00,23,7,242,63.2,0,0,0,0.0
2010,Jack Skille,23,CHI,RW,49,7,10,17,3,25,1.8,6,1,0,1,10,0,0,121,5.8,526,10:44:00,8,95,2,2,50,23,TOT,RW,62,672,571,54.1,2.4,507,405,55.6,4,6.5,89.1,95.6,58.2,41.8,11:55:00,11:13:00,23,7,242,63.2,0,0,0,0.0
2010,Jack Skille,23,FLA,RW,13,1,1,2,-12,4,-0.5,1,0,0,0,1,0,0,33,3,213,16:25:00,12,39,1,5,16.7,23,TOT,RW,62,672,571,54.1,2.4,507,405,55.6,4,6.5,89.1,95.6,58.2,41.8,11:55:00,11:13:00,23,7,242,63.2,0,0,0,0.0
2010,Jeff Skinner,18,CAR,RW,82,31,32,63,3,46,8.1,25,6,0,2,20,12,0,215,14.4,1372,16:44:00,28,70,58,97,37.4,18,CAR,RW,82,1132,1110,50.5,1.2,795,826,49,1,10.7,91.2,102,53.4,46.6,16:32:00,13:17:00,62,31,400,52.8,10,4,6,40.0
2010,Karlis Skrastins,36,DAL,D,74,3,5,8,-1,38,2.3,3,0,0,1,4,0,1,30,10,1328,17:57:00,139,55,0,1,0,36,DAL,D,74,849,1030,45.2,-5.2,638,753,45.9,-4.4,9.4,91.7,101.1,45.1,54.9,17:57:00,14:35:00,23,19,87,34.5,0,0,0,0.0
2010,Jim Slater,28,ATL,C,36,5,7,12,4,19,1.4,5,0,0,1,7,0,0,53,9.4,381,10:35:00,16,59,183,111,62.2,28,ATL,C,36,293,359,44.9,-3,221,252,46.7,-1.5,10.9,92.8,103.7,42.7,57.3,10:24:00,09:22:00,16,5,78,67.9,0,0,0,0.0
2010,Tyler Sloan,29,WSH,D,33,1,5,6,-6,14,0.8,1,0,0,0,5,0,0,12,8.3,413,12:30:00,32,29,0,0,,29,WSH,D,33,320,394,44.8,-8,218,284,43.4,-9.2,6,91.6,97.5,52.4,47.6,12:01:00,11:42:00,8,21,29,37.9,0,0,0,0.0
2010,Matt Smaby,26,TBL,D,32,0,0,0,2,17,0.4,0,0,0,0,0,0,0,9,0,224,06:59:00,18,45,0,0,,26,TBL,D,32,214,178,54.6,2.8,152,115,56.9,3.6,6.4,93.8,100.1,40.4,59.6,06:59:00,06:35:00,0,6,23,39.1,0,0,0,0.0
2010,Ladislav Smid,24,EDM,D,78,0,10,10,-10,85,1.8,0,0,0,0,9,1,0,48,0,1582,20:17:00,118,145,0,0,,24,EDM,D,78,1099,1228,47.2,2,793,897,46.9,2.5,8,91,99,47.3,52.7,20:17:00,16:47:00,19,59,121,39.7,0,0,0,0.0
2010,Ben Smith,22,CHI,RW,6,1,0,1,1,0,0.1,1,0,0,0,0,0,0,6,16.7,83,13:47:00,5,7,6,2,75,22,CHI,RW,6,58,70,45.3,-13.8,50,47,51.5,-7.5,7.5,94.6,102.1,62.9,37.1,13:47:00,13:20:00,3,0,7,85.7,0,0,0,0.0
2010,Derek Smith,26,OTT,D,9,0,1,1,3,0,0.6,0,0,0,0,1,0,0,13,0,138,15:19:00,11,5,0,0,,26,OTT,D,9,130,95,57.8,6,93,68,57.8,6.1,5.8,98,103.8,73.8,26.2,15:19:00,14:43:00,3,2,22,59.1,0,0,0,0.0
2010,Zack Smith,22,OTT,C,55,4,5,9,-11,120,-0.1,4,0,0,0,5,0,0,78,5.1,693,12:36:00,27,129,209,179,53.9,22,OTT,C,55,556,527,51.3,0.5,400,390,50.6,-0.5,4.9,91.5,96.4,53.6,46.4,12:36:00,11:08:00,21,13,134,58.2,0,0,0,0.0
2010,Jerred Smithson,31,NSH,C,82,5,8,13,-6,34,-0.4,5,0,0,0,8,0,0,73,6.8,1218,14:51:00,64,162,578,428,57.5,31,NSH,C,82,698,890,44,-7.6,521,670,43.7,-7.2,6.9,93.3,100.1,32.2,67.8,14:51:00,11:57:00,41,21,138,52.9,0,0,0,0.0
2010,Ryan Smyth,34,LAK,LW,82,23,24,47,-1,35,5.3,14,9,0,2,19,5,0,195,11.8,1479,18:02:00,18,25,57,75,43.2,34,LAK,LW,82,1207,1012,54.4,3.2,873,781,52.8,2.3,8.3,91.7,99.9,51.5,48.5,18:02:00,14:46:00,33,46,307,63.5,0,0,0,0.0
2010,Vladimir Sobotka,23,STL,C,65,7,22,29,-4,69,1.9,5,1,1,0,18,4,0,75,9.3,1052,16:11:00,37,137,216,203,51.6,23,STL,C,65,803,715,52.9,2,594,556,51.7,0.3,7.7,90.5,98.2,49,51,16:11:00,13:19:00,19,14,140,53.6,1,0,1,0.0
2010,Brent Sopel,34,TOT,D,71,2,5,7,6,16,2.6,2,0,0,0,4,1,0,44,4.5,1160,16:21:00,150,35,0,0,,34,TOT,D,71,716,968,42.5,-7.7,528,676,43.9,-7.3,9.4,92.7,102,47.8,52.2,16:06:00,12:44:00,25,39,101,43.6,0,0,0,0.0
2010,Brent Sopel,34,ATL,D,59,2,5,7,7,16,2.4,2,0,0,0,4,1,0,40,5,970,16:26:00,128,29,0,0,,34,TOT,D,71,716,968,42.5,-7.7,528,676,43.9,-7.3,9.4,92.7,102,47.8,52.2,16:06:00,12:44:00,25,39,101,43.6,0,0,0,0.0
2010,Brent Sopel,34,MTL,D,12,0,0,0,-1,0,0.2,0,0,0,0,0,0,0,4,0,191,15:54:00,22,6,0,0,,34,TOT,D,71,716,968,42.5,-7.7,528,676,43.9,-7.3,9.4,92.7,102,47.8,52.2,16:06:00,12:44:00,25,39,101,43.6,0,0,0,0.0
2010,Jaroslav Spacek,36,MTL,D,59,1,15,16,9,45,4.1,1,0,0,0,11,3,1,65,1.5,1135,19:15:00,90,61,0,0,,36,MTL,D,59,917,881,51,-2.1,672,628,51.7,-1.8,7.8,93.7,101.5,49.8,50.2,19:15:00,15:38:00,30,55,171,38,0,0,0,0.0
2010,Nick Spaling,22,NSH,C,74,8,6,14,-10,20,0.2,7,1,0,2,6,0,0,75,10.7,1031,13:56:00,33,37,253,244,50.9,22,NSH,C,74,612,742,45.2,-5.9,462,567,44.9,-5.6,6.4,92.5,98.9,42,58,13:56:00,11:07:00,44,15,144,52.1,0,0,0,0.0
2010,Jason Spezza,27,OTT,C,62,21,36,57,-7,28,6.6,14,7,0,2,25,10,1,188,11.2,1252,20:12:00,24,14,681,529,56.3,27,OTT,C,62,921,888,50.9,2.3,704,690,50.5,3.2,9.9,89.2,99,47.7,52.3,20:12:00,14:46:00,52,62,344,54.4,5,1,4,20.0
2010,Jared Spurgeon,21,MIN,D,53,4,8,12,-1,2,2.7,2,2,0,1,4,4,0,38,10.5,799,15:04:00,45,37,0,0,,21,MIN,D,53,565,636,47,1.2,442,487,47.6,1.8,6.5,93.7,100.2,54.4,45.6,15:04:00,13:18:00,11,15,80,47.5,0,0,0,0.0
2010,Martin St. Louis*,35,TBL,RW,82,31,68,99,0,12,11.3,27,4,0,7,31,37,0,254,12.2,1720,20:59:00,64,37,50,81,38.2,35,TBL,RW,82,1272,1243,50.6,-2.3,956,887,51.9,-1.6,10.4,91.1,101.5,48.2,51.8,20:59:00,15:59:00,55,71,450,56.4,0,0,0,0.0
2010,Eric Staal,26,CAR,C,81,33,43,76,-10,72,8.4,18,12,3,8,26,17,0,296,11.1,1777,21:56:00,31,80,827,901,47.9,26,CAR,C,81,1460,1354,51.9,4,1043,1067,49.4,2.1,9.4,90.2,99.6,50.1,49.9,21:40:00,15:50:00,64,43,526,55.1,1,0,1,0.0
2010,Jordan Staal,22,PIT,C,42,11,19,30,7,24,3.3,8,3,0,4,13,4,2,91,12.1,897,21:21:00,13,70,376,425,46.9,22,PIT,C,42,667,580,53.5,2.2,474,449,51.4,-1.6,9.3,91.7,101.1,49,51,21:21:00,15:41:00,20,10,166,54.8,0,0,0,0.0
2010,Marc Staal,24,NYR,D,77,7,22,29,8,50,6.9,1,4,2,2,13,7,2,116,6,1982,1900-01-01 01:44:00,109,140,0,0,,24,NYR,D,77,1354,1465,48,-4.4,1014,1062,48.8,-5.8,7.9,92.9,100.8,47.1,52.9,1900-01-01 01:43:00,19:47:00,54,37,234,49.6,1,0,1,0.0
2010,Drew Stafford,25,BUF,RW,62,31,21,52,13,34,7.8,20,11,0,4,13,8,0,179,17.3,1025,16:32:00,5,53,17,39,30.4,25,BUF,RW,62,766,758,50.3,-2,580,594,49.4,-3.6,11,93.6,104.6,56.8,43.2,16:32:00,13:14:00,19,17,275,65.1,3,1,2,33.3
2010,Garrett Stafford,31,PHX,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,12:24:00,0,4,0,0,,31,PHX,D,2,15,27,35.7,0.5,12,24,33.3,-2.7,11.1,94.1,105.2,33.3,66.7,12:24:00,12:24:00,0,2,3,66.7,0,0,0,0.0
2010,Steve Staios,37,CGY,D,39,3,7,10,6,24,2.4,2,0,1,0,7,0,0,23,13,574,14:43:00,48,42,1,0,100,37,CGY,D,39,498,480,50.9,-2.2,355,342,50.9,-1.9,10.2,91.4,101.7,58.4,41.6,14:43:00,13:38:00,11,13,55,41.8,0,0,0,0.0
2010,Matt Stajan,27,CGY,C,76,6,25,31,1,32,2.1,5,0,1,0,23,1,1,81,7.4,1081,14:14:00,24,66,436,409,51.6,27,CGY,C,76,934,846,52.5,0.8,691,607,53.2,1.9,8.8,89.9,98.7,52.9,47.1,14:14:00,12:23:00,52,39,148,54.7,0,0,0,0.0
2010,Viktor Stalberg,25,CHI,LW,77,12,12,24,2,43,2.5,12,0,0,3,11,1,0,135,8.9,824,10:42:00,25,102,5,4,55.6,25,CHI,LW,77,844,628,57.3,2.2,653,457,58.8,3.9,7.4,89.9,97.3,61,39,10:42:00,10:25:00,36,14,221,61.1,2,2,0,100.0
2010,Steven Stamkos,20,TBL,C,82,45,46,91,3,74,12.2,28,17,0,8,27,19,0,272,16.5,1656,20:12:00,37,84,431,496,46.5,20,TBL,C,82,1265,1191,51.5,-0.7,944,857,52.4,-0.8,10.6,91.3,101.9,49.3,50.7,20:11:00,15:19:00,40,60,518,52.3,7,0,7,0.0
2010,Tim Stapleton,28,ATL,C,45,5,2,7,-10,12,0,4,1,0,1,2,0,0,44,11.4,500,11:07:00,16,16,109,116,48.4,28,ATL,C,45,426,405,51.3,-0.9,335,289,53.7,-0.4,4.2,90.8,95.1,60.2,39.8,10:51:00,10:26:00,15,10,73,57.5,1,1,0,100.0
2010,Paul Stastny,25,COL,C,74,22,35,57,-7,56,5.6,17,4,1,3,20,15,0,181,12.2,1460,19:44:00,31,74,810,714,53.1,25,COL,C,74,1015,1121,47.5,-0.5,756,850,47.1,-1.6,10.3,90.8,101.2,51.9,48.1,19:44:00,15:37:00,52,22,279,64.9,0,0,0,0.0
2010,Brad Staubitz,26,MIN,RW,71,4,5,9,-5,173,0.5,4,0,0,1,5,0,0,29,13.8,463,06:31:00,18,133,0,4,0,26,MIN,RW,71,255,448,36.3,-11.4,176,339,34.2,-13.4,9.9,92.7,102.6,37.5,62.5,06:31:00,06:28:00,6,7,51,56.9,0,0,0,0.0
2010,David Steckel,28,TOT,C,75,6,6,12,-6,26,0.3,5,0,1,1,6,0,0,79,7.6,891,11:53:00,49,103,498,305,62,28,TOT,C,75,591,636,48.2,-4.3,435,435,50,-1.4,4.8,92.3,97.1,40.5,59.5,11:43:00,09:55:00,24,16,125,60.8,0,0,0,0.0
2010,David Steckel,28,WSH,C,57,5,6,11,-3,24,0.5,4,0,1,1,6,0,0,61,8.2,660,11:34:00,41,87,414,239,63.4,28,TOT,C,75,591,636,48.2,-4.3,435,435,50,-1.4,4.8,92.3,97.1,40.5,59.5,11:43:00,09:55:00,24,16,125,60.8,0,0,0,0.0
2010,David Steckel,28,NJD,C,18,1,0,1,-3,2,-0.2,1,0,0,0,0,0,0,18,5.6,231,12:50:00,8,16,84,66,56,28,TOT,C,75,591,636,48.2,-4.3,435,435,50,-1.4,4.8,92.3,97.1,40.5,59.5,11:43:00,09:55:00,24,16,125,60.8,0,0,0,0.0
2010,Alex Steen,26,STL,C,72,20,31,51,-3,26,5.3,17,1,2,5,22,9,0,218,9.2,1408,19:33:00,28,39,41,65,38.7,26,STL,C,72,1156,861,57.3,7,858,638,57.4,7.2,7.4,89.2,96.7,56.6,43.4,19:33:00,15:28:00,29,25,457,47.7,5,3,2,60.0
2010,Lee Stempniak,27,PHX,RW,82,19,19,38,4,19,4,17,2,0,0,15,4,0,199,9.5,1251,15:15:00,21,124,18,27,40,27,PHX,RW,82,1054,1098,49,-3.3,777,851,47.7,-4.2,7.8,93.7,101.4,42.4,57.6,15:15:00,13:25:00,46,26,354,56.2,4,1,3,25.0
2010,Derek Stepan,20,NYR,C,82,21,24,45,8,20,5.4,18,3,0,3,17,7,0,166,12.7,1348,16:27:00,26,83,277,442,38.5,20,NYR,C,82,1073,963,52.7,2.9,798,686,53.8,2.5,8.8,91.6,100.5,64,36,16:27:00,13:32:00,39,25,309,53.7,5,0,5,0.0
2010,Brett Sterling,26,PIT,LW,7,3,2,5,1,16,0.7,2,1,0,0,1,1,0,14,21.4,106,15:07:00,0,7,2,1,66.7,26,PIT,LW,7,98,80,55.1,3.3,67,58,53.6,3,8.5,93,101.5,48.8,51.2,15:07:00,11:01:00,2,2,25,56,0,0,0,0.0
2010,Anthony Stewart,26,ATL,C,80,14,25,39,-10,55,3.3,9,5,0,2,20,5,0,141,9.9,1198,14:58:00,35,97,7,11,38.9,26,ATL,C,80,915,1019,47.3,-4.8,691,750,48,-5.8,8.6,90.2,98.8,54,46,14:46:00,13:04:00,34,26,228,60.5,0,0,0,0.0
2010,Chris Stewart,23,TOT,RW,62,28,25,53,-6,53,6.7,16,12,0,5,21,4,0,162,17.3,1084,17:29:00,18,56,13,19,40.6,23,TOT,RW,62,850,825,50.7,1,660,615,51.8,1.6,9.4,89.3,98.7,55.7,44.3,17:29:00,14:31:00,14,22,245,66.1,4,1,3,25.0
2010,Chris Stewart,23,COL,RW,36,13,17,30,-10,38,3.1,8,5,0,3,14,3,0,95,13.7,609,16:56:00,7,30,2,4,33.3,23,TOT,RW,62,850,825,50.7,1,660,615,51.8,1.6,9.4,89.3,98.7,55.7,44.3,17:29:00,14:31:00,14,22,245,66.1,4,1,3,25.0
2010,Chris Stewart,23,STL,RW,26,15,8,23,4,15,3.6,8,7,0,2,7,1,0,67,22.4,475,18:16:00,11,26,11,15,42.3,23,TOT,RW,62,850,825,50.7,1,660,615,51.8,1.6,9.4,89.3,98.7,55.7,44.3,17:29:00,14:31:00,14,22,245,66.1,4,1,3,25.0
2010,Cory Stillman,37,TOT,LW,65,12,27,39,5,24,4,9,3,0,2,18,9,0,116,10.3,1099,16:55:00,30,64,17,20,45.9,37,TOT,LW,65,833,902,48,-4,594,712,45.5,-6.4,10.2,93.2,103.4,47.8,52.2,16:55:00,13:39:00,31,28,218,53.2,2,0,2,0.0
2010,Cory Stillman,37,FLA,LW,44,7,16,23,3,20,2.3,6,1,0,1,11,5,0,81,8.6,701,15:56:00,18,53,11,14,44,37,TOT,LW,65,833,902,48,-4,594,712,45.5,-6.4,10.2,93.2,103.4,47.8,52.2,16:55:00,13:39:00,31,28,218,53.2,2,0,2,0.0
2010,Cory Stillman,37,CAR,LW,21,5,11,16,2,4,1.7,3,2,0,1,7,4,0,35,14.3,398,18:58:00,12,11,6,6,50,37,TOT,LW,65,833,902,48,-4,594,712,45.5,-6.4,10.2,93.2,103.4,47.8,52.2,16:55:00,13:39:00,31,28,218,53.2,2,0,2,0.0
2010,Ryan Stoa,23,COL,C,25,2,2,4,-4,20,-0.2,2,0,0,1,0,2,0,45,4.4,334,13:21:00,6,30,2,3,40,23,COL,C,25,265,293,47.5,-2.9,200,227,46.8,-3.8,7.1,90.7,97.8,49.4,50.6,13:21:00,11:47:00,4,3,69,65.2,2,1,1,50.0
2010,Jarret Stoll,28,LAK,C,82,20,23,43,-6,42,4.5,15,4,1,5,13,8,2,187,10.7,1407,17:10:00,41,164,753,557,57.5,28,LAK,C,82,1017,927,52.3,0.3,742,701,51.4,0.3,7.8,90.8,98.7,47.6,52.4,17:10:00,13:09:00,31,26,336,55.4,10,9,1,90.0
2010,Clayton Stoner,25,MIN,D,57,2,7,9,5,96,2.9,2,0,0,1,7,0,0,40,5,961,16:52:00,81,110,0,0,,25,MIN,D,57,614,821,42.8,-4.5,459,626,42.3,-4.3,7.9,94.6,102.5,37,63,16:52:00,14:43:00,23,24,96,41.7,0,0,0,0.0
