Player,Season,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
Patrick Eaves,2013,29,DET,RW,25,2,3,5,-4,2,0.1,1,1,0,0,1,2,0,51,3.9,289,11:33:00,4,38,7,8,46.7,247,236,51.1,-3.9,181,183,49.7,-4,5,91.6,96.6,51.2,48.8,11:16:00,09:06:00,8,3,93,57,3,2,1,66.7
Patrick Eaves,2013,29,NSH,RW,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,0,49,09:46:00,1,5,0,0,,247,236,51.1,-3.9,181,183,49.7,-4,5,91.6,96.6,51.2,48.8,11:16:00,09:06:00,8,3,93,57,3,2,1,66.7
Andrew Ebbett,2013,31,PIT,C,9,0,1,1,-4,0,-0.2,0,0,0,0,1,0,0,9,0,99,11:03:00,7,10,15,20,42.9,59,90,39.6,-15.8,42,64,39.6,-16.3,3.6,89.6,93.2,49.1,50.9,11:03:00,10:04:00,2,2,17,52.9,0,0,0,0.0
Jordan Eberle,2013,23,EDM,RW,80,28,37,65,-11,18,7.5,20,7,1,4,24,13,0,200,14,1564,19:33:00,40,51,8,13,38.1,1167,1302,47.3,1.7,863,1009,46.1,1.1,9.3,90.6,100,56.7,43.3,19:32:00,15:48:00,61,71,360,55.6,7,5,2,71.4
Alexander Edler,2013,27,VAN,D,63,7,15,22,-39,50,1.8,3,4,0,0,7,8,0,178,3.9,1467,23:17:00,136,112,2,1,66.7,1195,1070,52.8,-2.4,849,778,52.2,-2.5,3.6,89.8,93.4,51.9,48.1,23:17:00,18:14:00,28,34,373,47.7,2,0,2,0.0
Christian Ehrhoff,2013,31,BUF,D,79,6,27,33,-27,38,5.4,4,1,1,2,14,11,2,161,3.7,1889,23:55:00,119,49,0,0,,1222,1410,46.4,4.2,930,1063,46.7,5.2,7.1,90.2,97.3,46.8,53.2,23:55:00,17:52:00,36,61,334,48.2,1,0,1,0.0
Mattias Ekholm,2013,23,NSH,D,62,1,8,9,-8,10,1.4,1,0,0,0,7,0,1,58,1.7,1043,16:49:00,55,42,0,0,,782,785,49.9,-1.7,593,577,50.7,-2.1,8,89.2,97.2,50.3,49.7,16:49:00,15:15:00,19,33,124,46.8,1,0,1,0.0
Oliver Ekman-Larsson,2013,22,PHX,D,80,15,29,44,-4,50,8.3,7,8,0,6,15,14,0,199,7.5,2072,1900-01-01 01:54:00,80,134,0,1,0,1294,1315,49.6,-2.5,950,991,48.9,-2.9,7.5,92.2,99.8,48.5,51.5,1900-01-01 01:53:00,18:46:00,26,36,412,48.3,5,1,4,20.0
Patrik Elias,2013,37,NJD,LW,65,18,35,53,-4,30,6.1,12,4,2,1,18,13,4,116,15.5,1162,17:53:00,19,26,276,401,40.8,746,618,54.7,0.1,546,480,53.2,-1.4,10.1,87.3,97.4,57.8,42.2,17:53:00,13:28:00,26,32,193,60.1,8,0,8,0.0
Lars Eller,2013,24,MTL,C,77,12,14,26,-15,68,1.8,9,2,1,3,12,1,1,137,8.8,1229,15:58:00,58,130,521,458,53.2,942,1031,47.7,0.9,671,698,49,1.1,6.3,90.9,97.2,43.4,56.6,15:58:00,13:27:00,30,25,252,54.4,4,3,1,75.0
Keaton Ellerby,2013,25,WPG,D,51,2,4,6,4,2,1.8,1,1,0,1,4,0,0,33,6.1,709,13:55:00,46,76,0,0,,601,656,47.8,-5.9,431,473,47.7,-6.8,8,93.6,101.6,53.3,46.7,13:55:00,13:38:00,13,49,84,39.3,0,0,0,0.0
Stefan Elliott,2013,23,COL,D,1,1,0,1,0,0,0.2,1,0,0,0,0,0,0,1,100,17,16:51:00,0,2,0,0,,14,18,43.8,,12,18,40,,11.1,90.9,102,66.7,33.3,16:51:00,15:48:00,0,0,2,50,0,0,0,0.0
Matt Ellis,2013,32,BUF,LW,50,4,2,6,-6,4,0.3,4,0,0,0,2,0,0,70,5.7,474,09:28:00,24,37,69,97,41.6,288,383,42.9,-0.9,215,260,45.3,0.8,5.2,92.4,97.6,40.9,59.1,09:28:00,08:01:00,17,3,102,68.6,0,0,0,0.0
Ryan Ellis,2013,23,NSH,D,80,6,21,27,9,24,5.7,6,0,0,2,15,6,0,123,4.9,1285,16:04:00,97,57,0,0,,1006,984,50.6,2,735,725,50.3,0.2,9.4,91.5,100.9,53.2,46.8,16:04:00,14:14:00,17,42,233,52.8,4,2,2,50.0
Alexei Emelin,2013,27,MTL,D,59,3,14,17,-1,59,3.6,2,1,0,0,12,2,0,58,5.2,1136,19:15:00,127,189,0,0,,854,1089,44,-3.5,634,768,45.2,-3.1,8.2,93.4,101.7,39.8,60.2,19:15:00,16:55:00,7,44,135,43,0,0,0,0.0
Cory Emmerton,2013,25,DET,C,18,0,2,2,-2,4,-0.1,0,0,0,0,2,0,0,22,0,161,08:57:00,5,7,58,49,54.2,105,105,50,-0.2,83,80,50.9,0.3,3.3,93.8,97,41.4,58.6,08:57:00,07:31:00,4,1,27,77.8,0,0,0,0.0
Deryk Engelland,2013,31,PIT,D,56,6,6,12,-6,58,2.3,6,0,0,1,5,1,0,59,10.2,730,13:03:00,52,117,0,0,,509,665,43.4,-7.8,389,495,44,-7.2,7.6,92,99.6,45.3,54.7,13:03:00,11:58:00,8,13,89,66.3,0,0,0,0.0
Tyler Ennis,2013,24,BUF,C,80,21,22,43,-25,42,4.3,15,6,0,0,12,10,0,210,10,1508,18:51:00,53,89,242,383,38.7,1082,1337,44.7,0.5,815,1010,44.7,0.3,7,90.8,97.8,49.4,50.6,18:51:00,15:33:00,38,26,346,60.4,11,3,8,27.3
Toby Enstrom,2013,29,WPG,D,82,10,20,30,-9,56,5.2,6,4,0,3,11,9,0,106,9.4,1960,23:54:00,142,37,1,0,100,1436,1374,51.1,-0.9,1080,1026,51.3,-0.7,7.5,91.8,99.3,51.3,48.7,23:54:00,18:38:00,13,39,225,47.1,0,0,0,0.0
Martin Erat,2013,32,TOT,RW,70,3,26,29,5,28,2,3,0,0,0,22,4,0,53,5.7,1027,14:40:00,25,75,97,116,45.5,749,754,49.8,1.4,570,568,50.1,2.1,8.7,93.3,102.1,50.2,49.8,14:40:00,12:26:00,16,14,111,47.7,3,1,2,33.3
Martin Erat,2013,32,WSH,RW,53,1,23,24,1,22,1.5,1,0,0,0,19,4,0,46,2.2,781,14:44:00,20,47,96,114,45.7,749,754,49.8,1.4,570,568,50.1,2.1,8.7,93.3,102.1,50.2,49.8,14:40:00,12:26:00,16,14,111,47.7,3,1,2,33.3
Martin Erat,2013,32,PHX,RW,17,2,3,5,4,6,0.5,2,0,0,0,3,0,0,7,28.6,246,14:28:00,5,28,1,2,33.3,749,754,49.8,1.4,570,568,50.1,2.1,8.7,93.3,102.1,50.2,49.8,14:40:00,12:26:00,16,14,111,47.7,3,1,2,33.3
Jonathan Ericsson,2013,29,DET,D,48,1,10,11,2,34,2.4,1,0,0,0,9,0,1,66,1.5,1020,21:15:00,46,91,0,0,,759,711,51.6,-2.1,593,561,51.4,-2.3,9.4,90.8,100.2,52.2,47.8,21:15:00,17:43:00,14,35,124,53.2,0,0,0,0.0
Loui Eriksson,2013,28,BOS,RW,61,10,27,37,14,6,3.9,8,2,0,2,17,9,1,115,8.7,1008,16:32:00,13,12,0,0,,817,596,57.8,2.3,606,467,56.5,1.3,8.9,93.2,102.1,59,41,16:32:00,13:08:00,31,17,178,64.6,2,0,2,0.0
Tim Erixon,2013,22,CBJ,D,2,0,0,0,2,2,0.2,0,0,0,0,0,0,0,1,0,29,14:21:00,1,1,0,0,,26,28,48.1,,21,21,50,,27.3,92.9,120.1,47.1,52.9,14:21:00,13:26:00,0,0,4,25,0,0,0,0.0
John Erskine,2013,33,WSH,D,37,1,3,4,-5,56,0.6,1,0,0,0,3,0,0,38,2.6,577,15:36:00,66,64,0,0,,420,502,45.6,-4.1,299,372,44.6,-4.6,9.5,90.3,99.8,47.7,52.3,15:36:00,13:31:00,4,12,77,49.4,0,0,0,0.0
Emerson Etem,2013,21,ANA,LW,29,7,4,11,3,4,1.4,5,1,1,2,4,0,0,44,15.9,371,12:47:00,13,50,0,1,0,280,302,48.1,-1.7,215,214,50.1,0,8.2,93.6,101.8,55.2,44.8,12:47:00,11:00:00,8,7,83,51.8,0,0,0,0.0
Justin Falk,2013,25,NYR,D,21,0,2,2,-5,20,0.1,0,0,0,0,2,0,0,10,0,252,11:59:00,28,39,0,0,,189,231,45,-10.8,125,161,43.7,-10.5,4.3,92.4,96.7,59.5,40.5,11:56:00,11:12:00,0,9,24,41.7,0,0,0,0.0
Jesper Fast,2013,22,NYR,RW,11,0,0,0,-5,2,-0.4,0,0,0,0,0,0,0,7,0,124,11:17:00,7,20,0,0,,96,67,58.9,4,66,54,55,4.4,1.9,85.7,87.6,45.1,54.9,11:17:00,09:35:00,1,1,16,43.8,0,0,0,0.0
Justin Faulk,2013,21,CAR,D,76,5,27,32,-9,37,5.4,3,2,0,1,20,6,1,152,3.3,1779,23:25:00,102,94,0,0,,1464,1381,51.5,0.8,1075,1083,49.8,-0.5,8.9,90,98.9,51.8,48.2,23:25:00,18:52:00,41,47,337,45.1,0,0,0,0.0
Mark Fayne,2013,26,NJD,D,72,4,7,11,-5,30,3.2,3,0,1,0,7,0,0,88,4.5,1318,18:19:00,83,77,0,0,,967,795,54.9,1.5,724,599,54.7,1.7,7.8,89.1,96.9,46.9,53.1,18:19:00,16:11:00,12,32,188,46.8,0,0,0,0.0
Taylor Fedun,2013,25,EDM,D,4,2,0,2,-1,0,0.4,2,0,0,0,0,0,0,6,33.3,49,12:13:00,3,1,0,0,,37,46,44.6,,31,33,48.4,,12.5,80,92.5,52,48,12:13:00,10:58:00,1,1,10,60,0,0,0,0.0
Eric Fehr,2013,28,WSH,RW,73,13,18,31,0,32,3.1,13,0,0,2,16,1,1,137,9.5,1077,14:45:00,33,81,196,230,46,856,898,48.8,0.5,618,674,47.8,-0.3,8,92.4,100.4,45.5,54.5,14:45:00,13:08:00,50,17,235,58.7,12,5,7,41.7
Andrew Ference,2013,34,EDM,D,71,3,15,18,-18,63,2.4,3,0,0,1,13,2,0,77,3.9,1495,21:04:00,108,135,2,1,66.7,1022,1355,43,-6.9,748,1034,42,-7.8,8.5,91.4,100,45.6,54.4,21:04:00,17:48:00,13,55,148,52,0,0,0,0.0
Landon Ferraro,2013,22,DET,C,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,2,0,36,08:59:00,2,7,0,0,,14,29,32.6,-15.6,13,22,37.1,-11.4,0,100,100,50,50,08:59:00,07:39:00,0,2,2,100,0,0,0,0.0
Benn Ferriero,2013,26,VAN,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,04:22:00,0,1,0,0,,2,11,15.4,-32.7,2,8,20,-26.9,,100,,66.7,33.3,04:22:00,04:22:00,0,0,0,,0,0,0,0.0
Vernon Fiddler,2013,33,DAL,C,76,6,17,23,3,37,1.6,6,0,0,1,14,1,2,109,5.5,1010,13:17:00,52,44,504,463,52.1,734,803,47.8,-4.8,540,565,48.9,-3.8,8.1,91.8,99.8,41.9,58.1,13:06:00,10:54:00,19,23,177,60.5,2,1,1,50.0
Valtteri Filppula,2013,29,TBL,C,75,25,33,58,5,20,6.8,19,6,0,2,19,14,0,131,19.1,1499,19:59:00,33,33,693,633,52.3,1114,994,52.8,2.4,840,761,52.5,1.3,8.9,91.5,100.5,51.9,48.1,19:59:00,15:32:00,53,28,208,63,13,4,9,30.8
Mike Fisher,2013,33,NSH,C,75,20,29,49,-4,60,5,16,4,0,4,22,7,0,177,11.3,1482,19:45:00,73,144,596,550,52,995,1137,46.7,-3.7,777,805,49.1,-1.5,9.1,90.2,99.3,45.1,54.9,19:45:00,15:31:00,34,38,280,63.2,1,0,1,0.0
Mark Fistric,2013,27,ANA,D,34,1,4,5,9,28,1.4,1,0,0,0,4,1,0,22,4.5,524,15:24:00,46,145,0,0,,393,425,48,-0.6,302,290,51,3.3,10.9,92.5,103.4,50.3,49.7,15:24:00,13:38:00,5,8,45,46.7,0,0,0,0.0
Tomas Fleischmann,2013,29,FLA,LW,80,8,20,28,-18,22,1,6,2,0,1,14,5,1,188,4.3,1370,17:07:00,11,59,5,13,27.8,1004,941,51.6,0.6,751,740,50.4,-1.6,7.1,89.7,96.8,52.4,47.6,17:06:00,13:18:00,30,26,360,52.2,2,1,1,50.0
Justin Florek,2013,23,BOS,LW,4,1,1,2,1,0,0.3,1,0,0,0,1,0,0,5,20,47,11:51:00,0,4,0,1,0,32,36,47.1,-2.4,28,26,51.9,1.1,15.8,88.9,104.7,41.4,58.6,11:51:00,10:54:00,2,0,8,62.5,0,0,0,0.0
Brian Flynn,2013,25,BUF,C,79,6,7,13,-10,14,0.3,5,0,1,0,7,0,0,102,5.9,1139,14:25:00,55,51,184,205,47.3,689,960,41.8,-2.5,526,717,42.3,-1.9,4.7,93.9,98.7,45.6,54.4,14:25:00,11:58:00,28,15,154,66.2,4,1,3,25.0
Marcus Foligno,2013,22,BUF,LW,74,7,12,19,-17,82,0.8,6,0,1,3,11,1,0,79,8.9,1115,15:04:00,43,206,146,155,48.5,726,953,43.2,-1.8,535,707,43.1,-1.9,6.2,92.1,98.3,44,56,15:04:00,12:50:00,36,19,131,60.3,3,0,3,0.0
Nick Foligno,2013,26,CBJ,LW,70,18,21,39,5,96,4.8,15,3,0,5,18,3,0,111,16.2,1124,16:04:00,42,210,6,7,46.2,883,843,51.2,-0.8,673,628,51.7,0,9.5,91.4,100.9,48.7,51.3,16:05:00,14:08:00,43,22,189,58.7,0,0,0,0.0
Christian Folin,2013,22,MIN,D,1,0,1,1,3,0,0.4,0,0,0,0,1,0,0,0,,19,19:26:00,0,1,0,0,,4,12,25,0.5,4,11,26.7,2.8,100,100,200,16.7,83.3,19:26:00,14:48:00,0,0,0,,0,0,0,0.0
Justin Fontaine,2013,26,MIN,RW,66,13,8,21,6,26,2.7,12,1,0,1,7,1,0,79,16.5,809,12:15:00,23,9,2,0,100,545,649,45.6,-6.4,394,474,45.4,-7.1,9,94.5,103.5,41.7,58.3,12:15:00,11:12:00,24,14,141,56,1,1,0,100.0
Filip Forsberg,2013,19,NSH,C,13,1,4,5,-8,4,0.1,0,1,0,0,1,3,0,20,5,148,11:24:00,2,6,0,0,,93,109,46,-4.5,68,87,43.9,-9.6,2.1,87.5,89.6,49.2,50.8,11:24:00,09:28:00,6,6,38,52.6,1,0,1,0.0
Maxime Fortunus,2013,30,DAL,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,16,16:17:00,1,0,0,0,,13,17,43.3,,10,13,43.5,,20,100,120,50,50,16:17:00,15:13:00,0,0,2,0,0,0,0,0.0
Cam Fowler,2013,22,ANA,D,70,6,30,36,15,14,6.1,1,4,1,2,19,11,0,100,6,1670,23:52:00,122,46,0,0,,1125,1148,49.5,-1.4,848,836,50.4,-1.1,9,93.1,102,49.6,50.4,23:52:00,17:35:00,24,36,223,44.8,0,0,0,0.0
Cody Franson,2013,26,TOR,D,79,5,28,33,-20,30,3.7,4,1,0,0,11,17,0,115,4.3,1635,20:42:00,111,282,0,0,,1150,1346,46.1,2.8,841,1033,44.9,1.8,8.2,91.3,99.5,42.2,57.8,20:41:00,16:08:00,50,68,271,42.4,0,0,0,0.0
Johan Franzen,2013,34,DET,RW,54,16,25,41,6,40,5.1,9,7,0,4,15,10,0,149,10.7,954,17:39:00,23,66,119,106,52.9,682,626,52.1,-0.9,538,502,51.7,-1.5,8.8,92.6,101.3,54.8,45.2,17:39:00,14:21:00,18,28,251,59.4,2,0,2,0.0
Colin Fraser,2013,29,LAK,C,33,0,2,2,-4,30,-0.4,0,0,0,0,2,0,0,22,0,297,08:59:00,20,58,87,86,50.3,239,220,52.1,-9.3,175,165,51.5,-8.8,1.7,94.3,96,54.8,45.2,08:59:00,08:17:00,2,7,41,53.7,0,0,0,0.0
Mark Fraser,2013,27,TOT,D,42,1,1,2,-15,76,-0.4,1,0,0,0,1,0,0,11,9.1,646,15:22:00,95,118,0,0,,450,611,42.4,-2.5,324,442,42.3,-1.3,5.6,90.8,96.4,41.6,58.4,15:22:00,13:10:00,7,33,37,29.7,0,0,0,0.0
Mark Fraser,2013,27,EDM,D,23,1,0,1,-7,43,0,1,0,0,0,0,0,0,5,20,356,15:30:00,44,52,0,0,,450,611,42.4,-2.5,324,442,42.3,-1.3,5.6,90.8,96.4,41.6,58.4,15:22:00,13:10:00,7,33,37,29.7,0,0,0,0.0
Mark Fraser,2013,27,TOR,D,19,0,1,1,-8,33,-0.4,0,0,0,0,1,0,0,6,0,289,15:13:00,51,66,0,0,,450,611,42.4,-2.5,324,442,42.3,-1.3,5.6,90.8,96.4,41.6,58.4,15:22:00,13:10:00,7,33,37,29.7,0,0,0,0.0
Matt Fraser,2013,23,BOS,RW,14,2,0,2,0,10,0.2,2,0,0,0,0,0,0,13,15.4,135,09:39:00,5,10,1,1,50,124,110,53,0.4,92,85,52,0.2,7.7,93.8,101.5,65.8,34.2,09:39:00,09:28:00,1,0,21,61.9,0,0,0,0.0
Matt Frattin,2013,26,TOT,RW,44,2,5,7,-4,11,0,1,1,0,0,4,1,0,61,3.3,529,12:01:00,11,85,2,2,50,429,385,52.7,-7.7,317,299,51.5,-8.7,5.1,93.5,98.6,57.3,42.7,12:01:00,10:51:00,6,11,108,56.5,1,0,1,0.0
Matt Frattin,2013,26,LAK,RW,40,2,4,6,-6,11,-0.1,1,1,0,0,3,1,0,60,3.3,479,11:59:00,10,78,2,2,50,429,385,52.7,-7.7,317,299,51.5,-8.7,5.1,93.5,98.6,57.3,42.7,12:01:00,10:51:00,6,11,108,56.5,1,0,1,0.0
Matt Frattin,2013,26,CBJ,RW,4,0,1,1,2,0,0.1,0,0,0,0,1,0,0,1,0,49,12:22:00,1,7,0,0,,429,385,52.7,-7.7,317,299,51.5,-8.7,5.1,93.5,98.6,57.3,42.7,12:01:00,10:51:00,6,11,108,56.5,1,0,1,0.0
Michael Frolik,2013,25,WPG,RW,81,15,27,42,8,12,4.3,14,1,0,2,25,1,1,189,7.9,1351,16:40:00,51,41,43,25,63.2,1211,1072,53,0.7,886,800,52.6,-0.6,9.2,92,101.2,51.6,48.4,16:40:00,14:22:00,53,24,344,54.9,2,0,2,0.0
Marian Gaborik,2013,31,TOT,RW,41,11,19,30,7,10,3.8,10,1,0,0,13,6,0,103,10.7,697,17:00:00,10,15,0,2,0,589,492,54.5,0.8,441,372,54.2,0.7,9.6,92,101.5,55.4,44.6,0.7083333333333334,14:07:00,11,15,175,58.9,3,2,1,66.7
Marian Gaborik,2013,31,CBJ,RW,22,6,8,14,0,6,1.7,6,0,0,0,6,2,0,47,12.8,361,16:25:00,5,5,0,0,,589,492,54.5,0.8,441,372,54.2,0.7,9.6,92,101.5,55.4,44.6,0.7083333333333334,14:07:00,11,15,175,58.9,3,2,1,66.7
Marian Gaborik,2013,31,LAK,RW,19,5,11,16,7,4,2.2,4,1,0,0,7,4,0,56,8.9,336,17:42:00,5,10,0,2,0,589,492,54.5,0.8,441,372,54.2,0.7,9.6,92,101.5,55.4,44.6,0.7083333333333334,14:07:00,11,15,175,58.9,3,2,1,66.7
Sam Gagner,2013,24,EDM,C,67,10,27,37,-29,41,2.1,9,1,0,1,20,6,1,143,7,1231,18:23:00,34,33,451,512,46.8,886,1067,45.4,-0.5,671,794,45.8,0.8,8.6,88.3,96.8,56,44,18:23:00,15:20:00,28,47,251,57,3,1,2,33.3
Alex Galchenyuk,2013,19,MTL,C,65,13,18,31,-12,26,3,10,3,0,2,11,7,0,110,11.8,936,14:24:00,25,49,5,10,33.3,756,838,47.4,0.6,553,590,48.4,0.2,7.2,90.5,97.7,50.3,49.7,14:24:00,12:20:00,30,23,193,57,7,1,6,14.3
T.J. Galiardi,2013,25,CGY,LW,62,4,13,17,-13,21,0.4,3,0,1,0,12,0,1,100,4,906,14:37:00,43,77,62,93,40,729,741,49.6,1.2,545,516,51.4,2.4,7,88.6,95.7,50.1,49.9,14:37:00,13:20:00,23,16,180,55,0,0,0,0.0
Brendan Gallagher,2013,21,MTL,RW,81,19,22,41,4,73,5,11,8,0,0,21,1,0,211,9,1293,15:58:00,36,38,47,81,36.7,1154,1057,52.2,7.8,828,743,52.7,7,8.3,92.2,100.5,50.1,49.9,15:58:00,13:27:00,41,22,384,54.9,4,0,4,0.0
Brett Gallant,2013,25,NYI,LW,4,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,28,06:53:00,0,9,0,0,,27,26,50.9,-2.2,24,24,50,-3.6,0,100,100,75,25,06:53:00,06:53:00,0,0,6,50,0,0,0,0.0
Ryan Garbutt,2013,28,DAL,LW,75,17,15,32,10,106,4.2,15,0,2,1,15,0,0,165,10.3,980,13:04:00,47,141,4,6,40,852,816,51.1,0,631,567,52.7,1.6,9,92.2,101.2,43.9,56.1,12:55:00,11:29:00,41,21,290,56.9,1,0,1,0.0
Jake Gardiner,2013,23,TOR,D,80,10,21,31,-3,19,5.6,7,2,1,1,12,9,0,136,7.4,1686,21:05:00,87,108,0,0,,1316,1476,47.1,4.7,973,1185,45.1,2.6,7.5,93.6,101.1,43.4,56.6,21:05:00,18:11:00,33,68,275,49.5,2,0,2,0.0
Jason Garrison,2013,29,VAN,D,81,7,26,33,-5,57,6.3,2,4,1,1,13,11,2,181,3.9,1693,20:54:00,128,58,0,0,,1233,1281,49,-6,907,926,49.5,-5.5,7.5,92.1,99.5,47.3,52.7,20:54:00,16:41:00,30,44,379,47.8,0,0,0,0.0
Johnny Gaudreau,2013,20,CGY,LW,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100,15,15:11:00,0,0,0,0,,11,8,57.9,,7,5,58.3,,25,100,125,28.6,71.4,15:11:00,13:40:00,1,0,2,50,0,0,0,0.0
Cameron Gaunce,2013,23,DAL,D,9,0,0,0,1,7,0.2,0,0,0,0,0,0,0,9,0,125,13:50:00,4,11,0,0,,140,116,54.7,0.9,104,95,52.3,-1.6,10.5,88.3,98.9,60.8,39.2,13:50:00,12:43:00,3,10,15,60,0,0,0,0.0
Paul Gaustad,2013,31,NSH,C,75,10,11,21,-6,61,1.4,10,0,0,0,11,0,0,74,13.5,1036,13:48:00,55,122,696,504,58,608,773,44,-6.1,457,569,44.5,-6.5,8.1,91.4,99.5,27.3,72.7,13:48:00,11:13:00,25,20,110,67.3,0,0,0,0.0
Luke Gazdic,2013,24,EDM,LW,67,2,2,4,-8,127,-0.3,2,0,0,0,2,0,0,30,6.7,389,05:48:00,22,103,3,0,100,247,423,36.9,-11.4,173,321,35,-12.5,4.9,93.9,98.8,52.5,47.5,05:48:00,05:45:00,6,11,51,58.8,0,0,0,0.0
Eric Gelinas,2013,22,NJD,D,60,7,22,29,-3,22,5.3,2,5,0,2,10,12,0,124,5.6,1015,16:55:00,20,99,0,0,,723,623,53.7,-0.7,528,485,52.1,-2.8,8.9,90.8,99.7,63.8,36.2,16:55:00,14:21:00,12,26,247,50.2,0,0,0,0.0
Nathan Gerbe,2013,26,CAR,C,81,16,15,31,-6,36,3.1,11,3,2,1,11,4,0,221,7.2,1329,16:24:00,15,53,2,4,33.3,1130,1037,52.1,0.9,852,796,51.7,1.4,5,93.8,98.8,46.1,53.9,16:24:00,13:39:00,48,34,368,60.1,2,0,2,0.0
Ryan Getzlaf,2013,28,ANA,C,77,31,56,87,28,31,11.2,26,5,0,7,38,18,0,204,15.2,1639,21:17:00,87,110,692,719,49,1153,1067,51.9,1.2,863,781,52.5,1.9,12.4,91.1,103.6,48.4,51.6,21:17:00,15:20:00,53,76,373,54.7,6,0,6,0.0
Brian Gibbons,2013,25,PIT,C,41,5,12,17,5,6,1.9,4,1,0,0,11,0,1,29,17.2,490,11:57:00,19,24,9,13,40.9,378,374,50.3,1.8,280,269,51,4,9.6,92.6,102.2,53.5,46.5,11:57:00,10:56:00,10,11,52,53.8,0,0,0,0.0
Tom Gilbert,2013,31,FLA,D,73,3,25,28,-5,18,4.4,1,2,0,1,21,4,0,93,3.2,1558,21:20:00,95,59,0,0,,1230,1146,51.8,1,936,903,50.9,-0.7,8.3,91.1,99.4,48,52,21:17:00,18:02:00,16,32,215,43.3,0,0,0,0.0
Hal Gill,2013,38,PHI,D,6,0,0,0,0,2,0.1,0,0,0,0,0,0,0,1,0,89,14:51:00,6,7,0,0,,59,65,47.6,-9.8,45,46,49.5,-5.4,9.4,90.9,100.3,50,50,14:51:00,13:24:00,1,1,6,16.7,0,0,0,0.0
Matt Gilroy,2013,29,FLA,D,16,1,1,2,-2,6,0.4,1,0,0,0,1,0,0,27,3.7,260,16:15:00,18,5,0,0,,203,217,48.3,1.7,157,161,49.4,0.7,7.3,91.5,98.7,54.7,45.3,16:12:00,14:37:00,1,10,48,56.3,0,0,0,0.0
Brian Gionta,2013,35,MTL,RW,81,18,22,40,1,22,4.4,16,2,0,3,16,5,1,184,9.8,1446,17:51:00,52,46,23,37,38.3,1022,1222,45.5,-1.4,768,864,47.1,-0.6,7.8,93.6,101.4,38.7,61.3,17:51:00,14:49:00,38,21,335,54.6,0,0,0,0.0
Stephen Gionta,2013,30,NJD,RW,66,4,7,11,-8,18,0.2,3,0,1,1,7,0,0,89,4.5,822,12:28:00,25,113,238,343,41,465,479,49.3,-5.4,367,358,50.6,-4.4,4.7,91.7,96.3,40.4,59.6,12:28:00,10:31:00,26,10,137,65,0,0,0,0.0
Mark Giordano,2013,30,CGY,D,64,14,33,47,12,63,9.8,7,7,0,2,17,13,3,180,7.8,1615,1900-01-01 01:14:00,103,73,0,0,,1149,975,54.1,11.7,827,705,54,10.3,9.3,91,100.3,44.1,55.9,1900-01-01 01:14:00,19:07:00,39,43,381,47.2,0,0,0,0.0
Dan Girardi,2013,29,NYR,D,81,5,19,24,6,16,6.1,4,1,0,0,15,2,2,100,5,1873,23:07:00,174,191,0,0,,1450,1492,49.3,-5.9,1075,1088,49.7,-4.9,7.9,92.4,100.4,46.4,53.6,23:06:00,18:37:00,28,55,241,41.5,0,0,0,0.0
Zemgus Girgensons,2013,20,BUF,C,70,8,14,22,-6,14,1.8,7,0,1,1,13,0,1,115,7,1072,15:19:00,43,161,100,140,41.7,743,924,44.6,0.3,569,675,45.7,1.4,7.4,91.8,99.1,47.4,52.6,15:19:00,13:08:00,25,15,190,60,4,1,3,25.0
Claude Giroux,2013,26,PHI,C,82,28,58,86,7,46,10.2,21,7,0,7,28,30,0,223,12.6,1676,20:26:00,46,90,931,829,52.9,1418,1190,54.4,3.9,1007,873,53.6,3.1,9.7,91.3,101.1,55.9,44.1,20:26:00,15:43:00,43,34,436,51.1,11,5,6,45.5
Tanner Glass,2013,30,PIT,LW,67,4,9,13,-8,90,0.2,4,0,0,0,9,0,0,56,7.1,790,11:47:00,57,247,9,10,47.4,436,659,39.8,-12.5,328,451,42.1,-10.3,6.3,92.7,99,38,62,11:47:00,10:07:00,10,5,94,59.6,0,0,0,0.0
Tim Gleason,2013,31,TOT,D,56,1,5,6,-21,65,-0.3,1,0,0,0,5,0,0,43,2.3,931,16:38:00,88,156,0,0,,692,960,41.9,-6.3,513,731,41.2,-6.3,5.1,91.8,97,39.4,60.6,16:38:00,14:45:00,9,26,80,53.8,0,0,0,0.0
Tim Gleason,2013,31,TOR,D,39,1,4,5,-14,55,-0.1,1,0,0,0,4,0,0,28,3.6,661,16:57:00,69,108,0,0,,692,960,41.9,-6.3,513,731,41.2,-6.3,5.1,91.8,97,39.4,60.6,16:38:00,14:45:00,9,26,80,53.8,0,0,0,0.0
