Player,Season,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
Max Domi,2020,25,CBJ,LW,54,9,15,24,-18,75,1.4,7,2,0,2,14,1,0,99,9.1,822,15:13:00,10,15,192,204,48.5,598,688,46.5,0.1,462,532,46.5,-0.7,7.4,88.8,96.2,54.4,45.6,15:13:00,13:37:00,18,41,153,64.7,4.0,0.0,4.0,0.0
Ryan Donato,2020,24,SJS,C,50,6,14,20,-10,10,1.3,4,2,0,1,10,4,0,104,5.8,631,12:37:00,21,50,27,36,42.9,460,507,47.6,-0.7,360,377,48.8,0.4,6.7,90.7,97.5,53.7,46.3,12:36:00,10:52:00,27,11,171,60.8,8.0,3.0,5.0,37.5
Joonas Donskoi,2020,28,COL,RW,51,17,14,31,14,10,4.1,12,5,0,3,11,3,0,86,19.8,742,14:32:00,25,14,13,18,41.9,561,448,55.6,-4.3,417,321,56.5,-2.4,10.2,92.1,102.2,53.2,46.8,14:32:00,11:06:00,18,10,149,57.7,1.0,1.0,0.0,100.0
Drew Doughty,2020,31,LAK,D,56,8,26,34,-14,26,5.5,2,6,0,0,13,12,1,101,7.9,1477,1900-01-01 02:23:00,83,91,0,0,,979,954,50.6,4.9,750,723,50.9,5.1,7.6,89.2,96.8,50.1,49.9,1900-01-01 02:23:00,20:57:00,8,40,235,43,0.0,0.0,0.0,0.0
Nic Dowd,2020,30,WSH,C,56,11,4,15,4,31,1.5,11,0,0,3,4,0,0,68,16.2,805,14:22:00,40,109,432,336,56.3,516,602,46.2,-5.3,392,449,46.6,-4.2,9.3,93,102.3,15.7,84.3,14:22:00,11:56:00,38,15,110,61.8,0.0,0.0,0.0,0.0
Justin Dowling,2020,30,DAL,C,27,1,4,5,-4,6,0,1,0,0,0,3,1,0,27,3.7,299,11:04:00,3,17,43,43,50,222,184,54.7,2.5,168,148,53.2,0.8,6.7,89.6,96.2,55.7,44.3,11:04:00,09:46:00,6,6,55,49.1,0.0,0.0,0.0,0.0
Leon Draisaitl,2020,25,EDM,C,56,31,53,84,29,22,10.9,15,15,1,8,36,17,0,168,18.5,1243,22:11:00,12,37,574,457,55.7,916,865,51.4,4.2,700,654,51.7,4.4,12.9,92.1,105,54.7,45.3,22:11:00,17:18:00,56,71,302,55.6,0.0,0.0,0.0,0.0
Sheldon Dries,2020,26,COL,C,3,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,23,07:49:00,0,6,0,1,0,24,20,54.5,0.6,13,14,48.1,-5.5,10,100,110,57.1,42.9,07:49:00,07:32:00,1,0,5,20,0.0,0.0,0.0,0.0
Jonathan Drouin,2020,25,MTL,LW,44,2,21,23,-8,20,1.1,2,0,0,0,16,5,0,76,2.6,708,16:05:00,7,42,21,24,46.7,586,508,53.6,-1.3,433,384,53,-1.4,8.5,87.9,96.4,58.8,41.2,16:05:00,13:45:00,17,23,121,62.8,4.0,0.0,4.0,0.0
Jamie Drysdale,2020,18,ANA,D,24,3,5,8,-12,6,0.8,3,0,0,0,4,1,0,28,10.7,470,19:35:00,23,7,0,0,,302,414,42.2,-10.5,230,329,41.1,-9.1,9.5,89.5,99,51.3,48.7,19:35:00,16:51:00,6,19,69,40.6,0.0,0.0,0.0,0.0
Dillon Dube,2020,22,CGY,C,51,11,11,22,-1,20,2.2,9,2,0,0,11,0,0,84,13.1,696,13:38:00,14,59,9,8,52.9,564,518,52.1,-0.5,432,402,51.8,-0.3,9.4,90.8,100.3,48.2,51.8,13:38:00,12:16:00,15,32,156,53.8,0.0,0.0,0.0,0.0
Pierre-Luc Dubois,2020,22,TOT,LW,46,9,12,21,-8,38,1.6,8,1,0,3,7,5,0,76,11.8,691,15:02:00,26,59,166,216,43.5,533,521,50.6,3.9,405,380,51.6,5.1,7.6,88.3,95.8,63.1,36.9,15:02:00,13:28:00,18,10,131,58,1.0,0.0,1.0,0.0
Pierre-Luc Dubois,2020,22,WPG,LW,41,8,12,20,-6,36,1.6,7,1,0,2,7,5,0,69,11.6,619,15:06:00,23,57,133,188,41.4,533,521,50.6,3.9,405,380,51.6,5.1,7.6,88.3,95.8,63.1,36.9,15:02:00,13:28:00,18,10,131,58,1.0,0.0,1.0,0.0
Pierre-Luc Dubois,2020,22,CBJ,LW,5,1,0,1,-2,2,0,1,0,0,1,0,0,0,7,14.3,73,14:31:00,3,2,33,28,54.1,533,521,50.6,3.9,405,380,51.6,5.1,7.6,88.3,95.8,63.1,36.9,15:02:00,13:28:00,18,10,131,58,1.0,0.0,1.0,0.0
Matt Duchene,2020,30,NSH,C,34,6,7,13,-12,6,0.7,5,1,0,0,5,2,0,73,8.2,538,15:50:00,10,30,162,139,53.8,476,410,53.7,4,371,313,54.2,3.6,7.7,86.8,94.6,61.9,38.1,15:50:00,13:27:00,13,15,126,57.9,1.0,1.0,0.0,100.0
Anthony Duclair,2020,25,FLA,LW,43,10,22,32,27,18,4.2,9,1,0,1,20,1,1,104,9.6,674,15:41:00,9,32,0,2,0,578,438,56.9,3.3,449,348,56.3,2.2,12.9,92.9,105.8,54.6,45.4,15:41:00,13:41:00,11,15,167,62.3,2.0,0.0,2.0,0.0
Mathew Dumba,2020,26,MIN,D,51,6,15,21,1,46,3.5,5,1,0,1,11,4,0,89,6.7,1136,22:17:00,75,74,0,0,,775,812,48.8,3.2,594,599,49.8,3.2,10.9,89.4,100.4,46.6,53.4,22:17:00,18:22:00,11,32,186,47.8,0.0,0.0,0.0,0.0
Brian Dumoulin,2020,29,PIT,D,41,4,10,14,18,12,3.5,4,0,0,0,9,0,1,50,8,917,22:21:00,55,63,0,0,,667,677,49.6,-1.3,511,540,48.6,-2.9,10.8,93,103.9,52.8,47.2,22:21:00,19:28:00,24,18,104,48.1,0.0,0.0,0.0,0.0
Vince Dunn,2020,24,STL,D,43,6,14,20,-8,18,2.7,4,2,0,0,9,5,0,73,8.2,828,19:15:00,51,36,0,0,,629,606,50.9,2.6,434,452,49,0.4,7.6,90.6,98.1,58.1,41.9,19:15:00,17:28:00,10,26,164,44.5,0.0,0.0,0.0,0.0
Josh Dunne,2020,22,CBJ,C,6,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,7,0,62,10:23:00,7,12,6,28,17.6,45,50,47.4,4.8,33,31,51.6,10.2,0,95.2,95.2,34.8,65.2,10:23:00,10:18:00,1,0,10,70,0.0,0.0,0.0,0.0
Christian Dvorak,2020,24,ARI,C,56,17,14,31,-11,12,3.1,8,8,1,4,11,3,0,95,17.9,1031,18:24:00,45,48,553,509,52.1,616,724,46,-3.6,465,533,46.6,-2.7,9.8,89,98.9,46.3,53.7,18:24:00,13:37:00,19,18,154,61.7,4.0,4.0,0.0,100.0
Ryan Dzingel,2020,28,TOT,C,40,8,5,13,-5,21,1.2,6,2,0,0,4,1,0,48,16.7,508,12:42:00,10,44,3,9,25,363,379,48.9,0,257,286,47.3,-1.4,6,91.9,97.9,36.8,63.2,12:42:00,10:57:00,8,9,97,49.5,1.0,0.0,1.0,0.0
Ryan Dzingel,2020,28,OTT,C,29,6,3,9,-3,19,0.9,6,0,0,0,2,1,0,39,15.4,363,12:31:00,7,34,3,7,30,363,379,48.9,0,257,286,47.3,-1.4,6,91.9,97.9,36.8,63.2,12:42:00,10:57:00,8,9,97,49.5,1.0,0.0,1.0,0.0
Ryan Dzingel,2020,28,CAR,C,11,2,2,4,-2,2,0.3,0,2,0,0,2,0,0,9,22.2,145,13:12:00,3,10,0,2,0,363,379,48.9,0,257,286,47.3,-1.4,6,91.9,97.9,36.8,63.2,12:42:00,10:57:00,8,9,97,49.5,1.0,0.0,1.0,0.0
Cody Eakin,2020,29,BUF,C,46,3,4,7,-9,14,-0.1,3,0,0,0,4,0,0,39,7.7,595,12:56:00,20,33,271,228,54.3,335,509,39.7,-8.8,267,399,40.1,-8.1,7.1,90.9,98.1,36.7,63.3,12:56:00,11:15:00,16,14,59,66.1,0.0,0.0,0.0,0.0
Jordan Eberle,2020,30,NYI,RW,55,16,17,33,9,16,4.2,15,1,0,2,13,4,0,128,12.5,922,16:45:00,18,30,3,4,42.9,800,617,56.5,10.9,623,452,58,12,8.7,90.1,98.9,60.2,39.8,16:45:00,14:24:00,15,15,203,63.1,7.0,1.0,6.0,14.3
Alexander Edler,2020,34,VAN,D,52,0,8,8,-8,58,1.4,0,0,0,0,8,0,0,99,0,1087,20:54:00,118,80,0,0,,722,904,44.4,-3,581,661,46.8,0.4,8.4,89.7,98.1,32.2,67.8,20:54:00,17:10:00,13,26,177,55.9,0.0,0.0,0.0,0.0
Joel Edmundson,2020,27,MTL,D,55,3,10,13,28,25,4.8,3,0,0,0,10,0,0,77,3.9,1103,20:03:00,75,98,0,0,,951,787,54.7,0.8,687,588,53.9,1,10,93.6,103.6,47.5,52.5,20:03:00,17:35:00,6,69,180,42.8,0.0,0.0,0.0,0.0
Nikolaj Ehlers,2020,24,WPG,LW,47,21,25,46,15,15,6.2,15,6,0,5,18,7,0,148,14.2,795,16:55:00,12,26,1,0,100,681,613,52.6,6.5,491,463,51.5,5,10.6,92.5,103.1,57,43,16:55:00,15:11:00,18,19,253,58.5,0.0,0.0,0.0,0.0
Jack Eichel,2020,24,BUF,C,21,2,16,18,-9,6,1.2,1,1,0,1,8,8,0,61,3.3,430,20:30:00,15,20,195,197,49.7,318,252,55.8,8.3,253,193,56.7,10,6.4,86.7,93.1,61.1,38.9,20:30:00,0.7083333333333334,4,11,107,57,3.0,2.0,1.0,66.7
Aaron Ekblad,2020,24,FLA,D,35,11,11,22,5,33,4.4,5,6,0,3,6,5,0,101,10.9,878,1900-01-01 01:05:00,27,24,0,0,,571,488,53.9,2.6,443,376,54.1,2.9,9.5,90.4,99.9,51,49,1900-01-01 01:05:00,18:42:00,11,22,193,52.3,0.0,0.0,0.0,0.0
Mattias Ekholm,2020,30,NSH,D,48,6,17,23,19,14,5.6,6,0,0,2,14,2,1,110,5.5,1098,22:52:00,46,23,0,0,,826,778,51.5,3.5,661,608,52.1,3.3,10.2,93.3,103.6,48.5,51.5,22:52:00,18:40:00,17,32,227,48.5,0.0,0.0,0.0,0.0
Oliver Ekman-Larsson,2020,29,ARI,D,46,3,21,24,-17,32,2.8,1,2,0,0,9,12,0,83,3.6,965,20:58:00,26,72,0,0,,644,692,48.2,0.2,482,554,46.5,-2.5,8,89.1,97.1,46.3,53.7,20:58:00,16:49:00,12,25,175,47.4,0.0,0.0,0.0,0.0
Lars Eller,2020,31,WSH,C,44,8,15,23,-1,21,1.9,8,0,0,2,11,4,0,69,11.6,719,16:21:00,16,36,332,327,50.4,583,481,54.8,4.7,438,376,53.8,4.2,9.1,88.9,98,57.1,42.9,16:20:00,13:29:00,19,20,134,51.5,0.0,0.0,0.0,0.0
Ryan Ellis,2020,30,NSH,D,35,5,13,18,1,10,3.3,3,2,0,0,11,2,0,75,6.7,832,23:46:00,63,21,0,0,,617,565,52.2,2.5,467,433,51.9,0.8,9.1,90.4,99.4,57.6,42.4,23:46:00,19:03:00,7,22,145,51.7,1.0,0.0,1.0,0.0
Pierre Engvall,2020,24,TOR,LW,42,7,5,12,2,16,1,7,0,0,1,5,0,0,61,11.5,501,11:56:00,12,43,102,135,43,418,417,50.1,-0.3,330,313,51.3,-0.3,7.8,92.2,100.1,36.7,63.3,11:56:00,11:18:00,6,19,103,59.2,0.0,0.0,0.0,0.0
Tyler Ennis,2020,31,EDM,C,30,3,6,9,0,6,0.6,3,0,0,2,6,0,0,38,7.9,364,12:08:00,6,43,6,3,66.7,262,311,45.7,-5.1,196,233,45.7,-5.2,8.5,92.9,101.4,47.2,52.8,12:08:00,11:48:00,10,9,59,64.4,0.0,0.0,0.0,0.0
Mackenzie Entwistle,2020,21,CHI,RW,5,1,1,2,1,2,0.3,1,0,0,0,1,0,0,6,16.7,49,09:49:00,2,10,6,21,22.2,28,62,31.1,-11.9,21,51,29.2,-14.5,10.5,97.6,108.1,46.4,53.6,09:49:00,09:49:00,1,0,8,75,0.0,0.0,0.0,0.0
Loui Eriksson,2020,35,VAN,LW,7,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,5,0,67,09:35:00,1,1,1,0,100,36,68,34.6,-17.6,28,56,33.3,-19.2,4.2,87.9,92,33.3,66.7,09:35:00,08:32:00,6,0,7,71.4,0.0,0.0,0.0,0.0
Joel Eriksson Ek,2020,24,MIN,C,56,19,11,30,16,20,4,19,0,0,2,9,2,0,119,16,955,17:03:00,37,105,395,444,47.1,656,711,48,2.3,510,521,49.5,2.9,11.5,92,103.5,43.1,56.9,17:03:00,14:08:00,21,10,170,70.6,1.0,0.0,1.0,0.0
Adam Erne,2020,25,DET,LW,45,11,9,20,-1,26,2.2,8,3,0,0,6,3,0,71,15.5,626,13:55:00,16,82,20,14,58.8,423,502,45.7,1,331,377,46.8,1.9,8.2,93,101.3,39.9,60.1,13:55:00,12:20:00,10,6,105,67.6,4.0,1.0,3.0,25.0
Jake Evans,2020,24,MTL,C,47,3,10,13,2,29,0.8,2,0,1,0,9,0,1,55,5.5,556,11:50:00,26,79,203,202,50.1,407,370,52.4,-3.5,301,276,52.2,-2.5,7.3,91.9,99.2,49,51,11:50:00,09:54:00,12,16,91,60.4,0.0,0.0,0.0,0.0
Robby Fabbri,2020,25,DET,C,30,10,8,18,3,16,2.3,10,0,0,5,6,2,0,58,17.2,518,17:16:00,17,34,83,107,43.7,333,404,45.2,-0.6,265,306,46.4,0.8,12.4,90.9,103.3,50.6,49.4,17:16:00,14:50:00,3,16,96,60.4,0.0,0.0,0.0,0.0
Dante Fabbro,2020,22,NSH,D,40,2,10,12,-1,23,2.2,1,1,0,1,9,1,0,59,3.4,773,19:19:00,57,32,0,0,,595,600,49.8,-1.7,482,446,51.9,0.9,6.5,92.8,99.2,53.1,46.9,19:19:00,17:29:00,8,26,101,58.4,0.0,0.0,0.0,0.0
Radek Faksa,2020,27,DAL,C,55,6,8,14,-15,30,0,4,1,1,0,7,1,0,94,6.4,959,17:26:00,45,100,424,336,55.8,601,688,46.6,-8.8,429,510,45.7,-9.6,6.4,91,97.4,35.6,64.4,17:26:00,13:50:00,18,21,144,65.3,0.0,0.0,0.0,0.0
Joel Farabee,2020,20,PHI,LW,55,20,18,38,0,28,4.3,17,3,0,1,14,4,0,122,16.4,881,16:01:00,21,48,6,9,40,602,574,51.2,-1.4,460,443,50.9,-0.9,11.2,89.1,100.3,54.4,45.6,16:01:00,12:31:00,27,20,189,64.6,1.0,0.0,1.0,0.0
David Farrance,2020,21,NSH,D,2,0,0,0,3,0,0.3,0,0,0,0,0,0,0,3,0,36,18:08:00,1,1,0,0,,20,33,37.7,-17.3,18,25,41.9,-17.2,14.3,100,114.3,46.7,53.3,18:08:00,15:15:00,0,0,4,75,0.0,0.0,0.0,0.0
Hudson Fasching,2020,25,ARI,RW,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,7,0,47,09:28:00,1,6,0,0,,35,41,46.1,-0.7,31,32,49.2,0.2,0,87,87,36.4,63.6,09:28:00,09:20:00,0,1,9,77.8,0.0,0.0,0.0,0.0
Jesper Fast,2020,29,CAR,RW,46,6,13,19,-4,14,1.3,5,1,0,1,10,3,0,38,15.8,704,15:18:00,23,78,13,25,34.2,510,471,52,-2.1,377,365,50.8,-3.2,7.2,90.2,97.4,46.8,53.2,15:18:00,12:57:00,5,11,69,55.1,0.0,0.0,0.0,0.0
Justin Faulk,2020,28,STL,D,56,7,18,25,11,35,5.2,6,1,0,2,12,4,2,117,6,1359,1900-01-01 00:16:00,87,128,0,0,,928,984,48.5,0.5,699,742,48.5,0.9,11.4,90.4,101.9,47,53,1900-01-01 00:16:00,20:41:00,24,35,223,52.5,0.0,0.0,0.0,0.0
Mario Ferraro,2020,22,SJS,D,56,1,16,17,-6,22,2.6,1,0,0,0,12,4,0,58,1.7,1256,22:26:00,96,155,0,0,,882,1016,46.5,-2.3,662,763,46.5,-3,10.3,89.7,100,42.7,57.3,22:26:00,18:31:00,30,20,106,54.7,0.0,0.0,0.0,0.0
Kevin Fiala,2020,24,MIN,LW,50,20,20,40,-2,43,4.6,14,6,0,5,12,8,0,162,12.3,845,16:54:00,13,27,5,10,33.3,621,603,50.7,5.4,465,460,50.3,3.6,10.8,89.6,100.4,50.6,49.4,16:54:00,13:27:00,41,45,290,55.9,2.0,2.0,0.0,100.0
Valtteri Filppula,2020,36,DET,C,38,6,9,15,-1,12,1.3,6,0,0,1,9,0,0,25,24,593,15:36:00,15,9,109,133,45,339,456,42.6,-4.1,270,338,44.4,-1.8,12,88.9,100.9,46.3,53.7,15:36:00,13:46:00,7,10,41,61,1.0,1.0,0.0,100.0
Christian Fischer,2020,23,ARI,RW,52,3,8,11,-10,6,0.1,3,0,0,0,7,1,0,47,6.4,663,12:45:00,27,148,12,12,50,412,526,43.9,-6,320,388,45.2,-4.4,8.7,90.2,98.9,37.3,62.7,12:45:00,10:33:00,7,11,85,55.3,0.0,0.0,0.0,0.0
Haydn Fleury,2020,24,TOT,D,47,3,1,4,-12,8,0.6,3,0,0,0,1,0,0,62,4.8,724,15:24:00,55,63,0,0,,581,533,52.2,-1.2,428,409,51.1,-1.7,5.4,90.3,95.8,49.6,50.4,15:24:00,14:06:00,7,27,126,49.2,0.0,0.0,0.0,0.0
Haydn Fleury,2020,24,CAR,D,35,1,0,1,-6,6,0.2,1,0,0,0,0,0,0,48,2.1,476,13:36:00,40,46,0,0,,581,533,52.2,-1.2,428,409,51.1,-1.7,5.4,90.3,95.8,49.6,50.4,15:24:00,14:06:00,7,27,126,49.2,0.0,0.0,0.0,0.0
Haydn Fleury,2020,24,ANA,D,12,2,1,3,-6,2,0.4,2,0,0,0,1,0,0,14,14.3,248,20:39:00,15,17,0,0,,581,533,52.2,-1.2,428,409,51.1,-1.7,5.4,90.3,95.8,49.6,50.4,15:24:00,14:06:00,7,27,126,49.2,0.0,0.0,0.0,0.0
Warren Foegele,2020,24,CAR,LW,53,10,10,20,4,20,2,10,0,0,1,10,0,0,91,11,750,14:09:00,12,60,18,17,51.4,648,576,52.9,-1,485,454,51.7,-2.1,7.5,93.2,100.7,44.7,55.3,14:09:00,13:00:00,16,28,155,58.7,0.0,0.0,0.0,0.0
Steven Fogarty,2020,27,BUF,C,9,1,2,3,2,8,0.4,1,0,0,0,2,0,0,5,20,106,11:44:00,10,4,7,5,58.3,46,90,33.8,-12.8,37,69,34.9,-9.8,14.3,94.4,108.7,27.3,72.7,11:44:00,11:30:00,5,0,8,62.5,0.0,0.0,0.0,0.0
Marcus Foligno,2020,29,MIN,LW,39,11,15,26,19,49,3.5,10,0,1,2,15,0,0,40,27.5,584,14:58:00,17,109,2,9,18.2,367,435,45.8,-3.1,288,322,47.2,-2.8,16.6,91.9,108.5,43,57,14:58:00,13:11:00,15,14,62,64.5,0.0,0.0,0.0,0.0
Nick Foligno,2020,33,TOT,LW,49,7,13,20,2,32,1.5,6,1,0,0,9,1,3,81,8.6,871,17:46:00,37,133,117,144,44.8,540,619,46.6,-0.1,422,457,48,0.7,7.9,91.4,99.3,43,57,17:46:00,14:08:00,13,21,121,66.9,0.0,0.0,0.0,0.0
Nick Foligno,2020,33,CBJ,LW,42,7,9,16,-3,28,1.1,6,1,0,0,5,1,3,73,9.6,762,18:09:00,35,109,114,128,47.1,540,619,46.6,-0.1,422,457,48,0.7,7.9,91.4,99.3,43,57,17:46:00,14:08:00,13,21,121,66.9,0.0,0.0,0.0,0.0
Nick Foligno,2020,33,TOR,LW,7,0,4,4,5,4,0.4,0,0,0,0,4,0,0,8,0,108,15:28:00,2,24,3,16,15.8,540,619,46.6,-0.1,422,457,48,0.7,7.9,91.4,99.3,43,57,17:46:00,14:08:00,13,21,121,66.9,0.0,0.0,0.0,0.0
Callan Foote,2020,22,TBL,D,35,1,2,3,9,29,1.5,1,0,0,0,2,0,0,40,2.5,451,12:53:00,29,39,0,0,,331,339,49.4,-2.7,261,253,50.8,-1.3,10,93.3,103.3,58.9,41.1,12:53:00,12:23:00,1,5,78,51.3,0.0,0.0,0.0,0.0
Nolan Foote,2020,20,NJD,LW,6,1,1,2,-1,0,0.2,1,0,0,0,1,0,0,5,20,58,09:41:00,1,5,0,2,0,45,47,48.9,3.3,36,33,52.2,5.9,14.8,78.3,93.1,71.4,28.6,09:41:00,09:38:00,1,2,6,83.3,0.0,0.0,0.0,0.0
Derek Forbort,2020,28,WPG,D,56,2,10,12,1,35,2.6,2,0,0,0,10,0,0,67,3,1162,20:45:00,115,80,0,0,,796,864,48,-0.7,579,630,47.9,-0.7,9.8,89.7,99.5,52,48,20:45:00,17:52:00,19,54,174,38.5,0.0,0.0,0.0,0.0
Alex Formenton,2020,21,OTT,LW,20,4,2,6,6,6,0.9,3,0,1,0,2,0,0,27,14.8,240,12:00:00,8,23,1,4,20,146,201,42.1,-5.1,108,148,42.2,-5.1,15.1,93.7,108.8,37.4,62.6,0.5,10:01:00,11,6,39,69.2,0.0,0.0,0.0,0.0
Filip Forsberg,2020,26,NSH,C,39,12,20,32,-9,16,3.2,9,3,0,3,10,10,0,129,9.3,713,18:17:00,14,47,3,5,37.5,596,520,53.4,2,467,390,54.5,2.4,6.6,90.1,96.7,58.4,41.6,18:17:00,15:19:00,22,21,213,60.6,3.0,1.0,2.0,33.3
Gustav Forsling,2020,24,FLA,D,43,5,12,17,17,8,4.1,4,1,0,0,9,3,0,94,5.3,858,19:57:00,42,30,0,0,,693,617,52.9,-1.8,547,463,54.2,-0.4,9.3,93.3,102.6,41.5,58.5,19:57:00,16:57:00,19,26,165,57,0.0,0.0,0.0,0.0
Liam Foudy,2020,20,CBJ,C,24,0,4,4,0,6,-0.1,0,0,0,0,4,0,0,40,0,302,12:36:00,5,13,2,8,20,225,270,45.5,-1.5,167,210,44.3,-3,8.1,94,102.1,50,50,12:36:00,12:01:00,6,5,63,63.5,0.0,0.0,0.0,0.0
Cam Fowler,2020,29,ANA,D,56,5,18,23,-4,18,4.2,5,0,0,1,14,4,0,75,6.7,1219,21:46:00,36,27,0,0,,886,834,51.5,3.9,627,641,49.4,2,11.1,89.6,100.7,54.2,45.8,21:46:00,0.75,21,28,181,41.4,0.0,0.0,0.0,0.0
Adam Fox,2020,22,NYR,D,55,5,42,47,19,14,7.8,2,2,1,1,20,21,1,102,4.9,1359,1900-01-01 00:42:00,102,23,0,1,0,845,865,49.4,4.3,644,649,49.8,3.9,10.7,91.9,102.6,49.4,50.6,1900-01-01 00:42:00,18:23:00,38,36,181,56.4,0.0,0.0,0.0,0.0
Trent Frederic,2020,22,BOS,C,42,4,1,5,-8,65,-0.1,4,0,0,3,1,0,0,44,9.1,473,11:15:00,15,61,37,33,52.9,341,381,47.2,-7.6,264,275,49,-6.4,4.4,91.4,95.8,41.8,58.2,11:15:00,10:42:00,9,7,75,58.7,0.0,0.0,0.0,0.0
Mark Friedman,2020,25,TOT,D,9,2,1,3,1,9,0.6,2,0,0,0,1,0,0,9,22.2,99,11:03:00,7,14,0,1,0,75,92,44.9,-1.4,58,70,45.3,-0.3,15.6,88.2,103.8,57.6,42.4,11:03:00,10:53:00,0,2,12,75,0.0,0.0,0.0,0.0
Mark Friedman,2020,25,PIT,D,5,2,1,3,3,5,0.8,2,0,0,0,1,0,0,6,33.3,55,11:04:00,5,9,0,0,,75,92,44.9,-1.4,58,70,45.3,-0.3,15.6,88.2,103.8,57.6,42.4,11:03:00,10:53:00,0,2,12,75,0.0,0.0,0.0,0.0
Mark Friedman,2020,25,PHI,D,4,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,3,0,44,11:01:00,2,5,0,1,0,75,92,44.9,-1.4,58,70,45.3,-0.3,15.6,88.2,103.8,57.6,42.4,11:03:00,10:53:00,0,2,12,75,0.0,0.0,0.0,0.0
Martin Frk,2020,27,LAK,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,09:21:00,0,1,0,0,,2,7,22.2,-30.2,1,5,16.7,-34.2,0,75,75,100,0,09:21:00,08:48:00,0,0,1,0,0.0,0.0,0.0,0.0
Byron Froese,2020,29,CGY,C,6,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50,50,08:18:00,4,8,12,19,38.7,17,47,26.6,-22.6,10,32,23.8,-24.5,20,96.7,116.7,21.1,78.9,08:18:00,06:59:00,2,0,3,66.7,0.0,0.0,0.0,0.0
Michael Frolik,2020,32,MTL,LW,8,0,0,0,-3,0,-0.3,0,0,0,0,0,0,0,14,0,92,11:27:00,1,9,6,4,60,86,68,55.8,-3.7,61,50,55,-4.9,0,91.7,91.7,58.8,41.2,11:27:00,11:12:00,2,1,25,56,0.0,0.0,0.0,0.0
Morgan Frost,2020,21,PHI,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,10:14:00,0,0,10,10,50,20,14,58.8,15.8,10,11,47.6,2.2,0,100,100,73.3,26.7,10:14:00,09:23:00,0,1,2,0,0.0,0.0,0.0,0.0
Kurtis Gabriel,2020,27,SJS,RW,11,0,0,0,1,55,-0.1,0,0,0,0,0,0,0,4,0,84,07:40:00,10,46,0,0,,62,88,41.3,-7.3,53,47,53,4.9,9.4,94.1,103.5,23.3,76.7,07:40:00,07:33:00,1,0,11,36.4,0.0,0.0,0.0,0.0
Jonah Gadjovich,2020,22,VAN,LW,1,0,0,0,-1,17,0,0,0,0,0,0,0,0,0,,5,04:55:00,0,1,0,0,,1,8,11.1,-31.6,1,5,16.7,-28.5,,66.7,,50,50,04:55:00,04:51:00,0,0,0,,0.0,0.0,0.0,0.0
Sam Gagner,2020,31,DET,C,42,7,8,15,-4,15,1.2,6,1,0,1,8,0,0,88,8,649,15:26:00,14,5,83,97,46.1,387,412,48.4,3.5,310,324,48.9,3.7,9.1,90.9,100,46.6,53.4,15:26:00,12:09:00,7,8,132,66.7,2.0,1.0,1.0,50.0
Alex Galchenyuk,2020,26,TOT,C,34,5,8,13,-8,20,0.7,4,1,0,0,8,0,0,62,8.1,432,12:42:00,10,44,3,3,50,352,362,49.3,-3.9,276,274,50.2,-4.3,9.2,86.6,95.8,51.5,48.5,12:42:00,11:40:00,6,16,100,62,0.0,0.0,0.0,0.0
Alex Galchenyuk,2020,26,TOR,C,26,4,8,12,-2,14,0.9,4,0,0,0,8,0,0,45,8.9,356,13:42:00,9,32,3,3,50,352,362,49.3,-3.9,276,274,50.2,-4.3,9.2,86.6,95.8,51.5,48.5,12:42:00,11:40:00,6,16,100,62,0.0,0.0,0.0,0.0
Alex Galchenyuk,2020,26,OTT,C,8,1,0,1,-6,6,-0.1,0,1,0,0,0,0,0,17,5.9,76,09:30:00,1,12,0,0,,352,362,49.3,-3.9,276,274,50.2,-4.3,9.2,86.6,95.8,51.5,48.5,12:42:00,11:40:00,6,16,100,62,0.0,0.0,0.0,0.0
Brendan Gallagher,2020,28,MTL,RW,35,14,9,23,10,16,3.4,11,3,0,2,9,0,0,106,13.2,525,15:01:00,12,46,23,19,54.8,518,352,59.5,5.3,385,258,59.9,6.6,10.8,89.4,100.2,47.8,52.2,15:01:00,12:59:00,7,9,177,59.9,0.0,0.0,0.0,0.0
Dylan Gambrell,2020,24,SJS,C,49,5,7,12,-18,13,-0.2,4,0,1,1,7,0,0,48,10.4,785,16:02:00,54,77,279,358,43.8,540,657,45.1,-4.5,409,476,46.2,-3.5,7.7,88.2,95.9,43.2,56.8,16:02:00,13:39:00,9,13,97,49.5,0.0,0.0,0.0,0.0
